event_id,ensembl_id,gene_name,gerstberger2014_tf,gerstberger2014_rbp,phenotype,modality
exon:chr1:161179647-161179721:+@exon:chr1:161179901-161179978:+@exon:chr1:161180094-161180179:+,ENSG00000158864,NDUFS2,False,False,NPC,bimodal
exon:chr1:169293631-169293738:-@exon:chr1:169292355-169292521:-@exon:chr1:169279208-169279318:-,ENSG00000143156,NME7,False,False,NPC,bimodal
exon:chr1:173833813-173834039:-@exon:chr1:173833622-173833644:-@exon:chr1:173833039-173833442:-,ENSG00000234741,GAS5,False,False,NPC,bimodal
exon:chr1:184023862-184023997:+@exon:chr1:184041291-184041432:+@exon:chr1:184041961-184043346:+,ENSG00000198860,TSEN15,False,True,NPC,bimodal
exon:chr1:193028552-193028906:+@exon:chr1:193038164-193038764:+@exon:chr1:193044950-193045170:+,ENSG00000116747,TROVE2,False,True,NPC,bimodal
exon:chr1:193028584-193028906:+@exon:chr1:193038164-193038311:+@exon:chr1:193044950-193045170:+,ENSG00000116747,TROVE2,False,True,NPC,bimodal
exon:chr1:193028753-193028906:+@exon:chr1:193044950-193045170:+@exon:chr1:193045631-193045777:+,ENSG00000116747,TROVE2,False,True,NPC,bimodal
exon:chr1:201798269-201798500:+@exon:chr1:201804082-201804192:+@exon:chr1:201816407-201816468:+,ENSG00000198700,IPO9,False,True,NPC,bimodal
exon:chr1:203764782-203764922:+@exon:chr1:203765421-203765624:+@exon:chr1:203770703-203771301:+,ENSG00000058673,ZC3H11A,False,True,NPC,bimodal
exon:chr1:203830731-203830871:+@exon:chr1:203831310-203831350:+@exon:chr1:203832791-203832853:+,ENSG00000182004,SNRPE,False,True,NPC,bimodal
exon:chr1:203830978-203831083:+@exon:chr1:203831310-203831350:+@exon:chr1:203832791-203832853:+,ENSG00000182004,SNRPE,False,True,NPC,bimodal
exon:chr1:204501319-204501374:+@exon:chr1:204506558-204506625:+@exon:chr1:204507337-204507436:+,ENSG00000198625,MDM4,False,False,NPC,bimodal
exon:chr1:204501319-204501374:+@exon:chr1:204506587-204506625:+@exon:chr1:204507337-204507436:+,ENSG00000198625,MDM4,False,False,NPC,bimodal
exon:chr1:204511912-204512072:+@exon:chr1:204513663-204513812:+@exon:chr1:204515925-204516005:+,ENSG00000198625,MDM4,False,False,NPC,bimodal
exon:chr1:21113142-21113181:-@exon:chr1:21106838-21107033:-@exon:chr1:21106305-21106404:-,ENSG00000127483,HP1BP3,True,False,NPC,bimodal
exon:chr1:21113688-21113805:-@exon:chr1:21106838-21107033:-@exon:chr1:21106305-21106404:-,ENSG00000127483,HP1BP3,True,False,NPC,bimodal
exon:chr1:21139651-21139732:-@exon:chr1:21137231-21137377:-@exon:chr1:21132963-21133993:-,ENSG00000075151,EIF4G3,False,True,NPC,bimodal
exon:chr1:212955714-212955768:-@exon:chr1:212939531-212939615:-@exon:chr1:212912876-212912943:-,ENSG00000117697,NSL1,False,False,NPC,bimodal
exon:chr1:214822018-214822170:+@exon:chr1:214825053-214825229:+@exon:chr1:214826171-214826332:+,ENSG00000117724,CENPF,False,False,NPC,bimodal
exon:chr1:224505396-224505495:-@exon:chr1:224499502-224499559:-@exon:chr1:224495885-224495965:-,ENSG00000143748,NVL,False,False,NPC,bimodal
exon:chr1:224517773-224517843:-@exon:chr1:224514093-224514166:-@exon:chr1:224505580-224505632:-,ENSG00000143748,NVL,False,False,NPC,bimodal
exon:chr1:227441765-227441856:-@exon:chr1:227406964-227407121:-@exon:chr1:227400837-227400920:-,ENSG00000143776,CDC42BPA,False,False,NPC,bimodal
exon:chr1:233086386-233086490:+@exon:chr1:233091303-233091465:+@exon:chr1:233092093-233092189:+,ENSG00000135778,NTPCR,False,False,NPC,bimodal
exon:chr1:233092093-233092189:+@exon:chr1:233105655-233105864:+@exon:chr1:233113909-233119628:+,ENSG00000135778,NTPCR,False,False,NPC,bimodal
exon:chr1:235491886-235492093:+@exon:chr1:235498557-235498649:+@exon:chr1:235505023-235505093:+,ENSG00000152904,GGPS1,False,False,NPC,bimodal
exon:chr1:23664247-23664354:-@exon:chr1:23660011-23660124:-@exon:chr1:23650049-23650225:-@exon:chr1:23648021-23648156:-,ENSG00000125944,HNRNPR,False,True,NPC,bimodal
exon:chr1:23670704-23670788:-@exon:chr1:23667345-23667510:-@exon:chr1:23664983-23665101:-,ENSG00000125944,HNRNPR,False,True,NPC,bimodal
exon:chr1:23670704-23670829:-@exon:chr1:23667345-23667513:-@exon:chr1:23664983-23665101:-,ENSG00000125944,HNRNPR,False,True,NPC,bimodal
exon:chr1:24298340-24298502:-@exon:chr1:24298063-24298113:-@exon:chr1:24291294-24294213:-,ENSG00000188529,SRSF10,False,False,NPC,bimodal
exon:chr1:244998918-244999058:+@exon:chr1:245005246-245005360:+@exon:chr1:245005497-245005560:+,ENSG00000203667,COX20,False,False,NPC,bimodal
exon:chr1:245133629-245133745:+@exon:chr1:245165423-245165534:+@exon:chr1:245180544-245180628:+,ENSG00000203666,EFCAB2,False,False,NPC,bimodal
exon:chr1:245133631-245133745:+@exon:chr1:245165423-245165534:+@exon:chr1:245180544-245180628:+@exon:chr1:245222688-245222760:+,ENSG00000203666,EFCAB2,False,False,NPC,bimodal
exon:chr1:245133658-245133745:+@exon:chr1:245180544-245180628:+@exon:chr1:245222688-245222760:+,ENSG00000203666,EFCAB2,False,False,NPC,bimodal
exon:chr1:24979419-24979523:+@exon:chr1:24980797-24980834:+@exon:chr1:24981346-24981620:+,ENSG00000133226,SRRM1,False,True,NPC,bimodal
exon:chr1:26146417-26146520:+@exon:chr1:26149510-26149619:+@exon:chr1:26150135-26150239:+,"ENSG00000255054,ENSG00000117640","RP1-317E23.6,MTFR1L",,,NPC,bimodal
exon:chr1:28233439-28233552:-@exon:chr1:28224144-28224218:-@exon:chr1:28223516-28223632:-,ENSG00000117748,RPA2,True,False,NPC,bimodal
exon:chr1:29064771-29064850:+@exon:chr1:29068915-29070498:+@exon:chr1:29095441-29096287:+,ENSG00000198492,YTHDF2,False,True,NPC,bimodal
exon:chr1:32669480-32669646:+@exon:chr1:32669787-32669980:+@exon:chr1:32670199-32670988:+,ENSG00000160050,CCDC28B,False,False,NPC,bimodal
exon:chr1:33099246-33099328:-@exon:chr1:33097428-33097480:-@exon:chr1:33093109-33093145:-,ENSG00000176261,ZBTB8OS,False,False,NPC,bimodal
exon:chr1:33116034-33116161:-@exon:chr1:33100369-33100393:-@exon:chr1:33099552-33099673:-,ENSG00000176261,ZBTB8OS,False,False,NPC,bimodal
exon:chr1:37967405-37967597:-@exon:chr1:37962148-37962205:-@exon:chr1:37961475-37961519:-,ENSG00000163875,MEAF6,False,False,NPC,bimodal
exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,ENSG00000163875,MEAF6,False,False,NPC,bimodal
exon:chr1:39929284-39929358:+@exon:chr1:39930767-39930784:+@exon:chr1:39934287-39934404:+,ENSG00000127603,MACF1,True,False,NPC,bimodal
exon:chr1:40209496-40209596:+@exon:chr1:40211047-40211170:+@exon:chr1:40214575-40214760:+,ENSG00000084072,PPIE,False,True,NPC,bimodal
exon:chr1:44750507-44750579:-@exon:chr1:44713611-44713710:-@exon:chr1:44686766-44687312:-,ENSG00000117419,ERI3,False,True,NPC,bimodal
exon:chr1:44818522-44818599:-@exon:chr1:44804717-44804994:-@exon:chr1:44785300-44785416:-,ENSG00000117419,ERI3,False,True,NPC,bimodal
exon:chr1:45216114-45216236:+@exon:chr1:45218804-45218926:+@exon:chr1:45219405-45219505:+,ENSG00000142945,KIF2C,False,False,NPC,bimodal
exon:chr1:45340350-45340498:-@exon:chr1:45323376-45323479:-@exon:chr1:45316450-45316675:-,ENSG00000070785,EIF2B3,False,True,NPC,bimodal
exon:chr1:45478579-45478691:+@exon:chr1:45478808-45478887:+@exon:chr1:45478964-45479026:+,ENSG00000126088,UROD,False,False,NPC,bimodal
exon:chr1:46016215-46016827:+@exon:chr1:46018108-46018235:+@exon:chr1:46027461-46027550:+,ENSG00000117448,AKR1A1,False,False,NPC,bimodal
exon:chr1:46016215-46016827:+@exon:chr1:46027461-46027550:+@exon:chr1:46032241-46032360:+,ENSG00000117448,AKR1A1,False,False,NPC,bimodal
exon:chr1:46033221-46033849:+@exon:chr1:46034157-46034356:+@exon:chr1:46034599-46034671:+,ENSG00000117448,AKR1A1,False,False,NPC,bimodal
exon:chr1:46072154-46072263:+@exon:chr1:46072993-46074009:+@exon:chr1:46078841-46078920:+,ENSG00000132780,NASP,False,False,NPC,bimodal
exon:chr1:46152886-46153947:+@exon:chr1:46156646-46156782:+@exon:chr1:46158876-46160115:+,ENSG00000159596,TMEM69,False,False,NPC,bimodal
exon:chr1:52530497-52530610:+@exon:chr1:52549012-52549213:+@exon:chr1:52551784-52551843:+,ENSG00000134717,BTF3L4,False,False,NPC,bimodal
exon:chr1:52879551-52879663:+@exon:chr1:52880293-52880319:+@exon:chr1:52880434-52880531:+,ENSG00000134748,PRPF38A,False,True,NPC,bimodal
exon:chr1:53685933-53686264:-@exon:chr1:53684539-53684595:-@exon:chr1:53684086-53684167:-,ENSG00000162384,C1orf123,False,False,NPC,bimodal
exon:chr1:53701249-53701307:-@exon:chr1:53699214-53699324:-@exon:chr1:53694544-53694626:-,ENSG00000162385,MAGOH,False,True,NPC,bimodal
exon:chr1:62160369-62160442:-@exon:chr1:62152464-62152593:-@exon:chr1:62148944-62149218:-,ENSG00000162604,TM2D1,False,False,NPC,bimodal
exon:chr1:63919589-63919645:-@exon:chr1:63913236-63913285:-@exon:chr1:63912477-63912527:-,ENSG00000142856,ITGB3BP,False,False,NPC,bimodal
exon:chr1:63974199-63974241:-@exon:chr1:63955754-63955889:-@exon:chr1:63944435-63944504:-,ENSG00000142856,ITGB3BP,False,False,NPC,bimodal
exon:chr1:65890986-65891061:+@exon:chr1:65895545-65895731:+@exon:chr1:65897486-65897603:+,"ENSG00000213625,ENSG00000116678","LEPROT,LEPR",,,NPC,bimodal
exon:chr1:6845551-6845635:+@exon:chr1:6880241-6880310:+@exon:chr1:6885152-6885270:+,ENSG00000171735,CAMTA1,True,False,NPC,bimodal
exon:chr1:71532459-71532617:-@exon:chr1:71531361-71531435:-@exon:chr1:71529020-71530820:-,ENSG00000132485,ZRANB2,False,True,NPC,bimodal
exon:chr1:75175782-75175931:-@exon:chr1:75172787-75172888:-@exon:chr1:75172583-75172678:-,ENSG00000116791,CRYZ,False,True,NPC,bimodal
exon:chr1:75198640-75199092:-@exon:chr1:75196066-75196104:-@exon:chr1:75190395-75190518:-,ENSG00000116791,CRYZ,False,True,NPC,bimodal
exon:chr1:75201873-75202306:+@exon:chr1:75204374-75204472:+@exon:chr1:75214435-75214506:+,ENSG00000162623,TYW3,False,True,NPC,bimodal
exon:chr1:76190036-76190502:+@exon:chr1:76194086-76194173:+@exon:chr1:76198329-76198426:+,ENSG00000117054,ACADM,False,False,NPC,bimodal
exon:chr1:76190440-76190502:+@exon:chr1:76194074-76194173:+@exon:chr1:76198329-76198426:+,ENSG00000117054,ACADM,False,False,NPC,bimodal
exon:chr1:78204950-78205102:-@exon:chr1:78201741-78201843:-@exon:chr1:78200042-78200101:-,ENSG00000077254,USP33,False,False,NPC,bimodal
exon:chr1:78225328-78225374:-@exon:chr1:78211106-78211284:-@exon:chr1:78207302-78207433:-,ENSG00000077254,USP33,False,False,NPC,bimodal
exon:chr1:85156054-85156228:-@exon:chr1:85136860-85136991:-@exon:chr1:85136329-85136498:-,ENSG00000117155,SSX2IP,False,False,NPC,bimodal
exon:chr1:85725041-85725316:-@exon:chr1:85724618-85724744:-@exon:chr1:85724207-85724405:-,ENSG00000162642,C1orf52,False,False,NPC,bimodal
exon:chr1:89458268-89458287:-@exon:chr1:89453935-89454034:-@exon:chr1:89435092-89435150:-,"ENSG00000213516,ENSG00000137944","RBMXL1,CCBL2",,,NPC,bimodal
exon:chr1:90470692-90470803:+@exon:chr1:90472904-90473309:+@exon:chr1:90475647-90475845:+,ENSG00000162664,ZNF326,False,True,NPC,bimodal
exon:chr1:91967211-91967388:+@exon:chr1:91973411-91973494:+@exon:chr1:91973819-91973954:+,ENSG00000097046,CDC7,False,False,NPC,bimodal
exon:chr1:97270341-97270495:+@exon:chr1:97271975-97272008:+@exon:chr1:97272422-97272514:+,ENSG00000117569,PTBP2,False,True,NPC,bimodal
exon:chr1:99127257-99127467:+@exon:chr1:99128253-99128372:+@exon:chr1:99150441-99150623:+,ENSG00000162627,SNX7,False,False,NPC,bimodal
exon:chr1:99167373-99167459:+@exon:chr1:99203793-99203945:+@exon:chr1:99225610-99226054:+,ENSG00000162627,SNX7,False,False,NPC,bimodal
exon:chr20:1438845-1438919:-@exon:chr20:1436359-1436364:-@exon:chr20:1435612-1435777:-,ENSG00000088833,NSFL1C,False,False,NPC,bimodal
exon:chr20:1447365-1448417:-@exon:chr20:1444974-1445071:-@exon:chr20:1438845-1438919:-,ENSG00000088833,NSFL1C,False,False,NPC,bimodal
exon:chr20:17950444-17951013:+@exon:chr20:17956327-17956546:+@exon:chr20:17968809-17968941:+,ENSG00000125871,MGME1,False,False,NPC,bimodal
exon:chr20:30327074-30327424:+@exon:chr20:30330344-30330450:+@exon:chr20:30345210-30345385:+,ENSG00000088325,TPX2,False,False,NPC,bimodal
exon:chr20:33871979-33872295:-@exon:chr20:33868457-33868632:-@exon:chr20:33867745-33867921:-,ENSG00000242372,EIF6,False,True,NPC,bimodal
exon:chr20:36149621-36149805:+@exon:chr20:36150760-36150840:+@exon:chr20:36151069-36152092:+,ENSG00000053438,NNAT,False,False,NPC,bimodal
exon:chr20:36322434-36322554:+@exon:chr20:36323329-36323435:+@exon:chr20:36361281-36361469:+,ENSG00000132792,CTNNBL1,False,False,NPC,bimodal
exon:chr20:42835521-42835638:-@exon:chr20:42831601-42831714:-@exon:chr20:42825136-42826379:-,ENSG00000132823,OSER1,False,False,NPC,bimodal
exon:chr20:43150554-43150695:-@exon:chr20:43147953-43148055:-@exon:chr20:43142534-43142681:-,ENSG00000132824,SERINC3,False,False,NPC,bimodal
exon:chr20:45985401-45985443:-@exon:chr20:45984194-45984264:-@exon:chr20:45976600-45976670:-,ENSG00000101040,ZMYND8,False,False,NPC,bimodal
exon:chr20:47895641-47895745:+@exon:chr20:47897022-47897107:+@exon:chr20:47905582-47905797:+,ENSG00000177410,ZFAS1,False,False,NPC,bimodal
exon:chr20:47897022-47897107:+@exon:chr20:47897440-47897501:+@exon:chr20:47905582-47905797:+,ENSG00000177410,ZFAS1,False,False,NPC,bimodal
exon:chr20:57470667-57470739:+@exon:chr20:57473996-57474040:+@exon:chr20:57478586-57478640:+,ENSG00000087460,GNAS,False,False,NPC,bimodal
exon:chr20:60883077-60883234:+@exon:chr20:60883424-60883526:+@exon:chr20:60883711-60883918:+,ENSG00000130706,ADRM1,False,False,NPC,bimodal
exon:chr21:30380716-30380942:-@exon:chr21:30380561-30380628:-@exon:chr21:30380082-30380444:-,ENSG00000156253,RWDD2B,False,False,NPC,bimodal
exon:chr21:30396950-30397098:+@exon:chr21:30398030-30398092:+@exon:chr21:30400194-30400295:+,ENSG00000156256,USP16,False,False,NPC,bimodal
exon:chr21:33975471-33975602:-@exon:chr21:33974582-33974677:-@exon:chr21:33973977-33974283:-,"ENSG00000265590,ENSG00000159079","C21orf59,AP000275.65",,,NPC,bimodal
exon:chr21:38441852-38441924:-@exon:chr21:38439562-38439680:-@exon:chr21:38431470-38438012:-,ENSG00000185808,PIGP,False,False,NPC,bimodal
exon:chr21:38444734-38445111:-@exon:chr21:38444445-38444610:-@exon:chr21:38441852-38441924:-,ENSG00000185808,PIGP,False,False,NPC,bimodal
exon:chr21:38528957-38529208:+@exon:chr21:38529463-38529516:+@exon:chr21:38532001-38532047:+,ENSG00000182670,TTC3,False,False,NPC,bimodal
exon:chr21:44515804-44515853:-@exon:chr21:44515548-44515646:-@exon:chr21:44514765-44514898:-,ENSG00000160201,U2AF1,False,True,NPC,bimodal
exon:chr21:44524425-44524512:-@exon:chr21:44521476-44521542:-@exon:chr21:44520563-44520629:-@exon:chr21:44515812-44515853:-,ENSG00000160201,U2AF1,False,True,NPC,bimodal
exon:chr21:48055586-48055675:+@exon:chr21:48056351-48056459:+@exon:chr21:48056808-48056902:+,ENSG00000160310,PRMT2,False,False,NPC,bimodal
exon:chr22:24666851-24666951:+@exon:chr22:24672668-24672771:+@exon:chr22:24698163-24698352:+,"ENSG00000258555,ENSG00000100014","SPECC1L,SPECC1L-ADORA2A",,,NPC,bimodal
exon:chr22:32889092-32889268:+@exon:chr22:32891480-32891517:+@exon:chr22:32894131-32894818:+,ENSG00000100225,FBXO7,False,False,NPC,bimodal
exon:chr22:35653480-35653550:+@exon:chr22:35658316-35658414:+@exon:chr22:35659071-35659219:+,ENSG00000100281,HMGXB4,True,False,NPC,bimodal
exon:chr22:35659789-35659867:+@exon:chr22:35659975-35660089:+@exon:chr22:35660641-35661563:+,ENSG00000100281,HMGXB4,True,False,NPC,bimodal
exon:chr22:39066889-39066994:+@exon:chr22:39067075-39067193:+@exon:chr22:39069164-39069851:+,ENSG00000100211,CBY1,False,False,NPC,bimodal
exon:chr22:40760280-40760369:+@exon:chr22:40760884-40761060:+@exon:chr22:40762440-40763000:+,ENSG00000239900,ADSL,False,False,NPC,bimodal
exon:chr22:46693277-46693376:+@exon:chr22:46704047-46704104:+@exon:chr22:46704216-46704840:+,ENSG00000075218,GTSE1,False,False,NPC,bimodal
exon:chr2:10799298-10799376:-@exon:chr2:10797868-10798017:-@exon:chr2:10794607-10794673:-,ENSG00000115761,NOL10,False,True,NPC,bimodal
exon:chr2:109066089-109066145:+@exon:chr2:109067484-109067568:+@exon:chr2:109068855-109068922:+,ENSG00000135968,GCC2,False,False,NPC,bimodal
exon:chr2:109403219-109403371:+@exon:chr2:109404488-109404545:+@exon:chr2:109405308-109405422:+,ENSG00000163006,CCDC138,False,False,NPC,bimodal
exon:chr2:113410279-113410375:+@exon:chr2:113410466-113410524:+@exon:chr2:113414699-113414818:+,ENSG00000144136,SLC20A1,False,False,NPC,bimodal
exon:chr2:113522139-113522204:-@exon:chr2:113520080-113520146:-@exon:chr2:113518290-113518341:-,ENSG00000169607,CKAP2L,False,False,NPC,bimodal
exon:chr2:114212318-114212355:+@exon:chr2:114214642-114214786:+@exon:chr2:114218250-114218296:+,ENSG00000136682,CBWD2,False,False,NPC,bimodal
exon:chr2:136529990-136530117:+@exon:chr2:136533819-136533921:+@exon:chr2:136536518-136536649:+,ENSG00000144224,UBXN4,False,False,NPC,bimodal
exon:chr2:145187336-145187593:-@exon:chr2:145182363-145182434:-@exon:chr2:145162436-145162591:-,ENSG00000169554,ZEB2,True,False,NPC,bimodal
exon:chr2:160284822-160284930:-@exon:chr2:160284452-160284553:-@exon:chr2:160268943-160269056:-,ENSG00000123636,BAZ2B,False,True,NPC,bimodal
exon:chr2:160335086-160335232:-@exon:chr2:160310124-160310312:-@exon:chr2:160304753-160304920:-,ENSG00000123636,BAZ2B,False,True,NPC,bimodal
exon:chr2:170681292-170681384:-@exon:chr2:170680999-170681150:-@exon:chr2:170678453-170678567:-,ENSG00000138382,METTL5,False,True,NPC,bimodal
exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,ENSG00000077380,DYNC1I2,False,False,NPC,bimodal
exon:chr2:175994866-175994935:-@exon:chr2:175986172-175986268:-@exon:chr2:175982979-175983097:-,ENSG00000115966,ATF2,True,False,NPC,bimodal
exon:chr2:183998294-183998351:+@exon:chr2:184016236-184016377:+@exon:chr2:184022172-184022241:+,ENSG00000163002,NUP35,False,False,NPC,bimodal
exon:chr2:190648995-190649044:-@exon:chr2:190647740-190647849:-@exon:chr2:190647148-190647328:-,ENSG00000128699,ORMDL1,False,False,NPC,bimodal
exon:chr2:190656516-190656667:+@exon:chr2:190660495-190660677:+@exon:chr2:190670378-190671780:+,ENSG00000064933,PMS1,True,False,NPC,bimodal
exon:chr2:198460715-198460793:-@exon:chr2:198452716-198452745:-@exon:chr2:198436730-198437004:-,ENSG00000162944,RFTN2,False,False,NPC,bimodal
exon:chr2:201684705-201684843:+@exon:chr2:201685906-201686028:+@exon:chr2:201686870-201687961:+,ENSG00000082153,BZW1,False,True,NPC,bimodal
exon:chr2:201722696-201722889:-@exon:chr2:201722441-201722607:-@exon:chr2:201721614-201721708:-,ENSG00000013441,CLK1,False,True,NPC,bimodal
exon:chr2:201725961-201726189:-@exon:chr2:201724848-201724938:-@exon:chr2:201724403-201724469:-,ENSG00000013441,CLK1,False,True,NPC,bimodal
exon:chr2:201750421-201750495:-@exon:chr2:201747065-201747158:-@exon:chr2:201746144-201746211:-,ENSG00000240344,PPIL3,False,True,NPC,bimodal
exon:chr2:202505616-202505647:-@exon:chr2:202504984-202504988:-@exon:chr2:202503712-202503768:-,ENSG00000155755,TMEM237,False,False,NPC,bimodal
exon:chr2:204103705-204103857:+@exon:chr2:204110569-204110618:+@exon:chr2:204111478-204111644:+,ENSG00000119004,CYP20A1,False,False,NPC,bimodal
exon:chr2:210288782-210289000:+@exon:chr2:210372316-210372365:+@exon:chr2:210444760-210444824:+,ENSG00000078018,MAP2,False,False,NPC,bimodal
exon:chr2:210565001-210565062:+@exon:chr2:210569174-210569344:+@exon:chr2:210570304-210570414:+,ENSG00000078018,MAP2,False,False,NPC,bimodal
exon:chr2:210574638-210574978:+@exon:chr2:210588319-210588411:+@exon:chr2:210590433-210590514:+,ENSG00000078018,MAP2,False,False,NPC,bimodal
exon:chr2:215661785-215661841:-@exon:chr2:215657021-215657169:-@exon:chr2:215645284-215646233:-,ENSG00000138376,BARD1,False,True,NPC,bimodal
exon:chr2:216189964-216190052:+@exon:chr2:216190710-216190861:+@exon:chr2:216191545-216191701:+,ENSG00000138363,ATIC,False,False,NPC,bimodal
exon:chr2:228205008-228205096:+@exon:chr2:228217230-228217289:+@exon:chr2:228220393-228220477:+,ENSG00000168958,MFF,False,False,NPC,bimodal
exon:chr2:232602723-232602848:-@exon:chr2:232601897-232602002:-@exon:chr2:232597135-232597743:-,ENSG00000156973,PDE6D,False,False,NPC,bimodal
exon:chr2:242089911-242089962:+@exon:chr2:242092891-242093019:+@exon:chr2:242097222-242097277:+,ENSG00000115685,PPP1R7,False,False,NPC,bimodal
exon:chr2:242625184-242625292:-@exon:chr2:242619644-242619734:-@exon:chr2:242617867-242618064:-,ENSG00000168393,DTYMK,False,False,NPC,bimodal
exon:chr2:271866-271939:+@exon:chr2:272037-272065:+@exon:chr2:272192-272305:+,ENSG00000143727,ACP1,False,False,NPC,bimodal
exon:chr2:27535547-27535639:-@exon:chr2:27535361-27535456:-@exon:chr2:27535082-27535114:-,ENSG00000115204,MPV17,False,False,NPC,bimodal
exon:chr2:27545315-27545431:-@exon:chr2:27535861-27535976:-@exon:chr2:27535547-27535639:-,ENSG00000115204,MPV17,False,False,NPC,bimodal
exon:chr2:27606819-27606959:-@exon:chr2:27606233-27606467:-@exon:chr2:27605343-27605472:-,ENSG00000115241,PPM1G,False,False,NPC,bimodal
exon:chr2:27995541-27995559:+@exon:chr2:27997291-27997397:+@exon:chr2:28002300-28002601:+,ENSG00000243147,MRPL33,False,True,NPC,uncategorized
exon:chr2:37423648-37423663:+@exon:chr2:37425637-37425815:+@exon:chr2:37426847-37426962:+,ENSG00000218739,AC007390.5,False,False,NPC,bimodal
exon:chr2:46819614-46819722:-@exon:chr2:46815214-46815318:-@exon:chr2:46808076-46808730:-,ENSG00000151665,PIGF,False,False,NPC,bimodal
exon:chr2:47142862-47143007:-@exon:chr2:47136162-47136316:-@exon:chr2:47134949-47135108:-,ENSG00000180398,MCFD2,False,False,NPC,bimodal
exon:chr2:47635540-47635694:+@exon:chr2:47637233-47637511:+@exon:chr2:47639553-47639699:+,ENSG00000095002,MSH2,False,False,NPC,bimodal
exon:chr2:61295984-61296120:+@exon:chr2:61296787-61296833:+@exon:chr2:61297477-61297635:+,ENSG00000162929,KIAA1841,False,False,NPC,bimodal
exon:chr2:61298741-61298927:+@exon:chr2:61300593-61300686:+@exon:chr2:61304055-61304293:+,ENSG00000162929,KIAA1841,False,False,NPC,bimodal
exon:chr2:61729384-61729445:-@exon:chr2:61729131-61729175:-@exon:chr2:61726900-61727029:-,ENSG00000082898,XPO1,False,True,NPC,bimodal
exon:chr2:69659034-69659137:-@exon:chr2:69650714-69650849:-@exon:chr2:69646670-69646736:-,ENSG00000169599,NFU1,False,False,NPC,bimodal
exon:chr2:70454867-70454954:-@exon:chr2:70452460-70452525:-@exon:chr2:70451686-70451761:-,ENSG00000116001,TIA1,False,True,NPC,bimodal
exon:chr2:70456191-70456223:-@exon:chr2:70455476-70455594:-@exon:chr2:70454867-70454954:-,ENSG00000116001,TIA1,False,True,NPC,bimodal
exon:chr2:70456396-70456450:-@exon:chr2:70456191-70456223:-@exon:chr2:70454867-70454954:-,ENSG00000116001,TIA1,False,True,NPC,bimodal
exon:chr2:71558894-71558995:+@exon:chr2:71575883-71577401:+@exon:chr2:71582849-71582910:+,ENSG00000075292,ZNF638,False,True,NPC,bimodal
exon:chr2:71558894-71559005:+@exon:chr2:71575883-71577401:+@exon:chr2:71582849-71582910:+,ENSG00000075292,ZNF638,False,True,NPC,bimodal
exon:chr2:73964429-73964527:-@exon:chr2:73961556-73961715:-@exon:chr2:73959290-73959412:-,ENSG00000144034,TPRKB,False,False,NPC,bimodal
exon:chr2:73996392-73996452:-@exon:chr2:73994288-73994334:-@exon:chr2:73993955-73994030:-,ENSG00000144048,DUSP11,False,True,NPC,bimodal
exon:chr2:74153953-74154179:+@exon:chr2:74173846-74174033:+@exon:chr2:74184252-74184367:+@exon:chr2:74185273-74185372:+,ENSG00000114956,DGUOK,False,False,NPC,bimodal
exon:chr2:74153953-74154179:+@exon:chr2:74173846-74174033:+@exon:chr2:74185273-74185372:+,ENSG00000114956,DGUOK,False,False,NPC,bimodal
exon:chr2:74154024-74154179:+@exon:chr2:74166037-74166149:+@exon:chr2:74173846-74174033:+,ENSG00000114956,DGUOK,False,False,NPC,bimodal
exon:chr2:74173846-74174033:+@exon:chr2:74177712-74177859:+@exon:chr2:74185273-74185372:+,ENSG00000114956,DGUOK,False,False,NPC,bimodal
exon:chr2:74177712-74177859:+@exon:chr2:74184252-74184367:+@exon:chr2:74185273-74185372:+,ENSG00000114956,DGUOK,False,False,NPC,bimodal
exon:chr2:74372316-74372430:-@exon:chr2:74369399-74369487:-@exon:chr2:74362525-74362785:-,ENSG00000163170,BOLA3,True,False,NPC,bimodal
exon:chr2:74399713-74399879:-@exon:chr2:74394141-74394234:-@exon:chr2:74392345-74392478:-,ENSG00000114978,MOB1A,False,False,NPC,bimodal
exon:chr2:74592202-74592368:-@exon:chr2:74590741-74590755:-@exon:chr2:74590421-74590554:-,ENSG00000204843,DCTN1,False,False,NPC,bimodal
exon:chr2:74648805-74648943:+@exon:chr2:74649280-74649502:+@exon:chr2:74649997-74650059:+,ENSG00000005448,WDR54,False,False,NPC,bimodal
exon:chr2:86398331-86398435:-@exon:chr2:86397872-86397967:-@exon:chr2:86393631-86393767:-,ENSG00000132305,IMMT,False,False,NPC,bimodal
exon:chr2:86790427-86790497:-@exon:chr2:86769375-86769435:-@exon:chr2:86756411-86756520:-,"ENSG00000115561,ENSG00000249884","CHMP3,RNF103-CHMP3",,,NPC,bimodal
exon:chr2:9548242-9548334:-@exon:chr2:9547578-9547727:-@exon:chr2:9546478-9547034:-,ENSG00000119185,ITGB1BP1,False,False,NPC,bimodal
exon:chr2:9558755-9558861:-@exon:chr2:9554307-9554385:-@exon:chr2:9552433-9552534:-,ENSG00000119185,ITGB1BP1,False,False,NPC,bimodal
