,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
80652,EIF5,MN,ENSG00000178971,-0.595819294074,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CTC1,(-) Negative,protein_coding
80710,EIF5,MN,ENSG00000179598,-0.513548817431,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PLD6,(-) Negative,protein_coding
80773,EIF5,MN,ENSG00000180573,-0.644242149415,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HIST1H2AC,(-) Negative,protein_coding
80845,EIF5,MN,ENSG00000181852,-0.533633625352,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RNF41,(-) Negative,protein_coding
80855,EIF5,MN,ENSG00000181929,-0.513247607653,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PRKAG1,(-) Negative,protein_coding
81201,EIF5,MN,ENSG00000185252,-0.524514027219,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZNF74,(-) Negative,protein_coding
81309,EIF5,MN,ENSG00000186193,-0.506090364313,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SAPCD2,(-) Negative,protein_coding
81383,EIF5,MN,ENSG00000186994,-0.601147406974,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,KANK3,(-) Negative,protein_coding
81620,EIF5,MN,ENSG00000196227,-0.529849799958,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FAM217B,(-) Negative,protein_coding
81643,EIF5,MN,ENSG00000196363,-0.513090883992,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WDR5,(-) Negative,protein_coding
81873,EIF5,MN,ENSG00000197771,-0.667433346822,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MCMBP,(-) Negative,protein_coding
81898,EIF5,MN,ENSG00000197912,-0.519806845725,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SPG7,(-) Negative,protein_coding
81942,EIF5,MN,ENSG00000198142,-0.510289883657,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SOWAHC,(-) Negative,protein_coding
82044,EIF5,MN,ENSG00000198728,-0.597023733557,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,LDB1,(-) Negative,protein_coding
82178,EIF5,MN,ENSG00000203727,-0.653979584007,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SAMD5,(-) Negative,protein_coding
82405,EIF5,MN,ENSG00000206530,-0.739249333015,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WDR52,(-) Negative,protein_coding
82502,EIF5,MN,ENSG00000213920,-0.590280731212,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MDP1,(-) Negative,protein_coding
82768,EIF5,MN,ENSG00000224877,-0.542727006097,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,C17orf89,(-) Negative,protein_coding
83339,EIF5,MN,ENSG00000234745,-0.5064551821,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HLA-B,(-) Negative,protein_coding
83924,EIF5,MN,ENSG00000249242,-0.568851637113,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TMEM150C,(-) Negative,protein_coding
83969,EIF5,MN,ENSG00000249853,-0.524391738153,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HS3ST5,(-) Negative,protein_coding
84400,EIF5,MN,ENSG00000256861,-0.650953048901,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-512M8.5,(-) Negative,protein_coding
84419,EIF5,MN,ENSG00000257218,-0.51587627741,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,GATC,(-) Negative,protein_coding
84764,EIF5,MN,ENSG00000260362,-0.582723909402,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-297M9.1,(-) Negative,protein_coding
