,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
191347,SMARCE1,MN,ENSG00000139324,0.545885962359,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMTC3,(+) Positive,protein_coding
191376,SMARCE1,MN,ENSG00000139644,0.571975893947,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMBIM6,(+) Positive,protein_coding
191423,SMARCE1,MN,ENSG00000140264,0.603330244929,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SERF2,(+) Positive,protein_coding
191509,SMARCE1,MN,ENSG00000141101,0.518939954267,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NOB1,(+) Positive,protein_coding
191602,SMARCE1,MN,ENSG00000142168,0.533302087178,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SOD1,(+) Positive,protein_coding
191714,SMARCE1,MN,ENSG00000143437,0.586726532836,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ARNT,(+) Positive,protein_coding
191824,SMARCE1,MN,ENSG00000144369,-0.513614344807,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FAM171B,(-) Negative,protein_coding
191849,SMARCE1,MN,ENSG00000144644,-0.513765745094,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GADL1,(-) Negative,protein_coding
191924,SMARCE1,MN,ENSG00000145431,0.511037539575,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PDGFC,(+) Positive,protein_coding
191965,SMARCE1,MN,ENSG00000145919,0.518196950607,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,BOD1,(+) Positive,protein_coding
192186,SMARCE1,MN,ENSG00000148688,0.585605153437,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPP30,(+) Positive,protein_coding
192316,SMARCE1,MN,ENSG00000150779,0.515527269093,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TIMM8B,(+) Positive,protein_coding
192354,SMARCE1,MN,ENSG00000151353,0.543224410713,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM18,(+) Positive,protein_coding
192475,SMARCE1,MN,ENSG00000152601,0.617330617375,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MBNL1,(+) Positive,protein_coding
192489,SMARCE1,MN,ENSG00000152795,0.585869169051,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,HNRNPDL,(+) Positive,protein_coding
192662,SMARCE1,MN,ENSG00000155366,0.586233815839,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RHOC,(+) Positive,protein_coding
192679,SMARCE1,MN,ENSG00000155660,0.526105487461,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PDIA4,(+) Positive,protein_coding
192691,SMARCE1,MN,ENSG00000155876,0.546224649938,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RRAGA,(+) Positive,protein_coding
192696,SMARCE1,MN,ENSG00000155957,0.548997316848,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMBIM4,(+) Positive,protein_coding
192746,SMARCE1,MN,ENSG00000156531,0.569008681805,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PHF6,(+) Positive,protein_coding
192926,SMARCE1,MN,ENSG00000159147,0.541805299657,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,DONSON,(+) Positive,protein_coding
192987,SMARCE1,MN,ENSG00000160075,0.584598440353,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SSU72,(+) Positive,protein_coding
193056,SMARCE1,MN,ENSG00000160752,0.503138093817,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FDPS,(+) Positive,protein_coding
193138,SMARCE1,MN,ENSG00000162063,0.536371733781,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CCNF,(+) Positive,protein_coding
193203,SMARCE1,MN,ENSG00000162623,0.509854455146,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TYW3,(+) Positive,protein_coding
193231,SMARCE1,MN,ENSG00000162825,0.525933992035,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NBPF8,(+) Positive,protein_coding
193254,SMARCE1,MN,ENSG00000162981,-0.563961080374,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FAM84A,(-) Negative,protein_coding
193311,SMARCE1,MN,ENSG00000163386,0.538651831184,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NBPF10,(+) Positive,protein_coding
193317,SMARCE1,MN,ENSG00000163430,0.605979454123,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FSTL1,(+) Positive,protein_coding
193419,SMARCE1,MN,ENSG00000163902,0.511492322463,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPN1,(+) Positive,protein_coding
193422,SMARCE1,MN,ENSG00000163918,0.5261462995,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RFC4,(+) Positive,protein_coding
193445,SMARCE1,MN,ENSG00000164032,0.501911896607,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,H2AFZ,(+) Positive,protein_coding
193469,SMARCE1,MN,ENSG00000164096,0.508015640222,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,C4orf3,(+) Positive,protein_coding
193470,SMARCE1,MN,ENSG00000164104,0.501930249652,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,HMGB2,(+) Positive,protein_coding
193474,SMARCE1,MN,ENSG00000164111,0.561858343214,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ANXA5,(+) Positive,protein_coding
193508,SMARCE1,MN,ENSG00000164258,0.58350704717,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NDUFS4,(+) Positive,protein_coding
193543,SMARCE1,MN,ENSG00000164520,-0.614809851154,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RAET1E,(-) Negative,protein_coding
193610,SMARCE1,MN,ENSG00000164985,0.538177841687,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PSIP1,(+) Positive,protein_coding
193817,SMARCE1,MN,ENSG00000166441,0.589441304423,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL27A,(+) Positive,protein_coding
193890,SMARCE1,MN,ENSG00000166922,-0.565450782213,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SCG5,(-) Negative,protein_coding
193968,SMARCE1,MN,ENSG00000167526,0.531482099677,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL13,(+) Positive,protein_coding
193993,SMARCE1,MN,ENSG00000167658,0.524219815719,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,EEF2,(+) Positive,protein_coding
194013,SMARCE1,MN,ENSG00000167770,0.722969260923,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,OTUB1,(+) Positive,protein_coding
194070,SMARCE1,MN,ENSG00000168175,0.574781451675,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MAPK1IP1L,(+) Positive,protein_coding
194139,SMARCE1,MN,ENSG00000168701,0.562652309604,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM208,(+) Positive,protein_coding
194190,SMARCE1,MN,ENSG00000169100,0.638576740425,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SLC25A6,(+) Positive,protein_coding
194209,SMARCE1,MN,ENSG00000169218,-0.55437810303,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RSPO1,(-) Negative,protein_coding
194255,SMARCE1,MN,ENSG00000169627,0.604829512965,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,BOLA2B,(+) Positive,protein_coding
194274,SMARCE1,MN,ENSG00000169756,0.532814547843,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,LIMS1,(+) Positive,protein_coding
194279,SMARCE1,MN,ENSG00000169813,0.601094269662,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,HNRNPF,(+) Positive,protein_coding
194304,SMARCE1,MN,ENSG00000170006,-0.510232068722,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM154,(-) Negative,protein_coding
194309,SMARCE1,MN,ENSG00000170043,0.505942673458,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TRAPPC1,(+) Positive,protein_coding
194408,SMARCE1,MN,ENSG00000170889,0.654106123066,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS9,(+) Positive,protein_coding
194448,SMARCE1,MN,ENSG00000171202,0.651070840802,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM126A,(+) Positive,protein_coding
194523,SMARCE1,MN,ENSG00000171863,0.633285512343,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS7,(+) Positive,protein_coding
194524,SMARCE1,MN,ENSG00000171864,-0.660576204771,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PRND,(-) Negative,protein_coding
194531,SMARCE1,MN,ENSG00000171951,-0.556079663533,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SCG2,(-) Negative,protein_coding
194625,SMARCE1,MN,ENSG00000172809,0.604553895377,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL38,(+) Positive,protein_coding
194668,SMARCE1,MN,ENSG00000173226,0.598472072127,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,IQCB1,(+) Positive,protein_coding
194685,SMARCE1,MN,ENSG00000173418,0.519198296939,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NAA20,(+) Positive,protein_coding
194737,SMARCE1,MN,ENSG00000173915,0.544628023039,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,USMG5,(+) Positive,protein_coding
194747,SMARCE1,MN,ENSG00000174021,0.501862835301,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GNG5,(+) Positive,protein_coding
194762,SMARCE1,MN,ENSG00000174231,0.550235777309,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PRPF8,(+) Positive,protein_coding
194827,SMARCE1,MN,ENSG00000175048,-0.542707737133,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ZDHHC14,(-) Negative,protein_coding
194841,SMARCE1,MN,ENSG00000175166,0.548012731142,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PSMD2,(+) Positive,protein_coding
194916,SMARCE1,MN,ENSG00000176014,0.516884924158,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TUBB6,(+) Positive,protein_coding
194969,SMARCE1,MN,ENSG00000176623,0.546509406722,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RMDN1,(+) Positive,protein_coding
195082,SMARCE1,MN,ENSG00000177885,-0.503177872139,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GRB2,(-) Negative,protein_coding
195089,SMARCE1,MN,ENSG00000177954,0.638002236991,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS27,(+) Positive,protein_coding
195247,SMARCE1,MN,ENSG00000179958,0.514445978555,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,DCTPP1,(+) Positive,protein_coding
195308,SMARCE1,MN,ENSG00000180964,0.540972143958,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TCEAL8,(+) Positive,protein_coding
195315,SMARCE1,MN,ENSG00000181027,0.507411747489,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FKRP,(+) Positive,protein_coding
195322,SMARCE1,MN,ENSG00000181104,0.510040350136,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,F2R,(+) Positive,protein_coding
195450,SMARCE1,MN,ENSG00000182774,0.670961037073,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS17L,(+) Positive,protein_coding
195527,SMARCE1,MN,ENSG00000183530,0.519991082844,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PRR14L,(+) Positive,protein_coding
195541,SMARCE1,MN,ENSG00000183684,0.560122774296,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ALYREF,(+) Positive,protein_coding
195581,SMARCE1,MN,ENSG00000184007,0.532753717092,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PTP4A2,(+) Positive,protein_coding
195733,SMARCE1,MN,ENSG00000185475,0.505927372981,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM179B,(+) Positive,protein_coding
195778,SMARCE1,MN,ENSG00000185864,0.752017408173,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NPIPB4,(+) Positive,protein_coding
195849,SMARCE1,MN,ENSG00000186472,-0.507553555507,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PCLO,(-) Negative,protein_coding
196052,SMARCE1,MN,ENSG00000188739,0.541969781401,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RBM34,(+) Positive,protein_coding
196346,SMARCE1,MN,ENSG00000197471,-0.589770498696,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SPN,(-) Negative,protein_coding
196384,SMARCE1,MN,ENSG00000197756,0.520530240957,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL37A,(+) Positive,protein_coding
196419,SMARCE1,MN,ENSG00000197956,0.632112241414,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,S100A6,(+) Positive,protein_coding
196420,SMARCE1,MN,ENSG00000197958,0.50094948143,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL12,(+) Positive,protein_coding
196452,SMARCE1,MN,ENSG00000198130,0.535839297414,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,HIBCH,(+) Positive,protein_coding
196473,SMARCE1,MN,ENSG00000198242,0.579789322966,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL23A,(+) Positive,protein_coding
196499,SMARCE1,MN,ENSG00000198431,0.503095655465,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TXNRD1,(+) Positive,protein_coding
196510,SMARCE1,MN,ENSG00000198492,0.55618268726,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,YTHDF2,(+) Positive,protein_coding
196599,SMARCE1,MN,ENSG00000198856,0.521255148301,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,OSTC,(+) Positive,protein_coding
197000,SMARCE1,MN,ENSG00000213741,0.587491326253,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS29,(+) Positive,protein_coding
197100,SMARCE1,MN,ENSG00000215021,0.58086021917,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PHB2,(+) Positive,protein_coding
197145,SMARCE1,MN,ENSG00000217555,0.535552252288,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CKLF,(+) Positive,protein_coding
197174,SMARCE1,MN,ENSG00000221914,0.544276596984,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PPP2R2A,(+) Positive,protein_coding
197243,SMARCE1,MN,ENSG00000224186,0.54264783411,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CTC-349C3.1,(+) Positive,protein_coding
197528,SMARCE1,MN,ENSG00000229117,0.687235942053,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL41,(+) Positive,protein_coding
197569,SMARCE1,MN,ENSG00000229833,0.561748398536,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PET100,(+) Positive,protein_coding
197807,SMARCE1,MN,ENSG00000233927,0.64113748242,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS28,(+) Positive,protein_coding
198134,SMARCE1,MN,ENSG00000241043,-0.527794364355,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GVQW1,(-) Negative,protein_coding
198147,SMARCE1,MN,ENSG00000241343,0.569007203629,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL36A,(+) Positive,protein_coding
198153,SMARCE1,MN,ENSG00000241468,0.552595501825,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ATP5J2,(+) Positive,protein_coding
198270,SMARCE1,MN,ENSG00000244687,0.516902062798,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,UBE2V1,(+) Positive,protein_coding
198510,SMARCE1,MN,ENSG00000250305,-0.549620798818,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,KIAA1456,(-) Negative,protein_coding
199011,SMARCE1,MN,ENSG00000258289,0.535447151633,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CHURC1,(+) Positive,protein_coding
199084,SMARCE1,MN,ENSG00000258890,0.538092812293,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CEP95,(+) Positive,protein_coding
199995,SMARCE1,MN,ENSG00000269048,-0.563549269277,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,Z98049.1,(-) Negative,protein_coding
200385,SMARCE1,MN,ENSGR0000169100,0.638576740425,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SLC25A6,(+) Positive,protein_coding
