,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
81620,EIF5,MN,ENSG00000196227,-0.529849799958,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FAM217B,(-) Negative
81643,EIF5,MN,ENSG00000196363,-0.513090883992,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WDR5,(-) Negative
81833,EIF5,MN,ENSG00000197462,-0.505747843366,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AC005276.1,(-) Negative
81873,EIF5,MN,ENSG00000197771,-0.667433346822,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MCMBP,(-) Negative
81898,EIF5,MN,ENSG00000197912,-0.519806845725,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SPG7,(-) Negative
81942,EIF5,MN,ENSG00000198142,-0.510289883657,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SOWAHC,(-) Negative
82044,EIF5,MN,ENSG00000198728,-0.597023733557,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,LDB1,(-) Negative
82178,EIF5,MN,ENSG00000203727,-0.653979584007,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SAMD5,(-) Negative
82405,EIF5,MN,ENSG00000206530,-0.739249333015,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WDR52,(-) Negative
82423,EIF5,MN,ENSG00000212694,-0.505461606463,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AC084018.1,(-) Negative
82502,EIF5,MN,ENSG00000213920,-0.590280731212,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MDP1,(-) Negative
82625,EIF5,MN,ENSG00000215866,-0.579719301361,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-426L16.8,(-) Negative
82702,EIF5,MN,ENSG00000223797,-0.608808455705,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ENTPD3-AS1,(-) Negative
82723,EIF5,MN,ENSG00000224081,-0.620451433263,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,LINC01057,(-) Negative
82726,EIF5,MN,ENSG00000224113,-0.535452923025,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP5-837J1.2,(-) Negative
82768,EIF5,MN,ENSG00000224877,-0.542727006097,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,C17orf89,(-) Negative
82777,EIF5,MN,ENSG00000225032,-0.598193203938,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-228B15.4,(-) Negative
82871,EIF5,MN,ENSG00000226746,-0.624607715489,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SMCR5,(-) Negative
82913,EIF5,MN,ENSG00000227354,-0.550664653791,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RBM26-AS1,(-) Negative
82975,EIF5,MN,ENSG00000228423,-0.591352221838,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP4-633I8.4,(-) Negative
83033,EIF5,MN,ENSG00000229431,-0.533759265562,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP1-92O14.6,(-) Negative
83083,EIF5,MN,ENSG00000230366,-0.595037051813,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,DSCR9,(-) Negative
83261,EIF5,MN,ENSG00000233308,-0.722932481431,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,OSTN-AS1,(-) Negative
83269,EIF5,MN,ENSG00000233522,-0.578950797446,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FAM224A,(-) Negative
83339,EIF5,MN,ENSG00000234745,-0.5064551821,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HLA-B,(-) Negative
83344,EIF5,MN,ENSG00000234818,-0.506657217107,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AC092687.5,(-) Negative
83468,EIF5,MN,ENSG00000236782,-0.694257733092,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-96L14.7,(-) Negative
83827,EIF5,MN,ENSG00000246982,-0.698631414556,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP1-179N16.6,(-) Negative
83859,EIF5,MN,ENSG00000247903,-0.502419185284,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-421F16.3,(-) Negative
83924,EIF5,MN,ENSG00000249242,-0.568851637113,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TMEM150C,(-) Negative
83969,EIF5,MN,ENSG00000249853,-0.524391738153,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HS3ST5,(-) Negative
84382,EIF5,MN,ENSG00000256364,-0.504225119716,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-173P15.3,(-) Negative
84390,EIF5,MN,ENSG00000256628,-0.505026588363,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZBTB11-AS1,(-) Negative
84400,EIF5,MN,ENSG00000256861,-0.650953048901,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-512M8.5,(-) Negative
84419,EIF5,MN,ENSG00000257218,-0.51587627741,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,GATC,(-) Negative
84526,EIF5,MN,ENSG00000258515,-0.504908317096,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-203M5.7,(-) Negative
84695,EIF5,MN,ENSG00000259877,-0.529075640666,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-46C24.7,(-) Negative
84764,EIF5,MN,ENSG00000260362,-0.582723909402,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-297M9.1,(-) Negative
84825,EIF5,MN,ENSG00000260824,-0.532673307861,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CTD-2235H24.2,(-) Negative
84973,EIF5,MN,ENSG00000262074,-0.571931306779,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SNORD3B-2,(-) Negative
85184,EIF5,MN,ENSG00000266490,-0.736095431352,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CTD-2349P21.9,(-) Negative
85198,EIF5,MN,ENSG00000266872,-0.581551849183,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-19P22.8,(-) Negative
85214,EIF5,MN,ENSG00000266969,-0.552937231913,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-773H22.4,(-) Negative
85337,EIF5,MN,ENSG00000267615,-0.509697362366,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-552F3.13,(-) Negative
85357,EIF5,MN,ENSG00000267724,-0.520888519799,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-49K24.8,(-) Negative
85449,EIF5,MN,ENSG00000268568,-0.692680849037,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AC007228.9,(-) Negative
85575,EIF5,MN,ENSG00000269893,-0.501183473206,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SNHG8,(-) Negative
85632,EIF5,MN,ENSG00000270362,-0.500155122877,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HMGN3-AS1,(-) Negative
85710,EIF5,MN,ENSG00000272106,-0.579677244948,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RP11-345P4.9,(-) Negative
85738,EIF5,MN,ENSG00000272373,-0.505138504219,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZNF33B,(-) Negative
