,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0007049,"ENSG00000107949,ENSG00000196235,ENSG00000213465,ENSG00000122545,ENSG00000100014,ENSG00000081154,ENSG00000069956,ENSG00000152359,ENSG00000132780,ENSG00000135164,ENSG00000156256,ENSG00000123975,ENSG00000166946,ENSG00000196504,ENSG00000116741,ENSG00000082258,ENSG00000159593,ENSG00000168385","BCCIP,SUPT5H,ARL2,SEPT7,SPECC1L,PCNP,MAPK6,POC5,NASP,DMTF1,USP16,CKS2,CCNDBP1,PRPF40A,RGS2,CCNT2,NAE1,SEPT2",biological_process,cell cycle,25,18,270,7.61266876502,2.25137659931,bimodal,MN
GO:0006511,"ENSG00000114374,ENSG00000143106,ENSG00000204463,ENSG00000078140,ENSG00000102226,ENSG00000140455,ENSG00000110801,ENSG00000170242,ENSG00000187555,ENSG00000077254,ENSG00000154582,ENSG00000116750,ENSG00000101557,ENSG00000138592,ENSG00000066427,ENSG00000156256","USP9Y,PSMA5,BAG6,UBE2K,USP11,USP3,PSMD9,USP47,USP7,USP33,TCEB1,UCHL5,USP14,USP8,ATXN3,USP16",biological_process,ubiquitin-dependent protein catabolic process,22,16,196,7.23814206777,1.87684990207,bimodal,MN
GO:0055114,"ENSG00000147383,ENSG00000178035,ENSG00000008311,ENSG00000065911,ENSG00000004487,ENSG00000126432,ENSG00000205758,ENSG00000014919,ENSG00000067829,ENSG00000131828,ENSG00000198431,ENSG00000117054,ENSG00000084754,ENSG00000115286,ENSG00000129596,ENSG00000117139,ENSG00000158864,ENSG00000087263,ENSG00000113161,ENSG00000052802","NSDHL,IMPDH2,AASS,MTHFD2,KDM1A,PRDX5,CRYZL1,COX15,IDH3G,PDHA1,TXNRD1,ACADM,HADHA,NDUFS7,CDO1,KDM5B,NDUFS2,OGFOD1,HMGCR,MSMO1",biological_process,oxidation-reduction process,29,20,525,7.20322384947,1.84193168376,bimodal,MN
GO:0042384,"ENSG00000144451,ENSG00000135541,ENSG00000078674,ENSG00000160050,ENSG00000173226,ENSG00000214413,ENSG00000168385","SPAG16,AHI1,PCM1,CCDC28B,IQCB1,BBIP1,SEPT2",biological_process,cilium assembly,8,7,71,7.0190654211,1.65777325539,bimodal,MN
GO:0042590,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000092010,ENSG00000159352","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,PSME1,PSMD4",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class I,8,7,142,7.0190654211,1.65777325539,bimodal,MN
GO:0050434,"ENSG00000196235,ENSG00000103363,ENSG00000047315,ENSG00000134480,ENSG00000187735,ENSG00000168002,ENSG00000154582","SUPT5H,TCEB2,POLR2B,CCNH,TCEA1,POLR2G,TCEB1",biological_process,positive regulation of viral transcription,8,7,56,7.0190654211,1.65777325539,bimodal,MN
GO:0006364,"ENSG00000055044,ENSG00000147679,ENSG00000123737,ENSG00000213782,ENSG00000108651,ENSG00000171311,ENSG00000068438","NOP58,UTP23,EXOSC9,DDX47,UTP6,EXOSC1,FTSJ1",biological_process,rRNA processing,8,7,103,7.0190654211,1.65777325539,bimodal,MN
GO:0002479,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000092010,ENSG00000159352","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,PSME1,PSMD4",biological_process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",8,7,138,7.0190654211,1.65777325539,bimodal,MN
GO:0006695,"ENSG00000147383,ENSG00000160752,ENSG00000067064,ENSG00000152904,ENSG00000113161,ENSG00000112972,ENSG00000052802","NSDHL,FDPS,IDI1,GGPS1,HMGCR,HMGCS1,MSMO1",biological_process,cholesterol biosynthetic process,8,7,37,7.0190654211,1.65777325539,bimodal,MN
GO:0006457,"ENSG00000168259,ENSG00000205981,ENSG00000196262,ENSG00000240344,ENSG00000123349,ENSG00000138398,ENSG00000069345,ENSG00000153015,ENSG00000114857,ENSG00000116957,ENSG00000126756","DNAJC7,DNAJC19,PPIA,PPIL3,PFDN5,PPIG,DNAJA2,CWC27,NKTR,TBCE,UXT",biological_process,protein folding,14,11,210,6.99168619864,1.63039403293,bimodal,MN
GO:0008284,"ENSG00000185630,ENSG00000102265,ENSG00000166333,ENSG00000124356,ENSG00000151422,ENSG00000198625,ENSG00000129518,ENSG00000114209,ENSG00000187109,ENSG00000069345,ENSG00000113161,ENSG00000170889,ENSG00000196591,ENSG00000124783","PBX1,TIMP1,ILK,STAMBP,FER,MDM4,EAPP,PDCD10,NAP1L1,DNAJA2,HMGCR,RPS9,HDAC2,SSR1",biological_process,positive regulation of cell proliferation,19,14,455,6.87886132686,1.51756916115,bimodal,MN
GO:0006200,"ENSG00000165629,ENSG00000076242,ENSG00000138138,ENSG00000153147,ENSG00000100813,ENSG00000241468,ENSG00000047249,ENSG00000095002,ENSG00000064933","ATP5C1,MLH1,ATAD1,SMARCA5,ACIN1,ATP5J2,ATP6V1H,MSH2,PMS1",biological_process,ATP catabolic process,11,9,88,6.85417920212,1.49288703641,bimodal,MN
GO:0031145,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000176386,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,CDC26,PSME1,PSMD4,ANAPC11",biological_process,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,11,9,95,6.85417920212,1.49288703641,bimodal,MN
GO:0051436,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000176386,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,CDC26,PSME1,PSMD4,ANAPC11",biological_process,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,9,80,6.85417920212,1.49288703641,bimodal,MN
GO:0051439,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000176386,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,CDC26,PSME1,PSMD4,ANAPC11",biological_process,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,9,90,6.85417920212,1.49288703641,bimodal,MN
GO:0007268,"ENSG00000007168,ENSG00000143727,ENSG00000101557,ENSG00000067715,ENSG00000134294,ENSG00000186469,ENSG00000164885,ENSG00000066427,ENSG00000127914","PAFAH1B1,ACP1,USP14,SYT1,SLC38A2,GNG2,CDK5,ATXN3,AKAP9",biological_process,synaptic transmission,11,9,409,6.85417920212,1.49288703641,bimodal,MN
GO:0007010,"ENSG00000154096,ENSG00000196504,ENSG00000158427,ENSG00000157827,ENSG00000163069,ENSG00000171634,ENSG00000151914,ENSG00000131236,ENSG00000099204","THY1,PRPF40A,TMSB15B,FMNL2,SGCB,BPTF,DST,CAP1,ABLIM1",biological_process,cytoskeleton organization,11,9,131,6.85417920212,1.49288703641,bimodal,MN
GO:0002474,"ENSG00000143106,ENSG00000152700,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000092010,ENSG00000159352,ENSG00000138674","PSMA5,SAR1B,PSMD13,PSMD1,PSMD9,PSMB3,PSME1,PSMD4,SEC31A",biological_process,antigen processing and presentation of peptide antigen via MHC class I,11,9,164,6.85417920212,1.49288703641,bimodal,MN
GO:0051437,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000176386,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,CDC26,PSME1,PSMD4,ANAPC11",biological_process,positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,9,86,6.85417920212,1.49288703641,bimodal,MN
GO:0008150,"ENSG00000124593,ENSG00000022277,ENSG00000109046,ENSG00000048544,ENSG00000138698,ENSG00000244754,ENSG00000156253,ENSG00000102390,ENSG00000115685,ENSG00000186566,ENSG00000266967,ENSG00000054267,ENSG00000213593,ENSG00000136522,ENSG00000166797,ENSG00000086666,ENSG00000171204,ENSG00000120860,ENSG00000052126,ENSG00000128595,ENSG00000108825,ENSG00000162384,ENSG00000163170","PRICKLE4,RTFDC1,WSB1,MRPS10,RAP1GDS1,N4BP2L2,RWDD2B,PBDC1,PPP1R7,GPATCH8,AARSD1,ARID4B,TMX2,MRPL47,FAM96A,ZFAND6,TMEM126B,CCDC53,PLEKHA5,CALU,PTGES3L-AARSD1,C1orf123,BOLA3",biological_process,biological_process,35,23,749,6.8064810469,1.44518888119,bimodal,MN
GO:0016192,"ENSG00000138069,ENSG00000184432,ENSG00000122705,ENSG00000092108,ENSG00000114446,ENSG00000170310,ENSG00000087502,ENSG00000180398,ENSG00000105438,ENSG00000256861,ENSG00000152700,ENSG00000100568,ENSG00000185009,ENSG00000085719,ENSG00000214078,ENSG00000177879,ENSG00000136631,ENSG00000135541","RAB1A,COPB2,CLTA,SCFD1,IFT57,STX8,ERGIC2,MCFD2,KDELR1,RP11-512M8.5,SAR1B,VTI1B,AP3M1,CPNE3,CPNE1,AP3S1,VPS45,AHI1",biological_process,vesicle-mediated transport,26,18,222,6.79178828319,1.43049611748,bimodal,MN
GO:0051297,"ENSG00000213465,ENSG00000078674,ENSG00000175216,ENSG00000152240,ENSG00000058272,ENSG00000126756","ARL2,PCM1,CKAP5,HAUS1,PPP1R12A,UXT",biological_process,centrosome organization,7,6,24,6.13976271325,0.778470547541,bimodal,MN
GO:0006334,"ENSG00000113648,ENSG00000127483,ENSG00000153147,ENSG00000204256,ENSG00000187109,ENSG00000083168","H2AFY,HP1BP3,SMARCA5,BRD2,NAP1L1,KAT6A",biological_process,nucleosome assembly,7,6,162,6.13976271325,0.778470547541,bimodal,MN
GO:0006629,"ENSG00000214078,ENSG00000133027,ENSG00000072506,ENSG00000085719,ENSG00000180957,ENSG00000112972","CPNE1,PEMT,HSD17B10,CPNE3,PITPNB,HMGCS1",biological_process,lipid metabolic process,7,6,228,6.13976271325,0.778470547541,bimodal,MN
GO:0006289,"ENSG00000151092,ENSG00000047315,ENSG00000134480,ENSG00000187735,ENSG00000168002,ENSG00000066427","NGLY1,POLR2B,CCNH,TCEA1,POLR2G,ATXN3",biological_process,nucleotide-excision repair,7,6,84,6.13976271325,0.778470547541,bimodal,MN
GO:0006283,"ENSG00000047315,ENSG00000134480,ENSG00000187735,ENSG00000168002,ENSG00000205581,ENSG00000187555","POLR2B,CCNH,TCEA1,POLR2G,HMGN1,USP7",biological_process,transcription-coupled nucleotide-excision repair,7,6,56,6.13976271325,0.778470547541,bimodal,MN
GO:0000122,"ENSG00000196235,ENSG00000120798,ENSG00000139372,ENSG00000196233,ENSG00000197323,ENSG00000113649,ENSG00000141027,ENSG00000163159,ENSG00000198625,ENSG00000165671,ENSG00000168214,ENSG00000147649,ENSG00000171634,ENSG00000101040,ENSG00000126756,ENSG00000196591,ENSG00000101928,ENSG00000004487","SUPT5H,NR2C1,TDG,LCOR,TRIM33,TCERG1,NCOR1,VPS72,MDM4,NSD1,RBPJ,MTDH,BPTF,ZMYND8,UXT,HDAC2,MOSPD1,KDM1A",biological_process,negative regulation of transcription from RNA polymerase II promoter,27,18,571,6.06548207563,0.704189909918,bimodal,MN
GO:0035556,"ENSG00000180008,ENSG00000160049,ENSG00000169189,ENSG00000151422,ENSG00000140995,ENSG00000143776,ENSG00000109046,ENSG00000082701","SOCS4,DFFA,NSMCE1,FER,DEF8,CDC42BPA,WSB1,GSK3B",biological_process,intracellular signal transduction,10,8,320,6.06338736932,0.702095203613,bimodal,MN
GO:0044255,"ENSG00000023330,ENSG00000075239,ENSG00000141027,ENSG00000198431,ENSG00000084754,ENSG00000117054,ENSG00000113161,ENSG00000112972,ENSG00000116171","ALAS1,ACAT1,NCOR1,TXNRD1,HADHA,ACADM,HMGCR,HMGCS1,SCP2",biological_process,cellular lipid metabolic process,12,9,156,5.53233417826,0.171042012547,bimodal,MN
GO:0016567,"ENSG00000103363,ENSG00000166295,ENSG00000197323,ENSG00000169189,ENSG00000081154,ENSG00000114125,ENSG00000109046,ENSG00000138376,ENSG00000141552,ENSG00000136536,ENSG00000163743,ENSG00000159479,ENSG00000180008","TCEB2,ANAPC16,TRIM33,NSMCE1,PCNP,RNF7,WSB1,BARD1,ANAPC11,MARCH7,RCHY1,MED8,SOCS4",biological_process,protein ubiquitination,19,13,308,5.36669730804,0.0054051423332,bimodal,MN
GO:0051260,"ENSG00000168958,ENSG00000008294,ENSG00000075239,ENSG00000147601,ENSG00000067715,ENSG00000166037,ENSG00000163104","MFF,SPAG9,ACAT1,TERF1,SYT1,CEP57,SMARCAD1",biological_process,protein homooligomerization,9,7,161,5.28189414216,-0.0793980235453,bimodal,MN
GO:0022904,"ENSG00000178741,ENSG00000165629,ENSG00000160194,ENSG00000115286,ENSG00000241468,ENSG00000158864,ENSG00000140374","COX5A,ATP5C1,NDUFV3,NDUFS7,ATP5J2,NDUFS2,ETFA",biological_process,respiratory electron transport chain,9,7,113,5.28189414216,-0.0793980235453,bimodal,MN
GO:0043161,"ENSG00000258677,ENSG00000078304,ENSG00000104343,ENSG00000081154,ENSG00000197111,ENSG00000204977,ENSG00000066427","RP11-463D19.2,PPP2R5C,UBE2W,PCNP,PCBP2,TRIM13,ATXN3",biological_process,proteasomal ubiquitin-dependent protein catabolic process,9,7,63,5.28189414216,-0.0793980235453,bimodal,MN
GO:0006369,"ENSG00000125835,ENSG00000125351,ENSG00000182004,ENSG00000115875,ENSG00000205937,ENSG00000090060,ENSG00000116754","SNRPB,UPF3B,SNRPE,SRSF7,RNPS1,PAPOLA,SRSF11",biological_process,termination of RNA polymerase II transcription,9,7,48,5.28189414216,-0.0793980235453,bimodal,MN
GO:0007368,"ENSG00000166171,ENSG00000120697,ENSG00000101052,ENSG00000032742,ENSG00000143156","DPCD,ALG5,IFT52,IFT88,NME7",biological_process,determination of left/right symmetry,6,5,50,5.26100990069,-0.100282265017,bimodal,MN
GO:0043123,"ENSG00000204977,ENSG00000155366,ENSG00000147649,ENSG00000186908,ENSG00000117262","TRIM13,RHOC,MTDH,ZDHHC17,GPR89A",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,6,5,161,5.26100990069,-0.100282265017,bimodal,MN
GO:0001889,"ENSG00000075239,ENSG00000112972,ENSG00000117054,ENSG00000004455,ENSG00000151552","ACAT1,HMGCS1,ACADM,AK2,QDPR",biological_process,liver development,6,5,75,5.26100990069,-0.100282265017,bimodal,MN
GO:0060271,"ENSG00000100578,ENSG00000122545,ENSG00000116747,ENSG00000032742,ENSG00000135541","KIAA0586,SEPT7,TROVE2,IFT88,AHI1",biological_process,cilium morphogenesis,6,5,46,5.26100990069,-0.100282265017,bimodal,MN
GO:0009790,"ENSG00000164885,ENSG00000113161,ENSG00000204463,ENSG00000077809,ENSG00000153147","CDK5,HMGCR,BAG6,GTF2I,SMARCA5",biological_process,embryo development,6,5,152,5.26100990069,-0.100282265017,bimodal,MN
GO:0051262,"ENSG00000239900,ENSG00000008311,ENSG00000087053,ENSG00000198431,ENSG00000113161","ADSL,AASS,MTMR2,TXNRD1,HMGCR",biological_process,protein tetramerization,6,5,30,5.26100990069,-0.100282265017,bimodal,MN
GO:0000087,"ENSG00000007168,ENSG00000182628,ENSG00000163539,ENSG00000175216,ENSG00000117697","PAFAH1B1,SKA2,CLASP2,CKAP5,NSL1",biological_process,M phase of mitotic cell cycle,6,5,98,5.26100990069,-0.100282265017,bimodal,MN
GO:0006446,"ENSG00000178982,ENSG00000089195,ENSG00000156976,ENSG00000100664,ENSG00000122033","EIF3K,TRMT6,EIF4A2,EIF5,MTIF3",biological_process,regulation of translational initiation,6,5,28,5.26100990069,-0.100282265017,bimodal,MN
GO:0000236,"ENSG00000007168,ENSG00000182628,ENSG00000163539,ENSG00000175216,ENSG00000117697","PAFAH1B1,SKA2,CLASP2,CKAP5,NSL1",biological_process,mitotic prometaphase,6,5,88,5.26100990069,-0.100282265017,bimodal,MN
GO:0007596,"ENSG00000164924,ENSG00000090621,ENSG00000004487,ENSG00000102265,ENSG00000128595,ENSG00000196262,ENSG00000108384,ENSG00000171988,ENSG00000186469,ENSG00000085063,ENSG00000164885,ENSG00000131236,ENSG00000196591,ENSG00000136631","YWHAZ,PABPC4,KDM1A,TIMP1,CALU,PPIA,RAD51C,JMJD1C,GNG2,CD59,CDK5,CAP1,HDAC2,VPS45",biological_process,blood coagulation,21,14,504,5.20612308015,-0.155169085555,bimodal,MN
GO:0000075,"ENSG00000143106,ENSG00000185627,ENSG00000176386,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000135336,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,CDC26,PSMD1,PSMD9,PSMB3,ORC3,PSME1,PSMD4,ANAPC11",biological_process,cell cycle checkpoint,14,10,147,5.18809587764,-0.173196288065,bimodal,MN
GO:0019048,"ENSG00000175575,ENSG00000151657,ENSG00000065427,ENSG00000160752,ENSG00000205339,ENSG00000196262,ENSG00000176171,ENSG00000115539,ENSG00000187555,ENSG00000108294,ENSG00000047249,ENSG00000165119,ENSG00000156976,ENSG00000135316,ENSG00000082258,ENSG00000154582","PAAF1,KIN,KARS,FDPS,IPO7,PPIA,BNIP3,PDCL3,USP7,PSMB3,ATP6V1H,HNRNPK,EIF4A2,SYNCRIP,CCNT2,TCEB1",biological_process,virus-host interaction,25,16,370,4.98251663445,-0.378775531255,bimodal,MN
GO:0007283,"ENSG00000114374,ENSG00000144451,ENSG00000204463,ENSG00000008294,ENSG00000108384,ENSG00000204256,ENSG00000116741,ENSG00000076242,ENSG00000101079,ENSG00000166171,ENSG00000088930","USP9Y,SPAG16,BAG6,SPAG9,RAD51C,BRD2,RGS2,MLH1,NDRG3,DPCD,XRN2",biological_process,spermatogenesis,16,11,367,4.94780437337,-0.413487792344,bimodal,MN
GO:0006406,"ENSG00000123136,ENSG00000163634,ENSG00000125351,ENSG00000115875,ENSG00000205937,ENSG00000116754,ENSG00000125676,ENSG00000157349","DDX39A,THOC7,UPF3B,SRSF7,RNPS1,SRSF11,THOC2,DDX19B",biological_process,mRNA export from nucleus,11,8,72,4.82231679335,-0.538975372362,bimodal,MN
GO:0000226,"ENSG00000116957,ENSG00000007168,ENSG00000151422,ENSG00000143776,ENSG00000153575,ENSG00000151914,ENSG00000066427,ENSG00000126756","TBCE,PAFAH1B1,FER,CDC42BPA,TUBGCP5,DST,ATXN3,UXT",biological_process,microtubule cytoskeleton organization,11,8,76,4.82231679335,-0.538975372362,bimodal,MN
GO:0000216,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000135336,ENSG00000092010,ENSG00000159352","PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,ORC3,PSME1,PSMD4",biological_process,M/G1 transition of mitotic cell cycle,11,8,93,4.82231679335,-0.538975372362,bimodal,MN
GO:0006338,"ENSG00000196235,ENSG00000124177,ENSG00000163939,ENSG00000153147,ENSG00000176171,ENSG00000073584,ENSG00000171634,ENSG00000196591,ENSG00000163104","SUPT5H,CHD6,PBRM1,SMARCA5,BNIP3,SMARCE1,BPTF,HDAC2,SMARCAD1",biological_process,chromatin remodeling,13,9,64,4.53284084312,-0.828451322593,bimodal,MN
GO:0000082,"ENSG00000143106,ENSG00000185627,ENSG00000134480,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000135336,ENSG00000092010,ENSG00000159352","PSMA5,PSMD13,CCNH,PSMD1,PSMD9,PSMB3,ORC3,PSME1,PSMD4",biological_process,G1/S transition of mitotic cell cycle,13,9,169,4.53284084312,-0.828451322593,bimodal,MN
GO:0001701,"ENSG00000004487,ENSG00000032742,ENSG00000133026,ENSG00000141030,ENSG00000180957,ENSG00000095002","KDM1A,IFT88,MYH10,COPS3,PITPNB,MSH2",biological_process,in utero embryonic development,8,6,245,4.51160229818,-0.849689867531,bimodal,MN
GO:0000288,"ENSG00000204392,ENSG00000123737,ENSG00000156976,ENSG00000171311,ENSG00000110367,ENSG00000111596","LSM2,EXOSC9,EIF4A2,EXOSC1,DDX6,CNOT2",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",8,6,65,4.51160229818,-0.849689867531,bimodal,MN
GO:0030168,"ENSG00000164924,ENSG00000102265,ENSG00000128595,ENSG00000196262,ENSG00000186469,ENSG00000131236","YWHAZ,TIMP1,CALU,PPIA,GNG2,CAP1",biological_process,platelet activation,8,6,218,4.51160229818,-0.849689867531,bimodal,MN
GO:0000184,"ENSG00000145425,ENSG00000125351,ENSG00000205937,ENSG00000122026,ENSG00000169062,ENSG00000170889","RPS3A,UPF3B,RNPS1,RPL21,UPF3A,RPS9",biological_process,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",8,6,137,4.51160229818,-0.849689867531,bimodal,MN
GO:0007179,"ENSG00000114374,ENSG00000197323,ENSG00000113658,ENSG00000141027,ENSG00000116750,ENSG00000082258","USP9Y,TRIM33,SMAD5,NCOR1,UCHL5,CCNT2",biological_process,transforming growth factor beta receptor signaling pathway,8,6,124,4.51160229818,-0.849689867531,bimodal,MN
GO:0042127,"ENSG00000163938,ENSG00000100320,ENSG00000185630,ENSG00000204463","GNL3,RBFOX2,PBX1,BAG6",biological_process,regulation of cell proliferation,5,4,155,4.38280625247,-0.978485913236,bimodal,MN
GO:0001558,"ENSG00000166333,ENSG00000123562,ENSG00000008128,ENSG00000109084","ILK,MORF4L2,CDK11A,TMEM97",biological_process,regulation of cell growth,5,4,79,4.38280625247,-0.978485913236,bimodal,MN
GO:0043928,"ENSG00000171311,ENSG00000110367,ENSG00000123737,ENSG00000204392","EXOSC1,DDX6,EXOSC9,LSM2",biological_process,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,5,4,32,4.38280625247,-0.978485913236,bimodal,MN
GO:0030218,"ENSG00000113658,ENSG00000100813,ENSG00000005483,ENSG00000187735","SMAD5,ACIN1,KMT2E,TCEA1",biological_process,erythrocyte differentiation,5,4,48,4.38280625247,-0.978485913236,bimodal,MN
GO:0006006,"ENSG00000108528,ENSG00000102893,ENSG00000067225,ENSG00000117448","SLC25A11,PHKB,PKM,AKR1A1",biological_process,glucose metabolic process,5,4,129,4.38280625247,-0.978485913236,bimodal,MN
GO:0006888,"ENSG00000152700,ENSG00000138674,ENSG00000196655,ENSG00000108587","SAR1B,SEC31A,TRAPPC4,GOSR1",biological_process,ER to Golgi vesicle-mediated transport,5,4,48,4.38280625247,-0.978485913236,bimodal,MN
GO:0001764,"ENSG00000007168,ENSG00000077097,ENSG00000164885,ENSG00000133026","PAFAH1B1,TOP2B,CDK5,MYH10",biological_process,neuron migration,5,4,102,4.38280625247,-0.978485913236,bimodal,MN
GO:0009952,"ENSG00000134982,ENSG00000171634,ENSG00000032742,ENSG00000185630","APC,BPTF,IFT88,PBX1",biological_process,anterior/posterior pattern specification,5,4,124,4.38280625247,-0.978485913236,bimodal,MN
GO:0009791,"ENSG00000204120,ENSG00000117054,ENSG00000116957,ENSG00000159256","GIGYF2,ACADM,TBCE,MORC3",biological_process,post-embryonic development,5,4,87,4.38280625247,-0.978485913236,bimodal,MN
GO:0008584,"ENSG00000112972,ENSG00000009307,ENSG00000138293,ENSG00000095002","HMGCS1,CSDE1,NCOA4,MSH2",biological_process,male gonad development,5,4,83,4.38280625247,-0.978485913236,bimodal,MN
GO:0030182,"ENSG00000164885,ENSG00000053438,ENSG00000196591,ENSG00000104177","CDK5,NNAT,HDAC2,MYEF2",biological_process,neuron differentiation,5,4,115,4.38280625247,-0.978485913236,bimodal,MN
GO:0051091,"ENSG00000067369,ENSG00000120656,ENSG00000004487,ENSG00000196591","TP53BP1,TAF12,KDM1A,HDAC2",biological_process,positive regulation of sequence-specific DNA binding transcription factor activity,5,4,83,4.38280625247,-0.978485913236,bimodal,MN
GO:0051289,"ENSG00000145439,ENSG00000156256,ENSG00000087470,ENSG00000178035","CBR4,USP16,DNM1L,IMPDH2",biological_process,protein homotetramerization,5,4,49,4.38280625247,-0.978485913236,bimodal,MN
GO:0006987,"ENSG00000204843,ENSG00000138674,ENSG00000128272,ENSG00000124783","DCTN1,SEC31A,ATF4,SSR1",biological_process,activation of signaling protein activity involved in unfolded protein response,5,4,68,4.38280625247,-0.978485913236,bimodal,MN
GO:0007186,"ENSG00000186469,ENSG00000213465,ENSG00000152700,ENSG00000162604","GNG2,ARL2,SAR1B,TM2D1",biological_process,G-protein coupled receptor signaling pathway,5,4,1079,4.38280625247,-0.978485913236,bimodal,MN
GO:0007094,"ENSG00000176386,ENSG00000134982,ENSG00000141552,ENSG00000147601","CDC26,APC,ANAPC11,TERF1",biological_process,mitotic cell cycle spindle assembly checkpoint,5,4,30,4.38280625247,-0.978485913236,bimodal,MN
GO:0007568,"ENSG00000198408,ENSG00000102265,ENSG00000118705,ENSG00000113161","MGEA5,TIMP1,RPN2,HMGCR",biological_process,aging,5,4,101,4.38280625247,-0.978485913236,bimodal,MN
GO:0007275,"ENSG00000118482,ENSG00000006652,ENSG00000056097,ENSG00000187555","PHF3,IFRD1,ZFR,USP7",biological_process,multicellular organismal development,5,4,564,4.38280625247,-0.978485913236,bimodal,MN
GO:0000086,"ENSG00000134480,ENSG00000147601,ENSG00000007168,ENSG00000078674,ENSG00000175216,ENSG00000137100,ENSG00000204843,ENSG00000153575,ENSG00000166037,ENSG00000127914","CCNH,TERF1,PAFAH1B1,PCM1,CKAP5,DCTN3,DCTN1,TUBGCP5,CEP57,AKAP9",biological_process,G2/M transition of mitotic cell cycle,15,10,126,4.33598238536,-1.02530978035,bimodal,MN
GO:0006950,"ENSG00000180228,ENSG00000108848,ENSG00000071054,ENSG00000082701,ENSG00000012983","PRKRA,LUC7L3,MAP4K4,GSK3B,MAP4K5",biological_process,response to stress,7,5,165,3.7551126672,-1.60617949851,bimodal,MN
GO:0031124,"ENSG00000205937,ENSG00000090060,ENSG00000116754,ENSG00000115875,ENSG00000125351","RNPS1,PAPOLA,SRSF11,SRSF7,UPF3B",biological_process,mRNA 3'-end processing,7,5,35,3.7551126672,-1.60617949851,bimodal,MN
GO:0008219,"ENSG00000204843,ENSG00000204120,ENSG00000066427,ENSG00000176171,ENSG00000070501","DCTN1,GIGYF2,ATXN3,BNIP3,POLB",biological_process,cell death,7,5,160,3.7551126672,-1.60617949851,bimodal,MN
GO:0018279,"ENSG00000120697,ENSG00000152700,ENSG00000138674,ENSG00000118705,ENSG00000180398","ALG5,SAR1B,SEC31A,RPN2,MCFD2",biological_process,protein N-linked glycosylation via asparagine,7,5,94,3.7551126672,-1.60617949851,bimodal,MN
GO:0001525,"ENSG00000154096,ENSG00000168214,ENSG00000114209,ENSG00000140105,ENSG00000178878","THY1,RBPJ,PDCD10,WARS,APOLD1",biological_process,angiogenesis,7,5,210,3.7551126672,-1.60617949851,bimodal,MN
GO:0006302,"ENSG00000253729,ENSG00000067369,ENSG00000158019,ENSG00000095002,ENSG00000153147","PRKDC,TP53BP1,BRE,MSH2,SMARCA5",biological_process,double-strand break repair,7,5,68,3.7551126672,-1.60617949851,bimodal,MN
