,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0000226,"ENSG00000116957,ENSG00000151422,ENSG00000143776,ENSG00000140463,ENSG00000168172,ENSG00000151914,ENSG00000153575,ENSG00000066427","TBCE,FER,CDC42BPA,BBS4,HOOK3,DST,TUBGCP5,ATXN3",biological_process,microtubule cytoskeleton organization,11,8,76,6.36951329772,1.07620847299,bimodal,NPC
GO:0006470,"ENSG00000127947,ENSG00000115241,ENSG00000144048,ENSG00000087053,ENSG00000132670,ENSG00000172531,ENSG00000163644,ENSG00000058272","PTPN12,PPM1G,DUSP11,MTMR2,PTPRA,PPP1CA,PPM1K,PPP1R12A",biological_process,protein dephosphorylation,11,8,149,6.36951329772,1.07620847299,bimodal,NPC
GO:0045893,"ENSG00000138668,ENSG00000138293,ENSG00000162664,ENSG00000165671,ENSG00000166333,ENSG00000083168,ENSG00000146247,ENSG00000160310,ENSG00000005483,ENSG00000156256,ENSG00000113658,ENSG00000197451,ENSG00000171634,ENSG00000062194,ENSG00000067369,ENSG00000102038,ENSG00000128245","HNRNPD,NCOA4,ZNF326,NSD1,ILK,KAT6A,PHIP,PRMT2,KMT2E,USP16,SMAD5,HNRNPAB,BPTF,GPBP1,TP53BP1,SMARCA1,YWHAH",biological_process,"positive regulation of transcription, DNA-dependent",29,17,573,6.22071129157,0.927406466847,bimodal,NPC
GO:0045892,"ENSG00000197223,ENSG00000160310,ENSG00000181090,ENSG00000197323,ENSG00000117139,ENSG00000111653,ENSG00000141027,ENSG00000144744,ENSG00000170242,ENSG00000029363,ENSG00000166913,ENSG00000168214,ENSG00000130816,ENSG00000171720,ENSG00000164885,ENSG00000083168","C1D,PRMT2,EHMT1,TRIM33,KDM5B,ING4,NCOR1,UBA3,USP47,BCLAF1,YWHAB,RBPJ,DNMT1,HDAC3,CDK5,KAT6A",biological_process,"negative regulation of transcription, DNA-dependent",27,16,496,6.15464595526,0.861341130531,bimodal,NPC
GO:0008285,"ENSG00000163939,ENSG00000003756,ENSG00000111653,ENSG00000099956,ENSG00000198625,ENSG00000213977,ENSG00000136754,ENSG00000106305,ENSG00000100532,ENSG00000140105","PBRM1,RBM5,ING4,SMARCB1,MDM4,TAX1BP3,ABI1,AIMP2,CGRRF1,WARS",biological_process,negative regulation of cell proliferation,15,10,409,6.06711661818,0.773811793456,bimodal,NPC
GO:0006974,"ENSG00000151657,ENSG00000158019,ENSG00000104517,ENSG00000156256,ENSG00000170242,ENSG00000164305,ENSG00000138376,ENSG00000070501,ENSG00000067369,ENSG00000148153","KIN,BRE,UBR5,USP16,USP47,CASP3,BARD1,POLB,TP53BP1,INIP",biological_process,response to DNA damage stimulus,15,10,184,6.06711661818,0.773811793456,bimodal,NPC
GO:0008283,"ENSG00000013441,ENSG00000166333,ENSG00000213523,ENSG00000104517,ENSG00000217555,ENSG00000198431,ENSG00000198625,ENSG00000175203,ENSG00000100568,ENSG00000186469,ENSG00000138592,ENSG00000157500,ENSG00000164885,ENSG00000151422","CLK1,ILK,SRA1,UBR5,CKLF,TXNRD1,MDM4,DCTN2,VTI1B,GNG2,USP8,APPL1,CDK5,FER",biological_process,cell proliferation,23,14,373,6.05072619121,0.757421366485,bimodal,NPC
GO:0016567,"ENSG00000144848,ENSG00000103363,ENSG00000113851,ENSG00000166295,ENSG00000197323,ENSG00000169189,ENSG00000081154,ENSG00000138376,ENSG00000141552,ENSG00000198862,ENSG00000121067,ENSG00000180008","ATG3,TCEB2,CRBN,ANAPC16,TRIM33,NSMCE1,PCNP,BARD1,ANAPC11,LTN1,SPOP,SOCS4",biological_process,protein ubiquitination,19,12,308,6.00502775311,0.71172292839,bimodal,NPC
GO:0000398,"ENSG00000123136,ENSG00000084072,ENSG00000160201,ENSG00000164548,ENSG00000182004,ENSG00000142252,ENSG00000197111,ENSG00000060339,ENSG00000205937,ENSG00000125944,ENSG00000167978,ENSG00000165119,ENSG00000138668,ENSG00000135316,ENSG00000164609,ENSG00000169045,ENSG00000240344,ENSG00000133226,ENSG00000092199,ENSG00000003756","DDX39A,PPIE,U2AF1,TRA2A,SNRPE,GEMIN7,PCBP2,CCAR1,RNPS1,HNRNPR,SRRM2,HNRNPK,HNRNPD,SYNCRIP,SLU7,HNRNPH1,PPIL3,SRRM1,HNRNPC,RBM5",biological_process,"mRNA splicing, via spliceosome",36,20,196,5.96357018419,0.670265359465,bimodal,NPC
GO:0007179,"ENSG00000114374,ENSG00000197323,ENSG00000113658,ENSG00000141027,ENSG00000116750,ENSG00000172531","USP9Y,TRIM33,SMAD5,NCOR1,UCHL5,PPP1CA",biological_process,transforming growth factor beta receptor signaling pathway,8,6,124,5.77226036304,0.478955538319,bimodal,NPC
GO:0007507,"ENSG00000163939,ENSG00000253729,ENSG00000164305,ENSG00000117054,ENSG00000163904,ENSG00000154639","PBRM1,PRKDC,CASP3,ACADM,SENP2,CXADR",biological_process,heart development,8,6,190,5.77226036304,0.478955538319,bimodal,NPC
GO:0000184,"ENSG00000145425,ENSG00000205937,ENSG00000122026,ENSG00000112306,ENSG00000169062,ENSG00000089157","RPS3A,RNPS1,RPL21,RPS12,UPF3A,RPLP0",biological_process,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",8,6,137,5.77226036304,0.478955538319,bimodal,NPC
GO:0006810,"ENSG00000204843,ENSG00000095139,ENSG00000177879,ENSG00000204463,ENSG00000170310,ENSG00000109919,ENSG00000042753,ENSG00000053438,ENSG00000138757,ENSG00000114120,ENSG00000040341,ENSG00000151914,ENSG00000144136,ENSG00000127914,ENSG00000121073,ENSG00000077380","DCTN1,ARCN1,AP3S1,BAG6,STX8,MTCH2,AP2S1,NNAT,G3BP2,SLC25A36,STAU2,DST,SLC20A1,AKAP9,SLC35B1,DYNC1I2",biological_process,transport,28,16,561,5.59957037758,0.306265552859,bimodal,NPC
GO:0016071,"ENSG00000131467,ENSG00000108294,ENSG00000185627,ENSG00000145425,ENSG00000166913,ENSG00000151247,ENSG00000175324,ENSG00000197111,ENSG00000205937,ENSG00000122026,ENSG00000112306,ENSG00000169062,ENSG00000138668,ENSG00000171311,ENSG00000156976,ENSG00000089157","PSME3,PSMB3,PSMD13,RPS3A,YWHAB,EIF4E,LSM1,PCBP2,RNPS1,RPL21,RPS12,UPF3A,HNRNPD,EXOSC1,EIF4A2,RPLP0",biological_process,mRNA metabolic process,28,16,282,5.59957037758,0.306265552859,bimodal,NPC
GO:0006468,"ENSG00000151422,ENSG00000159256,ENSG00000166333,ENSG00000013441,ENSG00000114956,ENSG00000145216,ENSG00000132670,ENSG00000143776,ENSG00000113658,ENSG00000149269,ENSG00000113712,ENSG00000075413,ENSG00000164885,ENSG00000097046,ENSG00000071054","FER,MORC3,ILK,CLK1,DGUOK,FIP1L1,PTPRA,CDC42BPA,SMAD5,PAK1,CSNK1A1,MARK3,CDK5,CDC7,MAP4K4",biological_process,protein phosphorylation,26,15,648,5.51961602317,0.226311198449,bimodal,NPC
GO:0016070,"ENSG00000131467,ENSG00000108294,ENSG00000075151,ENSG00000185627,ENSG00000138303,ENSG00000182004,ENSG00000166913,ENSG00000175324,ENSG00000151247,ENSG00000142252,ENSG00000205937,ENSG00000122026,ENSG00000112306,ENSG00000169062,ENSG00000138668,ENSG00000145425,ENSG00000171311,ENSG00000156976,ENSG00000089157,ENSG00000100664","PSME3,PSMB3,EIF4G3,PSMD13,ASCC1,SNRPE,YWHAB,LSM1,EIF4E,GEMIN7,RNPS1,RPL21,RPS12,UPF3A,HNRNPD,RPS3A,EXOSC1,EIF4A2,RPLP0,EIF5",biological_process,RNA metabolic process,37,20,324,5.50799824284,0.214693418119,bimodal,NPC
GO:0006614,"ENSG00000145425,ENSG00000122026,ENSG00000112306,ENSG00000100883,ENSG00000124783,ENSG00000089157,ENSG00000153037","RPS3A,RPL21,RPS12,SRP54,SSR1,RPLP0,SRP19",biological_process,SRP-dependent cotranslational protein targeting to membrane,10,7,126,5.48485444261,0.191549617886,bimodal,NPC
GO:0006461,"ENSG00000103363,ENSG00000198625,ENSG00000149269,ENSG00000137806,ENSG00000102753,ENSG00000155463,ENSG00000108590","TCEB2,MDM4,PAK1,NDUFAF1,KPNA3,OXA1L,MED31",biological_process,protein complex assembly,10,7,134,5.48485444261,0.191549617886,bimodal,NPC
GO:0034453,"ENSG00000135968,ENSG00000166037,ENSG00000078674,ENSG00000163539","GCC2,CEP57,PCM1,CLASP2",biological_process,microtubule anchoring,5,4,11,5.35091388577,0.0576090610408,bimodal,NPC
GO:0007059,"ENSG00000182628,ENSG00000148335,ENSG00000166797,ENSG00000117697","SKA2,NTMT1,FAM96A,NSL1",biological_process,chromosome segregation,5,4,71,5.35091388577,0.0576090610408,bimodal,NPC
GO:0006892,"ENSG00000141367,ENSG00000116521,ENSG00000092108,ENSG00000134644","CLTC,SCAMP3,SCFD1,PUM1",biological_process,post-Golgi vesicle-mediated transport,5,4,40,5.35091388577,0.0576090610408,bimodal,NPC
GO:0019083,"ENSG00000122026,ENSG00000112306,ENSG00000089157,ENSG00000145425","RPL21,RPS12,RPLP0,RPS3A",biological_process,viral transcription,5,4,99,5.35091388577,0.0576090610408,bimodal,NPC
GO:0031532,"ENSG00000143776,ENSG00000154639,ENSG00000149269,ENSG00000151422","CDC42BPA,CXADR,PAK1,FER",biological_process,actin cytoskeleton reorganization,5,4,38,5.35091388577,0.0576090610408,bimodal,NPC
GO:0030324,"ENSG00000172531,ENSG00000151247,ENSG00000204463,ENSG00000032742","PPP1CA,EIF4E,BAG6,IFT88",biological_process,lung development,5,4,103,5.35091388577,0.0576090610408,bimodal,NPC
GO:0008299,"ENSG00000113161,ENSG00000160752,ENSG00000067064,ENSG00000152904","HMGCR,FDPS,IDI1,GGPS1",biological_process,isoprenoid biosynthetic process,5,4,15,5.35091388577,0.0576090610408,bimodal,NPC
GO:0030218,"ENSG00000113658,ENSG00000100813,ENSG00000160199,ENSG00000005483","SMAD5,ACIN1,PKNOX1,KMT2E",biological_process,erythrocyte differentiation,5,4,48,5.35091388577,0.0576090610408,bimodal,NPC
GO:0006415,"ENSG00000122026,ENSG00000112306,ENSG00000089157,ENSG00000145425","RPL21,RPS12,RPLP0,RPS3A",biological_process,translational termination,5,4,106,5.35091388577,0.0576090610408,bimodal,NPC
GO:0006987,"ENSG00000070669,ENSG00000204843,ENSG00000138674,ENSG00000124783","ASNS,DCTN1,SEC31A,SSR1",biological_process,activation of signaling protein activity involved in unfolded protein response,5,4,68,5.35091388577,0.0576090610408,bimodal,NPC
GO:0030182,"ENSG00000164885,ENSG00000053438,ENSG00000102038,ENSG00000104177","CDK5,NNAT,SMARCA1,MYEF2",biological_process,neuron differentiation,5,4,115,5.35091388577,0.0576090610408,bimodal,NPC
GO:0046777,"ENSG00000164885,ENSG00000149269,ENSG00000013441,ENSG00000151422","CDK5,PAK1,CLK1,FER",biological_process,protein autophosphorylation,5,4,165,5.35091388577,0.0576090610408,bimodal,NPC
GO:0006184,"ENSG00000074935,ENSG00000133703,ENSG00000155366,ENSG00000168118,ENSG00000185236,ENSG00000100883,ENSG00000087460,ENSG00000100664,ENSG00000126858","TUBE1,KRAS,RHOC,RAB4A,RAB11B,SRP54,GNAS,EIF5,RHOT1",biological_process,GTP catabolic process,14,9,269,5.2859324803,-0.0073723444258,bimodal,NPC
GO:0055114,"ENSG00000147383,ENSG00000103415,ENSG00000167792,ENSG00000126432,ENSG00000014919,ENSG00000067829,ENSG00000131828,ENSG00000198431,ENSG00000117054,ENSG00000117139,ENSG00000158864,ENSG00000087263,ENSG00000113161,ENSG00000065911,ENSG00000155463,ENSG00000052802","NSDHL,HMOX2,NDUFV1,PRDX5,COX15,IDH3G,PDHA1,TXNRD1,ACADM,KDM5B,NDUFS2,OGFOD1,HMGCR,MTHFD2,OXA1L,MSMO1",biological_process,oxidation-reduction process,29,16,525,5.09549889512,-0.197805929605,bimodal,NPC
GO:0007049,"ENSG00000152359,ENSG00000122545,ENSG00000100014,ENSG00000081154,ENSG00000094880,ENSG00000099956,ENSG00000156256,ENSG00000135164,ENSG00000185236,ENSG00000166946,ENSG00000115561,ENSG00000172531,ENSG00000060339,ENSG00000157500","POC5,SEPT7,SPECC1L,PCNP,CDC23,SMARCB1,USP16,DMTF1,RAB11B,CCNDBP1,CHMP3,PPP1CA,CCAR1,APPL1",biological_process,cell cycle,25,14,270,4.90542820442,-0.387876620309,bimodal,NPC
GO:0001525,"ENSG00000168214,ENSG00000114209,ENSG00000160199,ENSG00000140105,ENSG00000182718","RBPJ,PDCD10,PKNOX1,WARS,ANXA2",biological_process,angiogenesis,7,5,210,4.82426061537,-0.469044209351,bimodal,NPC
GO:0016579,"ENSG00000077254,ENSG00000138592,ENSG00000114374,ENSG00000116750,ENSG00000124356","USP33,USP8,USP9Y,UCHL5,STAMBP",biological_process,protein deubiquitination,7,5,34,4.82426061537,-0.469044209351,bimodal,NPC
GO:0006302,"ENSG00000253729,ENSG00000067369,ENSG00000158019,ENSG00000117748,ENSG00000105393","PRKDC,TP53BP1,BRE,RPA2,BABAM1",biological_process,double-strand break repair,7,5,68,4.82426061537,-0.469044209351,bimodal,NPC
GO:0006284,"ENSG00000070501,ENSG00000086758,ENSG00000129484,ENSG00000139372,ENSG00000170242","POLB,HUWE1,PARP2,TDG,USP47",biological_process,base-excision repair,7,5,35,4.82426061537,-0.469044209351,bimodal,NPC
GO:0007596,"ENSG00000090621,ENSG00000102265,ENSG00000196262,ENSG00000133703,ENSG00000171988,ENSG00000186469,ENSG00000108561,ENSG00000085063,ENSG00000087460,ENSG00000154639,ENSG00000131236,ENSG00000164885","PABPC4,TIMP1,PPIA,KRAS,JMJD1C,GNG2,C1QBP,CD59,GNAS,CXADR,CAP1,CDK5",biological_process,blood coagulation,21,12,504,4.73484582017,-0.558459004554,bimodal,NPC
GO:0043161,"ENSG00000258677,ENSG00000113851,ENSG00000104343,ENSG00000081154,ENSG00000197111,ENSG00000066427","RP11-463D19.2,CRBN,UBE2W,PCNP,PCBP2,ATXN3",biological_process,proteasomal ubiquitin-dependent protein catabolic process,9,6,63,4.62062311236,-0.672681712363,bimodal,NPC
GO:0006913,"ENSG00000133703,ENSG00000168118,ENSG00000185236,ENSG00000169062,ENSG00000164885,ENSG00000094914","KRAS,RAB4A,RAB11B,UPF3A,CDK5,AAAS",biological_process,nucleocytoplasmic transport,9,6,117,4.62062311236,-0.672681712363,bimodal,NPC
GO:0051260,"ENSG00000168958,ENSG00000214253,ENSG00000147601,ENSG00000008294,ENSG00000067715,ENSG00000166037","MFF,FIS1,TERF1,SPAG9,SYT1,CEP57",biological_process,protein homooligomerization,9,6,161,4.62062311236,-0.672681712363,bimodal,NPC
GO:0000086,"ENSG00000147601,ENSG00000175203,ENSG00000078674,ENSG00000128989,ENSG00000204843,ENSG00000153575,ENSG00000166037,ENSG00000127914,ENSG00000077380","TERF1,DCTN2,PCM1,ARPP19,DCTN1,TUBGCP5,CEP57,AKAP9,DYNC1I2",biological_process,G2/M transition of mitotic cell cycle,15,9,126,4.55151238287,-0.741792441851,bimodal,NPC
GO:0006464,"ENSG00000144848,ENSG00000144744,ENSG00000104517,ENSG00000164414,ENSG00000168300,ENSG00000253729,ENSG00000166532,ENSG00000086758,ENSG00000100564","ATG3,UBA3,UBR5,SLC35A1,PCMTD1,PRKDC,RIMKLB,HUWE1,PIGH",biological_process,cellular protein modification process,15,9,166,4.55151238287,-0.741792441851,bimodal,NPC
GO:0006406,"ENSG00000123136,ENSG00000160201,ENSG00000151247,ENSG00000205937,ENSG00000125676,ENSG00000133226,ENSG00000157349","DDX39A,U2AF1,EIF4E,RNPS1,THOC2,SRRM1,DDX19B",biological_process,mRNA export from nucleus,11,7,72,4.54261529396,-0.750689530768,bimodal,NPC
GO:0048011,"ENSG00000164305,ENSG00000141367,ENSG00000133703,ENSG00000042753,ENSG00000166913,ENSG00000171720,ENSG00000134313","CASP3,CLTC,KRAS,AP2S1,YWHAB,HDAC3,KIDINS220",biological_process,nerve growth factor receptor signaling pathway,11,7,226,4.54261529396,-0.750689530768,bimodal,NPC
GO:0007420,"ENSG00000204463,ENSG00000032742,ENSG00000143156,ENSG00000115839,ENSG00000253729,ENSG00000053438,ENSG00000171634,ENSG00000102038","BAG6,IFT88,NME7,RAB3GAP1,PRKDC,NNAT,BPTF,SMARCA1",biological_process,brain development,13,8,216,4.52845521861,-0.764849606112,bimodal,NPC
GO:0006886,"ENSG00000095139,ENSG00000168118,ENSG00000177879,ENSG00000204764,ENSG00000205339,ENSG00000133703,ENSG00000258466,ENSG00000042753,ENSG00000164609,ENSG00000141367,ENSG00000100568,ENSG00000164885,ENSG00000185236,ENSG00000128245,ENSG00000101310","ARCN1,RAB4A,AP3S1,RANBP17,IPO7,KRAS,RP11-1012A1.4,AP2S1,SLU7,CLTC,VTI1B,CDK5,RAB11B,YWHAH,SEC23B",biological_process,intracellular protein transport,28,15,342,4.52714987228,-0.766154952442,bimodal,NPC
GO:0016192,"ENSG00000095139,ENSG00000092108,ENSG00000135541,ENSG00000170310,ENSG00000141367,ENSG00000180398,ENSG00000258466,ENSG00000256861,ENSG00000168172,ENSG00000100568,ENSG00000214078,ENSG00000177879,ENSG00000149182,ENSG00000101310","ARCN1,SCFD1,AHI1,STX8,CLTC,MCFD2,RP11-1012A1.4,RP11-512M8.5,HOOK3,VTI1B,CPNE1,AP3S1,ARFGAP2,SEC23B",biological_process,vesicle-mediated transport,26,14,222,4.4194283464,-0.873876478321,bimodal,NPC
GO:0007283,"ENSG00000114374,ENSG00000144451,ENSG00000204463,ENSG00000008294,ENSG00000075151,ENSG00000131773,ENSG00000101079,ENSG00000108666,ENSG00000166171","USP9Y,SPAG16,BAG6,SPAG9,EIF4G3,KHDRBS3,NDRG3,C17orf75,DPCD",biological_process,spermatogenesis,16,9,367,3.93291119354,-1.36039363118,bimodal,NPC
GO:0007368,"ENSG00000166171,ENSG00000120697,ENSG00000032742,ENSG00000143156","DPCD,ALG5,IFT88,NME7",biological_process,determination of left/right symmetry,6,4,50,3.89483362655,-1.39847119818,bimodal,NPC
GO:0051607,"ENSG00000154639,ENSG00000241258,ENSG00000142166,ENSG00000197111","CXADR,CRCP,IFNAR1,PCBP2",biological_process,defense response to virus,6,4,150,3.89483362655,-1.39847119818,bimodal,NPC
GO:0043123,"ENSG00000147649,ENSG00000155366,ENSG00000186908,ENSG00000144136","MTDH,RHOC,ZDHHC17,SLC20A1",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,6,4,161,3.89483362655,-1.39847119818,bimodal,NPC
GO:0007219,"ENSG00000171720,ENSG00000100354,ENSG00000168214,ENSG00000141027","HDAC3,TNRC6B,RBPJ,NCOR1",biological_process,Notch signaling pathway,6,4,124,3.89483362655,-1.39847119818,bimodal,NPC
GO:0006921,"ENSG00000100813,ENSG00000197694,ENSG00000160049,ENSG00000164305","ACIN1,SPTAN1,DFFA,CASP3",biological_process,cellular component disassembly involved in execution phase of apoptosis,6,4,51,3.89483362655,-1.39847119818,bimodal,NPC
GO:0019058,"ENSG00000122026,ENSG00000112306,ENSG00000089157,ENSG00000145425","RPL21,RPS12,RPLP0,RPS3A",biological_process,viral infectious cycle,6,4,109,3.89483362655,-1.39847119818,bimodal,NPC
GO:0000075,"ENSG00000131467,ENSG00000185627,ENSG00000094880,ENSG00000108294,ENSG00000135336,ENSG00000141552,ENSG00000097046,ENSG00000117748","PSME3,PSMD13,CDC23,PSMB3,ORC3,ANAPC11,CDC7,RPA2",biological_process,cell cycle checkpoint,14,8,147,3.85751575896,-1.43578906577,bimodal,NPC
GO:0007264,"ENSG00000128581,ENSG00000166913,ENSG00000133703,ENSG00000155366,ENSG00000168118,ENSG00000185236,ENSG00000138757,ENSG00000126858","RABL5,YWHAB,KRAS,RHOC,RAB4A,RAB11B,G3BP2,RHOT1",biological_process,small GTPase mediated signal transduction,14,8,373,3.85751575896,-1.43578906577,bimodal,NPC
GO:0051028,"ENSG00000204764,ENSG00000169062,ENSG00000138757,ENSG00000136243,ENSG00000163904","RANBP17,UPF3A,G3BP2,NUPL2,SENP2",biological_process,mRNA transport,8,5,58,3.78135349061,-1.51195133412,bimodal,NPC
GO:0035556,"ENSG00000180008,ENSG00000160049,ENSG00000169189,ENSG00000151422,ENSG00000140995,ENSG00000143776","SOCS4,DFFA,NSMCE1,FER,DEF8,CDC42BPA",biological_process,intracellular signal transduction,10,6,320,3.76615491844,-1.52714990629,bimodal,NPC
GO:0006626,"ENSG00000168958,ENSG00000214253,ENSG00000100575,ENSG00000205981,ENSG00000173171,ENSG00000128654","MFF,FIS1,TIMM9,DNAJC19,MTX1,MTX2",biological_process,protein targeting to mitochondrion,10,6,53,3.76615491844,-1.52714990629,bimodal,NPC
GO:0055086,"ENSG00000114956,ENSG00000198431,ENSG00000143774,ENSG00000138363,ENSG00000122643,ENSG00000239900","DGUOK,TXNRD1,GUK1,ATIC,NT5C3A,ADSL",biological_process,nucleobase-containing small molecule metabolic process,10,6,73,3.76615491844,-1.52714990629,bimodal,NPC
GO:0016032,"ENSG00000131467,ENSG00000145425,ENSG00000103363,ENSG00000185627,ENSG00000136243,ENSG00000196262,ENSG00000042753,ENSG00000108294,ENSG00000122026,ENSG00000112306,ENSG00000047249,ENSG00000101654,ENSG00000154582,ENSG00000089157,ENSG00000094914","PSME3,RPS3A,TCEB2,PSMD13,NUPL2,PPIA,AP2S1,PSMB3,RPL21,RPS12,ATP6V1H,RNMT,TCEB1,RPLP0,AAAS",biological_process,viral reproduction,30,15,392,3.71095095722,-1.58235386751,bimodal,NPC
GO:0000082,"ENSG00000131467,ENSG00000185627,ENSG00000151247,ENSG00000108294,ENSG00000135336,ENSG00000117748,ENSG00000097046","PSME3,PSMD13,EIF4E,PSMB3,ORC3,RPA2,CDC7",biological_process,G1/S transition of mitotic cell cycle,13,7,169,3.19478909283,-2.0985157319,bimodal,NPC
GO:0000216,"ENSG00000131467,ENSG00000185627,ENSG00000108294,ENSG00000135336,ENSG00000117748,ENSG00000097046","PSME3,PSMD13,PSMB3,ORC3,RPA2,CDC7",biological_process,M/G1 transition of mitotic cell cycle,11,6,93,3.10092125803,-2.19238356669,bimodal,NPC
GO:0007010,"ENSG00000146247,ENSG00000171634,ENSG00000151914,ENSG00000112186,ENSG00000131236,ENSG00000099204","PHIP,BPTF,DST,CAP2,CAP1,ABLIM1",biological_process,cytoskeleton organization,11,6,131,3.10092125803,-2.19238356669,bimodal,NPC
GO:0005975,"ENSG00000141349,ENSG00000067829,ENSG00000164414,ENSG00000136243,ENSG00000172331,ENSG00000094914","G6PC3,IDH3G,SLC35A1,NUPL2,BPGM,AAAS",biological_process,carbohydrate metabolic process,11,6,415,3.10092125803,-2.19238356669,bimodal,NPC
GO:0006200,"ENSG00000138138,ENSG00000100813,ENSG00000047249,ENSG00000127603,ENSG00000183207,ENSG00000064933","ATAD1,ACIN1,ATP6V1H,MACF1,RUVBL2,PMS1",biological_process,ATP catabolic process,11,6,88,3.10092125803,-2.19238356669,bimodal,NPC
GO:0019886,"ENSG00000138674,ENSG00000175203,ENSG00000042753,ENSG00000141367,ENSG00000204843,ENSG00000077380","SEC31A,DCTN2,AP2S1,CLTC,DCTN1,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,11,6,159,3.10092125803,-2.19238356669,bimodal,NPC
GO:0016044,"ENSG00000095139,ENSG00000138674,ENSG00000141367,ENSG00000105669,ENSG00000134644,ENSG00000115561","ARCN1,SEC31A,CLTC,COPE,PUM1,CHMP3",biological_process,cellular membrane organization,11,6,100,3.10092125803,-2.19238356669,bimodal,NPC
GO:0007173,"ENSG00000141367,ENSG00000166913,ENSG00000133703,ENSG00000164615,ENSG00000042753","CLTC,YWHAB,KRAS,CAMLG,AP2S1",biological_process,epidermal growth factor receptor signaling pathway,9,5,135,3.02244286811,-2.27086195662,bimodal,NPC
GO:0006417,"ENSG00000100354,ENSG00000151247,ENSG00000134644,ENSG00000135930,ENSG00000070785","TNRC6B,EIF4E,PUM1,EIF4E2,EIF2B3",biological_process,regulation of translation,9,5,74,3.02244286811,-2.27086195662,bimodal,NPC
GO:0007399,"ENSG00000124177,ENSG00000066427,ENSG00000099956,ENSG00000204843,ENSG00000032742","CHD6,ATXN3,SMARCB1,DCTN1,IFT88",biological_process,nervous system development,9,5,334,3.02244286811,-2.27086195662,bimodal,NPC
GO:0016055,"ENSG00000213977,ENSG00000113712,ENSG00000163904,ENSG00000100281,ENSG00000127603","TAX1BP3,CSNK1A1,SENP2,HMGXB4,MACF1",biological_process,Wnt receptor signaling pathway,9,5,171,3.02244286811,-2.27086195662,bimodal,NPC
GO:0022904,"ENSG00000178741,ENSG00000158864,ENSG00000140374,ENSG00000167792,ENSG00000164405","COX5A,NDUFS2,ETFA,NDUFV1,UQCRQ",biological_process,respiratory electron transport chain,9,5,113,3.02244286811,-2.27086195662,bimodal,NPC
GO:0007568,"ENSG00000198408,ENSG00000102265,ENSG00000113161","MGEA5,TIMP1,HMGCR",biological_process,aging,5,3,101,2.98993095498,-2.30337386974,bimodal,NPC
GO:0032088,"ENSG00000197372,ENSG00000160310,ENSG00000108395","ZNF675,PRMT2,TRIM37",biological_process,negative regulation of NF-kappaB transcription factor activity,5,3,66,2.98993095498,-2.30337386974,bimodal,NPC
GO:0042147,"ENSG00000135968,ENSG00000008294,ENSG00000069329","GCC2,SPAG9,VPS35",biological_process,"retrograde transport, endosome to Golgi",5,3,31,2.98993095498,-2.30337386974,bimodal,NPC
GO:0035335,"ENSG00000144048,ENSG00000143727,ENSG00000132670","DUSP11,ACP1,PTPRA",biological_process,peptidyl-tyrosine dephosphorylation,5,3,58,2.98993095498,-2.30337386974,bimodal,NPC
GO:0000375,"ENSG00000164609,ENSG00000175324,ENSG00000133226","SLU7,LSM1,SRRM1",biological_process,"RNA splicing, via transesterification reactions",5,3,28,2.98993095498,-2.30337386974,bimodal,NPC
GO:0006120,"ENSG00000158864,ENSG00000167792,ENSG00000137806","NDUFS2,NDUFV1,NDUFAF1",biological_process,"mitochondrial electron transport, NADH to ubiquinone",5,3,55,2.98993095498,-2.30337386974,bimodal,NPC
GO:0042127,"ENSG00000204463,ENSG00000185630,ENSG00000130816","BAG6,PBX1,DNMT1",biological_process,regulation of cell proliferation,5,3,155,2.98993095498,-2.30337386974,bimodal,NPC
GO:0043982,"ENSG00000111653,ENSG00000163875,ENSG00000025293","ING4,MEAF6,PHF20",biological_process,histone H4-K8 acetylation,5,3,16,2.98993095498,-2.30337386974,bimodal,NPC
GO:0043981,"ENSG00000111653,ENSG00000163875,ENSG00000025293","ING4,MEAF6,PHF20",biological_process,histone H4-K5 acetylation,5,3,16,2.98993095498,-2.30337386974,bimodal,NPC
GO:0031398,"ENSG00000106305,ENSG00000145979,ENSG00000169689","AIMP2,TBC1D7,STRA13",biological_process,positive regulation of protein ubiquitination,5,3,49,2.98993095498,-2.30337386974,bimodal,NPC
GO:0008033,"ENSG00000089195,ENSG00000198431,ENSG00000065427","TRMT6,TXNRD1,KARS",biological_process,tRNA processing,5,3,72,2.98993095498,-2.30337386974,bimodal,NPC
GO:0043653,"ENSG00000168958,ENSG00000214253,ENSG00000144848","MFF,FIS1,ATG3",biological_process,mitochondrial fragmentation involved in apoptotic process,5,3,7,2.98993095498,-2.30337386974,bimodal,NPC
GO:0007186,"ENSG00000186469,ENSG00000087460,ENSG00000162604","GNG2,GNAS,TM2D1",biological_process,G-protein coupled receptor signaling pathway,5,3,1079,2.98993095498,-2.30337386974,bimodal,NPC
