,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0035335,"ENSG00000196396,ENSG00000081721,ENSG00000132670","PTPN1,DUSP12,PTPRA",biological_process,peptidyl-tyrosine dephosphorylation,5,3,58,4.32042272442,-0.767173610813,bimodal,iPSC
GO:0043981,"ENSG00000139620,ENSG00000025293,ENSG00000111653","KANSL2,PHF20,ING4",biological_process,histone H4-K5 acetylation,5,3,16,4.32042272442,-0.767173610813,bimodal,iPSC
GO:0051726,"ENSG00000204138,ENSG00000134982,ENSG00000166946","PHACTR4,APC,CCNDBP1",biological_process,regulation of cell cycle,5,3,101,4.32042272442,-0.767173610813,bimodal,iPSC
GO:0007596,"ENSG00000196396,ENSG00000117461,ENSG00000108946,ENSG00000133703,ENSG00000171988,ENSG00000186469,ENSG00000085063,ENSG00000087460,ENSG00000164885","PTPN1,PIK3R3,PRKAR1A,KRAS,JMJD1C,GNG2,CD59,GNAS,CDK5",biological_process,blood coagulation,21,9,504,4.19316420478,-0.894432130451,bimodal,iPSC
GO:0006461,"ENSG00000108590,ENSG00000103363,ENSG00000149269,ENSG00000198625,ENSG00000134982","MED31,TCEB2,PAK1,MDM4,APC",biological_process,protein complex assembly,10,5,134,4.14235833803,-0.945237997199,bimodal,iPSC
GO:0006626,"ENSG00000168958,ENSG00000104381,ENSG00000100575,ENSG00000128654,ENSG00000173171","MFF,GDAP1,TIMM9,MTX2,MTX1",biological_process,protein targeting to mitochondrion,10,5,53,4.14235833803,-0.945237997199,bimodal,iPSC
GO:0045944,"ENSG00000196235,ENSG00000123562,ENSG00000185630,ENSG00000113658,ENSG00000160199,ENSG00000157450,ENSG00000099204,ENSG00000115966,ENSG00000022840,ENSG00000078403,ENSG00000082701,ENSG00000058272,ENSG00000135541","SUPT5H,MORF4L2,PBX1,SMAD5,PKNOX1,RNF111,ABLIM1,ATF2,RNF10,MLLT10,GSK3B,PPP1R12A,AHI1",biological_process,positive regulation of transcription from RNA polymerase II promoter,34,13,771,3.95170583627,-1.13589049896,bimodal,iPSC
GO:0019048,"ENSG00000175575,ENSG00000151657,ENSG00000137947,ENSG00000160752,ENSG00000055332,ENSG00000075151,ENSG00000156976,ENSG00000047249,ENSG00000089157,ENSG00000077380","PAAF1,KIN,GTF2B,FDPS,EIF2AK2,EIF4G3,EIF4A2,ATP6V1H,RPLP0,DYNC1I2",biological_process,virus-host interaction,25,10,370,3.83701068632,-1.25058564891,bimodal,iPSC
GO:0002474,"ENSG00000138674,ENSG00000077721,ENSG00000152700,ENSG00000185627,ENSG00000110801","SEC31A,UBE2A,SAR1B,PSMD13,PSMD9",biological_process,antigen processing and presentation of peptide antigen via MHC class I,11,5,164,3.57663767594,-1.51095865929,bimodal,iPSC
GO:0007010,"ENSG00000158427,ENSG00000112186,ENSG00000171634,ENSG00000099204,ENSG00000163069","TMSB15B,CAP2,BPTF,ABLIM1,SGCB",biological_process,cytoskeleton organization,11,5,131,3.57663767594,-1.51095865929,bimodal,iPSC
GO:0048011,"ENSG00000171720,ENSG00000082701,ENSG00000133703,ENSG00000134313,ENSG00000108946","HDAC3,GSK3B,KRAS,KIDINS220,PRKAR1A",biological_process,nerve growth factor receptor signaling pathway,11,5,226,3.57663767594,-1.51095865929,bimodal,iPSC
GO:0016192,"ENSG00000214078,ENSG00000135541,ENSG00000114446,ENSG00000180398,ENSG00000168172,ENSG00000258466,ENSG00000138107,ENSG00000256861,ENSG00000152700,ENSG00000070718","CPNE1,AHI1,IFT57,MCFD2,HOOK3,RP11-1012A1.4,ACTR1A,RP11-512M8.5,SAR1B,AP3M2",biological_process,vesicle-mediated transport,26,10,222,3.52318315589,-1.56441317935,bimodal,iPSC
GO:0030154,"ENSG00000147548,ENSG00000204463,ENSG00000114416,ENSG00000137207,ENSG00000074319,ENSG00000101079","WHSC1L1,BAG6,FXR1,YIPF3,TSG101,NDRG3",biological_process,cell differentiation,14,6,461,3.48867426131,-1.59892207392,bimodal,iPSC
GO:0006184,"ENSG00000074935,ENSG00000133703,ENSG00000155366,ENSG00000152700,ENSG00000087460,ENSG00000126858","TUBE1,KRAS,RHOC,SAR1B,GNAS,RHOT1",biological_process,GTP catabolic process,14,6,269,3.48867426131,-1.59892207392,bimodal,iPSC
GO:0007264,"ENSG00000128581,ENSG00000133703,ENSG00000155366,ENSG00000152700,ENSG00000128656,ENSG00000126858","RABL5,KRAS,RHOC,SAR1B,CHN1,RHOT1",biological_process,small GTPase mediated signal transduction,14,6,373,3.48867426131,-1.59892207392,bimodal,iPSC
GO:0055085,"ENSG00000111371,ENSG00000108946,ENSG00000141424,ENSG00000047249,ENSG00000033627,ENSG00000087460,ENSG00000136243","SLC38A1,PRKAR1A,SLC39A6,ATP6V1H,ATP6V0A1,GNAS,NUPL2",biological_process,transmembrane transport,17,7,723,3.4590307306,-1.62856560463,bimodal,iPSC
GO:0006367,"ENSG00000120798,ENSG00000197323,ENSG00000141027,ENSG00000157450,ENSG00000137947,ENSG00000108590,ENSG00000077809","NR2C1,TRIM33,NCOR1,RNF111,GTF2B,MED31,GTF2I",biological_process,transcription initiation from RNA polymerase II promoter,17,7,204,3.4590307306,-1.62856560463,bimodal,iPSC
GO:0019058,"ENSG00000055332,ENSG00000122026,ENSG00000089157","EIF2AK2,RPL21,RPLP0",biological_process,viral infectious cycle,6,3,109,3.43146069487,-1.65613564037,bimodal,iPSC
GO:0051262,"ENSG00000087053,ENSG00000198431,ENSG00000113161","MTMR2,TXNRD1,HMGCR",biological_process,protein tetramerization,6,3,30,3.43146069487,-1.65613564037,bimodal,iPSC
GO:0070979,"ENSG00000077721,ENSG00000104343,ENSG00000141552","UBE2A,UBE2W,ANAPC11",biological_process,protein K11-linked ubiquitination,6,3,26,3.43146069487,-1.65613564037,bimodal,iPSC
GO:0006921,"ENSG00000100813,ENSG00000197694,ENSG00000134982","ACIN1,SPTAN1,APC",biological_process,cellular component disassembly involved in execution phase of apoptosis,6,3,51,3.43146069487,-1.65613564037,bimodal,iPSC
GO:0006281,"ENSG00000151657,ENSG00000123562,ENSG00000104343,ENSG00000077721,ENSG00000140455,ENSG00000147140,ENSG00000073050,ENSG00000100823,ENSG00000129197,ENSG00000116750,ENSG00000085224,ENSG00000070501,ENSG00000148153","KIN,MORF4L2,UBE2W,UBE2A,USP3,NONO,XRCC1,APEX1,RPAIN,UCHL5,ATRX,POLB,INIP",biological_process,DNA repair,37,13,341,3.193061281,-1.89453505423,bimodal,iPSC
GO:0007399,"ENSG00000124177,ENSG00000149557,ENSG00000032742,ENSG00000139613","CHD6,FEZ1,IFT88,SMARCC2",biological_process,nervous system development,9,4,334,3.18977448481,-1.89782185042,bimodal,iPSC
GO:0016055,"ENSG00000134982,ENSG00000082701,ENSG00000100281,ENSG00000127603","APC,GSK3B,HMGXB4,MACF1",biological_process,Wnt receptor signaling pathway,9,4,171,3.18977448481,-1.89782185042,bimodal,iPSC
GO:0006917,"ENSG00000029363,ENSG00000184047,ENSG00000133884,ENSG00000160310,ENSG00000116001","BCLAF1,DIABLO,DPF2,PRMT2,TIA1",biological_process,induction of apoptosis,12,5,224,3.10468054417,-1.98291579106,bimodal,iPSC
GO:0042981,"ENSG00000185627,ENSG00000114446,ENSG00000110801,ENSG00000134982,ENSG00000164885,ENSG00000157500","PSMD13,IFT57,PSMD9,APC,CDK5,APPL1",biological_process,regulation of apoptotic process,15,6,254,3.08522297611,-2.00237335912,bimodal,iPSC
GO:0006974,"ENSG00000151657,ENSG00000158019,ENSG00000073050,ENSG00000134982,ENSG00000070501,ENSG00000148153","KIN,BRE,XRCC1,APC,POLB,INIP",biological_process,response to DNA damage stimulus,15,6,184,3.08522297611,-2.00237335912,bimodal,iPSC
GO:0008152,"ENSG00000101247,ENSG00000072042,ENSG00000023330,ENSG00000204310,ENSG00000093144,ENSG00000145439,ENSG00000117054,ENSG00000148335,ENSG00000110871,ENSG00000151552","NDUFAF5,RDH11,ALAS1,AGPAT1,ECHDC1,CBR4,ACADM,NTMT1,COQ5,QDPR",biological_process,metabolic process,28,10,486,2.9709516325,-2.11664470273,bimodal,iPSC
GO:0007049,"ENSG00000196235,ENSG00000122545,ENSG00000100014,ENSG00000081154,ENSG00000152359,ENSG00000135164,ENSG00000166946,ENSG00000115561,ENSG00000157500","SUPT5H,SEPT7,SPECC1L,PCNP,POC5,DMTF1,CCNDBP1,CHMP3,APPL1",biological_process,cell cycle,25,9,270,2.90209172365,-2.18550461158,bimodal,iPSC
GO:0006284,"ENSG00000100823,ENSG00000070501,ENSG00000073050","APEX1,POLB,XRCC1",biological_process,base-excision repair,7,3,35,2.79146165825,-2.29613467699,bimodal,iPSC
GO:0030968,"ENSG00000196396,ENSG00000055332,ENSG00000138674","PTPN1,EIF2AK2,SEC31A",biological_process,endoplasmic reticulum unfolded protein response,7,3,87,2.79146165825,-2.29613467699,bimodal,iPSC
GO:0007409,"ENSG00000134982,ENSG00000164885,ENSG00000082701","APC,CDK5,GSK3B",biological_process,axonogenesis,7,3,107,2.79146165825,-2.29613467699,bimodal,iPSC
GO:0006310,"ENSG00000151657,ENSG00000085224,ENSG00000147140,ENSG00000100823,ENSG00000129197,ENSG00000116750","KIN,ATRX,NONO,APEX1,RPAIN,UCHL5",biological_process,DNA recombination,16,6,111,2.73363260467,-2.35396373057,bimodal,iPSC
GO:0006366,"ENSG00000196235,ENSG00000103363,ENSG00000196233,ENSG00000182004,ENSG00000141027,ENSG00000160199,ENSG00000205937,ENSG00000137947,ENSG00000115966,ENSG00000077809","SUPT5H,TCEB2,LCOR,SNRPE,NCOR1,PKNOX1,RNPS1,GTF2B,ATF2,GTF2I",biological_process,transcription from RNA polymerase II promoter,29,10,353,2.72774860126,-2.35984773397,bimodal,iPSC
GO:0055086,"ENSG00000122643,ENSG00000114956,ENSG00000143774,ENSG00000198431","NT5C3A,DGUOK,GUK1,TXNRD1",biological_process,nucleobase-containing small molecule metabolic process,10,4,73,2.71089971531,-2.37669661992,bimodal,iPSC
GO:0042493,"ENSG00000100823,ENSG00000087460,ENSG00000198431,ENSG00000082701,ENSG00000073050","APEX1,GNAS,TXNRD1,GSK3B,XRCC1",biological_process,response to drug,13,5,307,2.70521433327,-2.38238200196,bimodal,iPSC
GO:0007420,"ENSG00000102038,ENSG00000053438,ENSG00000171634,ENSG00000032742,ENSG00000204463","SMARCA1,NNAT,BPTF,IFT88,BAG6",biological_process,brain development,13,5,216,2.70521433327,-2.38238200196,bimodal,iPSC
GO:0016032,"ENSG00000196235,ENSG00000103363,ENSG00000185627,ENSG00000137947,ENSG00000110801,ENSG00000122026,ENSG00000074319,ENSG00000047249,ENSG00000089157,ENSG00000136243","SUPT5H,TCEB2,PSMD13,GTF2B,PSMD9,RPL21,TSG101,ATP6V1H,RPLP0,NUPL2",biological_process,viral reproduction,30,10,392,2.50380890525,-2.58378742999,bimodal,iPSC
GO:0043066,"ENSG00000135541,ENSG00000126432,ENSG00000124356,ENSG00000171720,ENSG00000198625,ENSG00000082701,ENSG00000134982,ENSG00000113161,ENSG00000085063,ENSG00000070501,ENSG00000106052","AHI1,PRDX5,STAMBP,HDAC3,MDM4,GSK3B,APC,HMGCR,CD59,POLB,TAX1BP1",biological_process,negative regulation of apoptotic process,34,11,540,2.39008085889,-2.69751547635,bimodal,iPSC
GO:0000209,"ENSG00000198919,ENSG00000077721,ENSG00000185627,ENSG00000157450,ENSG00000110801","DZIP3,UBE2A,PSMD13,RNF111,PSMD9",biological_process,protein polyubiquitination,14,5,132,2.36348239964,-2.7241139356,bimodal,iPSC
GO:0007268,"ENSG00000067715,ENSG00000186469,ENSG00000164885,ENSG00000111371","SYT1,GNG2,CDK5,SLC38A1",biological_process,synaptic transmission,11,4,409,2.31702425725,-2.77057207798,bimodal,iPSC
GO:0019886,"ENSG00000138107,ENSG00000152700,ENSG00000138674,ENSG00000077380","ACTR1A,SAR1B,SEC31A,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,11,4,159,2.31702425725,-2.77057207798,bimodal,iPSC
GO:0006200,"ENSG00000165629,ENSG00000127603,ENSG00000047249,ENSG00000100813","ATP5C1,MACF1,ATP6V1H,ACIN1",biological_process,ATP catabolic process,11,4,88,2.31702425725,-2.77057207798,bimodal,iPSC
GO:0000184,"ENSG00000205937,ENSG00000122026,ENSG00000089157","RNPS1,RPL21,RPLP0",biological_process,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",8,3,137,2.30315581853,-2.7844405167,bimodal,iPSC
GO:0050434,"ENSG00000196235,ENSG00000103363,ENSG00000048649","SUPT5H,TCEB2,RSF1",biological_process,positive regulation of viral transcription,8,3,56,2.30315581853,-2.7844405167,bimodal,iPSC
GO:0001701,"ENSG00000077721,ENSG00000134313,ENSG00000032742","UBE2A,KIDINS220,IFT88",biological_process,in utero embryonic development,8,3,245,2.30315581853,-2.7844405167,bimodal,iPSC
GO:0007507,"ENSG00000117054,ENSG00000141002,ENSG00000108946","ACADM,TCF25,PRKAR1A",biological_process,heart development,8,3,190,2.30315581853,-2.7844405167,bimodal,iPSC
GO:0030168,"ENSG00000186469,ENSG00000196396,ENSG00000117461","GNG2,PTPN1,PIK3R3",biological_process,platelet activation,8,3,218,2.30315581853,-2.7844405167,bimodal,iPSC
GO:0008380,"ENSG00000131051,ENSG00000132485,ENSG00000185246,ENSG00000182004,ENSG00000108848,ENSG00000165630,ENSG00000147140,ENSG00000197111,ENSG00000205937,ENSG00000153914,ENSG00000100320,ENSG00000125676,ENSG00000169045,ENSG00000064607,ENSG00000075292,ENSG00000003756","RBM39,ZRANB2,PRPF39,SNRPE,LUC7L3,PRPF18,NONO,PCBP2,RNPS1,SREK1,RBFOX2,THOC2,HNRNPH1,SUGP2,ZNF638,RBM5",biological_process,RNA splicing,53,16,268,2.19620758703,-2.8913887482,bimodal,iPSC
GO:0006464,"ENSG00000168300,ENSG00000081721,ENSG00000074319,ENSG00000033178,ENSG00000144848","PCMTD1,DUSP12,TSG101,UBA6,ATG3",biological_process,cellular protein modification process,15,5,166,2.06877792375,-3.01881841148,bimodal,iPSC
GO:0030036,"ENSG00000204138,ENSG00000158427,ENSG00000133703","PHACTR4,TMSB15B,KRAS",biological_process,actin cytoskeleton organization,9,3,164,1.91764673641,-3.16994959882,bimodal,iPSC
GO:0006521,"ENSG00000155096,ENSG00000185627,ENSG00000110801","AZIN1,PSMD13,PSMD9",biological_process,regulation of cellular amino acid metabolic process,9,3,66,1.91764673641,-3.16994959882,bimodal,iPSC
GO:0016070,"ENSG00000156976,ENSG00000185627,ENSG00000182004,ENSG00000142252,ENSG00000110801,ENSG00000205937,ENSG00000122026,ENSG00000075151,ENSG00000100320,ENSG00000089157,ENSG00000167272","EIF4A2,PSMD13,SNRPE,GEMIN7,PSMD9,RNPS1,RPL21,EIF4G3,RBFOX2,RPLP0,POP5",biological_process,RNA metabolic process,37,11,324,1.86927143097,-3.21832490426,bimodal,iPSC
GO:0007067,"ENSG00000166295,ENSG00000110200,ENSG00000128989,ENSG00000182628,ENSG00000141552,ENSG00000058272,ENSG00000122545","ANAPC16,ANAPC15,ARPP19,SKA2,ANAPC11,PPP1R12A,SEPT7",biological_process,mitosis,23,7,204,1.80622449945,-3.28137183578,bimodal,iPSC
GO:0006368,"ENSG00000196235,ENSG00000137947,ENSG00000103363","SUPT5H,GTF2B,TCEB2",biological_process,transcription elongation from RNA polymerase II promoter,10,3,78,1.60642923109,-3.48116710414,bimodal,iPSC
GO:0006614,"ENSG00000166562,ENSG00000122026,ENSG00000089157","SEC11C,RPL21,RPLP0",biological_process,SRP-dependent cotranslational protein targeting to membrane,10,3,126,1.60642923109,-3.48116710414,bimodal,iPSC
GO:0006396,"ENSG00000131051,ENSG00000003756,ENSG00000185246,ENSG00000163660,ENSG00000169045,ENSG00000064607","RBM39,RBM5,PRPF39,CCNL1,HNRNPH1,SUGP2",biological_process,RNA processing,21,6,97,1.51068489772,-3.57691143751,bimodal,iPSC
GO:0034641,"ENSG00000129596,ENSG00000155096,ENSG00000151552,ENSG00000185627,ENSG00000110801","CDO1,AZIN1,QDPR,PSMD13,PSMD9",biological_process,cellular nitrogen compound metabolic process,18,5,214,1.39502636247,-3.69256997276,bimodal,iPSC
GO:0006406,"ENSG00000205937,ENSG00000125676,ENSG00000157349","RNPS1,THOC2,DDX19B",biological_process,mRNA export from nucleus,11,3,72,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0031145,"ENSG00000185627,ENSG00000141552,ENSG00000110801","PSMD13,ANAPC11,PSMD9",biological_process,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,11,3,95,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0006260,"ENSG00000151657,ENSG00000187109,ENSG00000111653","KIN,NAP1L1,ING4",biological_process,DNA replication,11,3,164,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0005975,"ENSG00000101901,ENSG00000136243,ENSG00000152556","ALG13,NUPL2,PFKM",biological_process,carbohydrate metabolic process,11,3,415,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0051436,"ENSG00000185627,ENSG00000141552,ENSG00000110801","PSMD13,ANAPC11,PSMD9",biological_process,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,3,80,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0051437,"ENSG00000185627,ENSG00000141552,ENSG00000110801","PSMD13,ANAPC11,PSMD9",biological_process,positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,3,86,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0051439,"ENSG00000185627,ENSG00000141552,ENSG00000110801","PSMD13,ANAPC11,PSMD9",biological_process,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,3,90,1.35127850119,-3.73631783404,bimodal,iPSC
GO:0006413,"ENSG00000122026,ENSG00000156976,ENSG00000089157,ENSG00000135930","RPL21,EIF4A2,RPLP0,EIF4E2",biological_process,translational initiation,15,4,155,1.2723762142,-3.81522012104,bimodal,iPSC
GO:0000084,"ENSG00000204120,ENSG00000185627,ENSG00000110801","GIGYF2,PSMD13,PSMD9",biological_process,S phase of mitotic cell cycle,12,3,131,1.13977219581,-3.94782413943,bimodal,iPSC
GO:0016071,"ENSG00000185627,ENSG00000110801,ENSG00000197111,ENSG00000205937,ENSG00000122026,ENSG00000156976,ENSG00000089157","PSMD13,PSMD9,PCBP2,RNPS1,RPL21,EIF4A2,RPLP0",biological_process,mRNA metabolic process,28,7,282,1.04555855548,-4.04203777975,bimodal,iPSC
GO:0010467,"ENSG00000166562,ENSG00000103363,ENSG00000197323,ENSG00000120798,ENSG00000110801,ENSG00000197111,ENSG00000003756,ENSG00000196235,ENSG00000182004,ENSG00000157450,ENSG00000122026,ENSG00000108590,ENSG00000185627,ENSG00000141027,ENSG00000205937,ENSG00000156976,ENSG00000089157,ENSG00000140105,ENSG00000142252,ENSG00000137947,ENSG00000169045,ENSG00000138777","SEC11C,TCEB2,TRIM33,NR2C1,PSMD9,PCBP2,RBM5,SUPT5H,SNRPE,RNF111,RPL21,MED31,PSMD13,NCOR1,RNPS1,EIF4A2,RPLP0,WARS,GEMIN7,GTF2B,HNRNPH1,PPA2",biological_process,gene expression,91,22,771,0.853997769928,-4.2335985653,bimodal,iPSC
GO:0000075,"ENSG00000185627,ENSG00000141552,ENSG00000110801","PSMD13,ANAPC11,PSMD9",biological_process,cell cycle checkpoint,14,3,147,0.814476576087,-4.27311975915,bimodal,iPSC
GO:0000398,"ENSG00000003756,ENSG00000164548,ENSG00000182004,ENSG00000142252,ENSG00000197111,ENSG00000205937,ENSG00000167978,ENSG00000169045","RBM5,TRA2A,SNRPE,GEMIN7,PCBP2,RNPS1,SRRM2,HNRNPH1",biological_process,"mRNA splicing, via spliceosome",36,8,196,0.677731624809,-4.40986471042,bimodal,iPSC
GO:0006810,"ENSG00000070718,ENSG00000149557,ENSG00000053438,ENSG00000040341,ENSG00000077380,ENSG00000204463","AP3M2,FEZ1,NNAT,STAU2,DYNC1I2,BAG6",biological_process,transport,28,6,561,0.648186928084,-4.43940940715,bimodal,iPSC
GO:0006886,"ENSG00000070718,ENSG00000133703,ENSG00000258466,ENSG00000152700,ENSG00000164885,ENSG00000136738","AP3M2,KRAS,RP11-1012A1.4,SAR1B,CDK5,STAM",biological_process,intracellular protein transport,28,6,342,0.648186928084,-4.43940940715,bimodal,iPSC
GO:0006412,"ENSG00000166562,ENSG00000243147,ENSG00000055332,ENSG00000122026,ENSG00000156976,ENSG00000095059,ENSG00000089157,ENSG00000140105,ENSG00000162910","SEC11C,MRPL33,EIF2AK2,RPL21,EIF4A2,DHPS,RPLP0,WARS,MRPL55",biological_process,translation,43,9,310,0.503630848969,-4.58396548626,bimodal,iPSC
