,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0006367,"ENSG00000120798,ENSG00000120656,ENSG00000134480,ENSG00000047315,ENSG00000197323,ENSG00000168002,ENSG00000141027,ENSG00000168214,ENSG00000157450,ENSG00000077809,ENSG00000137947,ENSG00000148572,ENSG00000160563,ENSG00000159479,ENSG00000082258,ENSG00000108590,ENSG00000054118","NR2C1,TAF12,CCNH,POLR2B,TRIM33,POLR2G,NCOR1,RBPJ,RNF111,GTF2I,GTF2B,NRBF2,MED27,MED8,CCNT2,MED31,THRAP3",biological_process,transcription initiation from RNA polymerase II promoter,41,17,204,9.84746874615,3.95859078781
GO:0006369,"ENSG00000125835,ENSG00000160201,ENSG00000125351,ENSG00000182004,ENSG00000115875,ENSG00000205937,ENSG00000090060,ENSG00000116754,ENSG00000133226","SNRPB,U2AF1,UPF3B,SNRPE,SRSF7,RNPS1,PAPOLA,SRSF11,SRRM1",biological_process,termination of RNA polymerase II transcription,16,9,48,9.7113210216,3.82244306327
GO:0043161,"ENSG00000258677,ENSG00000078304,ENSG00000113851,ENSG00000104343,ENSG00000110906,ENSG00000081154,ENSG00000197111,ENSG00000204977,ENSG00000066427","RP11-463D19.2,PPP2R5C,CRBN,UBE2W,KCTD10,PCNP,PCBP2,TRIM13,ATXN3",biological_process,proteasomal ubiquitin-dependent protein catabolic process,16,9,63,9.7113210216,3.82244306327
GO:0006417,"ENSG00000135930,ENSG00000170889,ENSG00000100354,ENSG00000151247,ENSG00000134644,ENSG00000070785,ENSG00000116741,ENSG00000055917,ENSG00000112531","EIF4E2,RPS9,TNRC6B,EIF4E,PUM1,EIF2B3,RGS2,PUM2,QKI",biological_process,regulation of translation,16,9,74,9.7113210216,3.82244306327
GO:0043065,"ENSG00000003756,ENSG00000160049,ENSG00000071243,ENSG00000253729,ENSG00000111653,ENSG00000184047,ENSG00000176171,ENSG00000029363,ENSG00000134982,ENSG00000138376,ENSG00000108561,ENSG00000068745","RBM5,DFFA,ING3,PRKDC,ING4,DIABLO,BNIP3,BCLAF1,APC,BARD1,C1QBP,IP6K2",biological_process,positive regulation of apoptotic process,25,12,235,9.59534581626,3.70646785792
GO:0006260,"ENSG00000151657,ENSG00000111653,ENSG00000132780,ENSG00000248643,ENSG00000135336,ENSG00000187109,ENSG00000117748,ENSG00000198000,ENSG00000159593,ENSG00000097046,ENSG00000183207","KIN,ING4,NASP,RBM14-RBM4,ORC3,NAP1L1,RPA2,NOL8,NAE1,CDC7,RUVBL2",biological_process,DNA replication,22,11,164,9.55674070379,3.66786274546
GO:0021766,"ENSG00000007168,ENSG00000082701,ENSG00000073050,ENSG00000140463,ENSG00000164405,ENSG00000164885,ENSG00000196591","PAFAH1B1,GSK3B,XRCC1,BBS4,UQCRQ,CDK5,HDAC2",biological_process,hippocampus development,11,7,42,9.53902737136,3.65014941303
GO:0031124,"ENSG00000160201,ENSG00000125351,ENSG00000115875,ENSG00000205937,ENSG00000090060,ENSG00000116754,ENSG00000133226","U2AF1,UPF3B,SRSF7,RNPS1,PAPOLA,SRSF11,SRRM1",biological_process,mRNA 3'-end processing,11,7,35,9.53902737136,3.65014941303
GO:0006302,"ENSG00000158019,ENSG00000153147,ENSG00000253729,ENSG00000105393,ENSG00000117748,ENSG00000067369,ENSG00000095002","BRE,SMARCA5,PRKDC,BABAM1,RPA2,TP53BP1,MSH2",biological_process,double-strand break repair,11,7,68,9.53902737136,3.65014941303
GO:0007264,"ENSG00000138069,ENSG00000166128,ENSG00000213465,ENSG00000166913,ENSG00000133703,ENSG00000128581,ENSG00000155366,ENSG00000168118,ENSG00000185236,ENSG00000138757,ENSG00000128656,ENSG00000168385,ENSG00000126858,ENSG00000152700","RAB1A,RAB8B,ARL2,YWHAB,KRAS,RABL5,RHOC,RAB4A,RAB11B,G3BP2,CHN1,SEPT2,RHOT1,SAR1B",biological_process,small GTPase mediated signal transduction,32,14,373,9.33062754766,3.44174958933
GO:0006921,"ENSG00000160049,ENSG00000164305,ENSG00000100813,ENSG00000197694,ENSG00000134982,ENSG00000087470","DFFA,CASP3,ACIN1,SPTAN1,APC,DNM1L",biological_process,cellular component disassembly involved in execution phase of apoptosis,9,6,51,9.12226720608,3.23338924775
GO:0051865,"ENSG00000077721,ENSG00000204977,ENSG00000108395,ENSG00000198862,ENSG00000163743,ENSG00000077152","UBE2A,TRIM13,TRIM37,LTN1,RCHY1,UBE2T",biological_process,protein autoubiquitination,9,6,34,9.12226720608,3.23338924775
GO:0007268,"ENSG00000111371,ENSG00000007168,ENSG00000143727,ENSG00000042753,ENSG00000101557,ENSG00000067715,ENSG00000134294,ENSG00000186469,ENSG00000164885,ENSG00000066427,ENSG00000127914","SLC38A1,PAFAH1B1,ACP1,AP2S1,USP14,SYT1,SLC38A2,GNG2,CDK5,ATXN3,AKAP9",biological_process,synaptic transmission,23,11,409,8.98765675426,3.09877879593
GO:0006626,"ENSG00000164924,ENSG00000168958,ENSG00000214253,ENSG00000100575,ENSG00000205981,ENSG00000214736,ENSG00000173171,ENSG00000104381,ENSG00000150779,ENSG00000128654","YWHAZ,MFF,FIS1,TIMM9,DNAJC19,TOMM6,MTX1,GDAP1,TIMM8B,MTX2",biological_process,protein targeting to mitochondrion,20,10,53,8.95203768276,3.06315972443
GO:0019048,"ENSG00000175575,ENSG00000151657,ENSG00000108294,ENSG00000075151,ENSG00000165119,ENSG00000108561,ENSG00000082258,ENSG00000077380,ENSG00000205339,ENSG00000099956,ENSG00000154639,ENSG00000160752,ENSG00000065427,ENSG00000115539,ENSG00000156976,ENSG00000089157,ENSG00000151247,ENSG00000196262,ENSG00000176171,ENSG00000187555,ENSG00000055332,ENSG00000137947,ENSG00000047249,ENSG00000135316,ENSG00000154582","PAAF1,KIN,PSMB3,EIF4G3,HNRNPK,C1QBP,CCNT2,DYNC1I2,IPO7,SMARCB1,CXADR,FDPS,KARS,PDCL3,EIF4A2,RPLP0,EIF4E,PPIA,BNIP3,USP7,EIF2AK2,GTF2B,ATP6V1H,SYNCRIP,TCEB1",biological_process,virus-host interaction,74,25,370,8.91755297945,3.02867502112
GO:0006184,"ENSG00000138069,ENSG00000166128,ENSG00000213465,ENSG00000074935,ENSG00000133703,ENSG00000155366,ENSG00000163938,ENSG00000185236,ENSG00000168118,ENSG00000152700,ENSG00000100883,ENSG00000087460,ENSG00000100664,ENSG00000126858","RAB1A,RAB8B,ARL2,TUBE1,KRAS,RHOC,GNL3,RAB11B,RAB4A,SAR1B,SRP54,GNAS,EIF5,RHOT1",biological_process,GTP catabolic process,33,14,269,8.89529029959,3.00641234126
GO:0006869,"ENSG00000116171,ENSG00000117859,ENSG00000184831,ENSG00000178878","SCP2,OSBPL9,APOO,APOLD1",biological_process,lipid transport,5,4,66,8.843820282,2.95494232367
GO:0046474,"ENSG00000204310,ENSG00000180957,ENSG00000084754,ENSG00000133027","AGPAT1,PITPNB,HADHA,PEMT",biological_process,glycerophospholipid biosynthetic process,5,4,112,8.843820282,2.95494232367
GO:0030509,"ENSG00000113658,ENSG00000114374,ENSG00000039319,ENSG00000121989","SMAD5,USP9Y,ZFYVE16,ACVR2A",biological_process,BMP signaling pathway,5,4,65,8.843820282,2.95494232367
GO:0043085,"ENSG00000204138,ENSG00000180228,ENSG00000103018,ENSG00000166913","PHACTR4,PRKRA,CYB5B,YWHAB",biological_process,positive regulation of catalytic activity,5,4,52,8.843820282,2.95494232367
GO:0032784,"ENSG00000196235,ENSG00000123297,ENSG00000162664,ENSG00000187735","SUPT5H,TSFM,ZNF326,TCEA1",biological_process,"regulation of DNA-dependent transcription, elongation",5,4,15,8.843820282,2.95494232367
GO:0032091,"ENSG00000163904,ENSG00000139372,ENSG00000082701,ENSG00000004487","SENP2,TDG,GSK3B,KDM1A",biological_process,negative regulation of protein binding,5,4,24,8.843820282,2.95494232367
GO:0032024,"ENSG00000198408,ENSG00000053438,ENSG00000110801,ENSG00000152556","MGEA5,NNAT,PSMD9,PFKM",biological_process,positive regulation of insulin secretion,5,4,36,8.843820282,2.95494232367
GO:0009168,"ENSG00000239900,ENSG00000159131,ENSG00000138363,ENSG00000178035","ADSL,GART,ATIC,IMPDH2",biological_process,purine ribonucleoside monophosphate biosynthetic process,5,4,18,8.843820282,2.95494232367
GO:0016571,"ENSG00000147548,ENSG00000160310,ENSG00000181090,ENSG00000165671","WHSC1L1,PRMT2,EHMT1,NSD1",biological_process,histone methylation,5,4,28,8.843820282,2.95494232367
GO:0008333,"ENSG00000115561,ENSG00000100281,ENSG00000170310,ENSG00000168172","CHMP3,HMGXB4,STX8,HOOK3",biological_process,endosome to lysosome transport,5,4,29,8.843820282,2.95494232367
GO:0090200,"ENSG00000168958,ENSG00000256053,ENSG00000176171,ENSG00000087470","MFF,APOPT1,BNIP3,DNM1L",biological_process,positive regulation of release of cytochrome c from mitochondria,5,4,22,8.843820282,2.95494232367
GO:0000281,"ENSG00000124356,ENSG00000138592,ENSG00000134982,ENSG00000133026","STAMBP,USP8,APC,MYH10",biological_process,cytokinesis after mitosis,5,4,14,8.843820282,2.95494232367
GO:0006469,"ENSG00000166333,ENSG00000154096,ENSG00000168734,ENSG00000108946","ILK,THY1,PKIG,PRKAR1A",biological_process,negative regulation of protein kinase activity,5,4,68,8.843820282,2.95494232367
GO:0006261,"ENSG00000077097,ENSG00000070501,ENSG00000129197,ENSG00000117748","TOP2B,POLB,RPAIN,RPA2",biological_process,DNA-dependent DNA replication,5,4,22,8.843820282,2.95494232367
GO:0045116,"ENSG00000144744,ENSG00000114125,ENSG00000159593,ENSG00000255526,ENSG00000184182","UBA3,RNF7,NAE1,NEDD8-MDP1,UBE2F",biological_process,protein neddylation,7,5,8,8.82545826187,2.93658030354
GO:0001764,"ENSG00000007168,ENSG00000077097,ENSG00000164885,ENSG00000134369,ENSG00000133026","PAFAH1B1,TOP2B,CDK5,NAV1,MYH10",biological_process,neuron migration,7,5,102,8.82545826187,2.93658030354
GO:0030218,"ENSG00000113658,ENSG00000100813,ENSG00000160199,ENSG00000005483,ENSG00000187735","SMAD5,ACIN1,PKNOX1,KMT2E,TCEA1",biological_process,erythrocyte differentiation,7,5,48,8.82545826187,2.93658030354
GO:0042147,"ENSG00000135968,ENSG00000108587,ENSG00000069329,ENSG00000008294,ENSG00000122958","GCC2,GOSR1,VPS35,SPAG9,VPS26A",biological_process,"retrograde transport, endosome to Golgi",7,5,31,8.82545826187,2.93658030354
GO:0030968,"ENSG00000196396,ENSG00000055332,ENSG00000138674,ENSG00000070669,ENSG00000204843,ENSG00000128272,ENSG00000124783","PTPN1,EIF2AK2,SEC31A,ASNS,DCTN1,ATF4,SSR1",biological_process,endoplasmic reticulum unfolded protein response,12,7,87,8.60327148596,2.71439352763
GO:0007409,"ENSG00000133026,ENSG00000082701,ENSG00000077097,ENSG00000134982,ENSG00000151914,ENSG00000164885,ENSG00000116957","MYH10,GSK3B,TOP2B,APC,DST,CDK5,TBCE",biological_process,axonogenesis,12,7,107,8.60327148596,2.71439352763
GO:0007173,"ENSG00000108946,ENSG00000141367,ENSG00000133703,ENSG00000082701,ENSG00000042753,ENSG00000166913,ENSG00000164615,ENSG00000122705,ENSG00000136738","PRKAR1A,CLTC,KRAS,GSK3B,AP2S1,YWHAB,CAMLG,CLTA,STAM",biological_process,epidermal growth factor receptor signaling pathway,18,9,135,8.34532668411,2.45644872578
GO:0000381,"ENSG00000003756,ENSG00000173933,ENSG00000248643,ENSG00000100320,ENSG00000054118,ENSG00000126653","RBM5,RBM4,RBM14-RBM4,RBFOX2,THRAP3,NSRP1",biological_process,"regulation of alternative mRNA splicing, via spliceosome",10,6,24,8.07865266154,2.18977470321
GO:0001525,"ENSG00000154096,ENSG00000182718,ENSG00000160199,ENSG00000168214,ENSG00000114209,ENSG00000140105,ENSG00000178878","THY1,ANXA2,PKNOX1,RBPJ,PDCD10,WARS,APOLD1",biological_process,angiogenesis,13,7,210,7.81019594456,1.92131798622
GO:0008543,"ENSG00000108946,ENSG00000166913,ENSG00000133703,ENSG00000108061,ENSG00000172500,ENSG00000166037,ENSG00000082701","PRKAR1A,YWHAB,KRAS,SHOC2,FIBP,CEP57,GSK3B",biological_process,fibroblast growth factor receptor signaling pathway,13,7,122,7.81019594456,1.92131798622
GO:0001666,"ENSG00000103415,ENSG00000092108,ENSG00000176171,ENSG00000073050,ENSG00000149269,ENSG00000239900,ENSG00000178878","HMOX2,SCFD1,BNIP3,XRCC1,PAK1,ADSL,APOLD1",biological_process,response to hypoxia,13,7,173,7.81019594456,1.92131798622
GO:0017148,"ENSG00000073792,ENSG00000173933,ENSG00000114416,ENSG00000248643,ENSG00000116001,ENSG00000136628,ENSG00000135316","IGF2BP2,RBM4,FXR1,RBM14-RBM4,TIA1,EPRS,SYNCRIP",biological_process,negative regulation of translation,13,7,35,7.81019594456,1.92131798622
GO:0001701,"ENSG00000004487,ENSG00000032742,ENSG00000133026,ENSG00000141030,ENSG00000180957,ENSG00000077721,ENSG00000134313,ENSG00000095002","KDM1A,IFT88,MYH10,COPS3,PITPNB,UBE2A,KIDINS220,MSH2",biological_process,in utero embryonic development,16,8,245,7.73636195504,1.84748399671
GO:0007094,"ENSG00000176386,ENSG00000134982,ENSG00000094880,ENSG00000141552,ENSG00000147601","CDC26,APC,CDC23,ANAPC11,TERF1",biological_process,mitotic cell cycle spindle assembly checkpoint,8,5,30,7.59637873299,1.70750077466
GO:0007166,"ENSG00000085063,ENSG00000113712,ENSG00000112983,ENSG00000142166,ENSG00000099991","CD59,CSNK1A1,BRD8,IFNAR1,CABIN1",biological_process,cell surface receptor signaling pathway,8,5,254,7.59637873299,1.70750077466
GO:0031398,"ENSG00000106305,ENSG00000163743,ENSG00000145979,ENSG00000157450,ENSG00000169689","AIMP2,RCHY1,TBC1D7,RNF111,STRA13",biological_process,positive regulation of protein ubiquitination,8,5,49,7.59637873299,1.70750077466
GO:0006139,"ENSG00000076043,ENSG00000138363,ENSG00000088930,ENSG00000004455,ENSG00000114956","REXO2,ATIC,XRN2,AK2,DGUOK",biological_process,nucleobase-containing compound metabolic process,8,5,74,7.59637873299,1.70750077466
GO:0030324,"ENSG00000151247,ENSG00000172531,ENSG00000149196,ENSG00000204463,ENSG00000032742","EIF4E,PPP1CA,C11orf73,BAG6,IFT88",biological_process,lung development,8,5,103,7.59637873299,1.70750077466
GO:0048011,"ENSG00000108946,ENSG00000166913,ENSG00000141367,ENSG00000134313,ENSG00000133703,ENSG00000082701,ENSG00000042753,ENSG00000164305,ENSG00000171720,ENSG00000122705,ENSG00000196591","PRKAR1A,YWHAB,CLTC,KIDINS220,KRAS,GSK3B,AP2S1,CASP3,HDAC3,CLTA,HDAC2",biological_process,nerve growth factor receptor signaling pathway,26,11,226,7.52558038407,1.63670242574
GO:0006914,"ENSG00000144848,ENSG00000102710,ENSG00000062716,ENSG00000145782,ENSG00000137942,ENSG00000168397","ATG3,SUPT20H,VMP1,ATG12,FNBP1L,ATG4B",biological_process,autophagy,11,6,67,7.22690523895,1.33802728061
GO:0070979,"ENSG00000104343,ENSG00000094880,ENSG00000077152,ENSG00000176386,ENSG00000141552,ENSG00000077721","UBE2W,CDC23,UBE2T,CDC26,ANAPC11,UBE2A",biological_process,protein K11-linked ubiquitination,11,6,26,7.22690523895,1.33802728061
GO:0044237,"ENSG00000147383,ENSG00000241258,ENSG00000072042,ENSG00000249319","NSDHL,CRCP,RDH11,AC068533.7",biological_process,cellular metabolic process,6,4,54,7.20519086684,1.31631290851
GO:0006631,"ENSG00000120992,ENSG00000052802,ENSG00000157426,ENSG00000084754","LYPLA1,MSMO1,AASDH,HADHA",biological_process,fatty acid metabolic process,6,4,64,7.20519086684,1.31631290851
GO:0090090,"ENSG00000123349,ENSG00000134982,ENSG00000196591,ENSG00000082701","PFDN5,APC,HDAC2,GSK3B",biological_process,negative regulation of canonical Wnt receptor signaling pathway,6,4,79,7.20519086684,1.31631290851
GO:0006694,"ENSG00000147383,ENSG00000198189,ENSG00000185630,ENSG00000116171","NSDHL,HSD17B11,PBX1,SCP2",biological_process,steroid biosynthetic process,6,4,34,7.20519086684,1.31631290851
GO:0006796,"ENSG00000141349,ENSG00000144136,ENSG00000119640,ENSG00000138777","G6PC3,SLC20A1,ACYP1,PPA2",biological_process,phosphate-containing compound metabolic process,6,4,22,7.20519086684,1.31631290851
GO:0006811,"ENSG00000144136,ENSG00000111371,ENSG00000257950,ENSG00000134294","SLC20A1,SLC38A1,P2RX5-TAX1BP3,SLC38A2",biological_process,ion transport,6,4,307,7.20519086684,1.31631290851
GO:0009058,"ENSG00000147383,ENSG00000159131,ENSG00000023330,ENSG00000070785","NSDHL,GART,ALAS1,EIF2B3",biological_process,biosynthetic process,6,4,77,7.20519086684,1.31631290851
GO:0071230,"ENSG00000116586,ENSG00000130816,ENSG00000134248,ENSG00000109270","LAMTOR2,DNMT1,LAMTOR5,LAMTOR3",biological_process,cellular response to amino acid stimulus,6,4,42,7.20519086684,1.31631290851
GO:0006515,"ENSG00000258677,ENSG00000066427,ENSG00000104343,ENSG00000102910","RP11-463D19.2,ATXN3,UBE2W,LONP2",biological_process,misfolded or incompletely synthesized protein catabolic process,6,4,10,7.20519086684,1.31631290851
GO:0043968,"ENSG00000163875,ENSG00000112983,ENSG00000183207,ENSG00000071243","MEAF6,BRD8,RUVBL2,ING3",biological_process,histone H2A acetylation,6,4,13,7.20519086684,1.31631290851
GO:0007179,"ENSG00000114374,ENSG00000197323,ENSG00000113658,ENSG00000141027,ENSG00000157450,ENSG00000116750,ENSG00000172531,ENSG00000082258","USP9Y,TRIM33,SMAD5,NCOR1,RNF111,UCHL5,PPP1CA,CCNT2",biological_process,transforming growth factor beta receptor signaling pathway,17,8,124,7.14638498992,1.25750703159
GO:0006334,"ENSG00000113648,ENSG00000127483,ENSG00000153147,ENSG00000204256,ENSG00000048649,ENSG00000187109,ENSG00000083168","H2AFY,HP1BP3,SMARCA5,BRD2,RSF1,NAP1L1,KAT6A",biological_process,nucleosome assembly,14,7,162,7.12490160187,1.23602364354
GO:0051289,"ENSG00000095059,ENSG00000145439,ENSG00000156256,ENSG00000087470,ENSG00000178035","DHPS,CBR4,USP16,DNM1L,IMPDH2",biological_process,protein homotetramerization,9,5,49,6.65436395365,0.765485995322
GO:0007018,"ENSG00000126777,ENSG00000131966,ENSG00000074935,ENSG00000139116,ENSG00000077380","KTN1,ACTR10,TUBE1,KIF21A,DYNC1I2",biological_process,microtubule-based movement,9,5,109,6.65436395365,0.765485995322
GO:0051091,"ENSG00000067369,ENSG00000120656,ENSG00000004487,ENSG00000099956,ENSG00000196591","TP53BP1,TAF12,KDM1A,SMARCB1,HDAC2",biological_process,positive regulation of sequence-specific DNA binding transcription factor activity,9,5,83,6.65436395365,0.765485995322
GO:0040008,"ENSG00000146247,ENSG00000071243,ENSG00000112983,ENSG00000180008,ENSG00000183207","PHIP,ING3,BRD8,SOCS4,RUVBL2",biological_process,regulation of growth,9,5,55,6.65436395365,0.765485995322
GO:0034641,"ENSG00000198130,ENSG00000072506,ENSG00000143106,ENSG00000185627,ENSG00000075239,ENSG00000070669,ENSG00000155096,ENSG00000110801,ENSG00000129596,ENSG00000008311,ENSG00000108294,ENSG00000173692,ENSG00000092010,ENSG00000131467,ENSG00000159352,ENSG00000151552,ENSG00000135069,ENSG00000149089","HIBCH,HSD17B10,PSMA5,PSMD13,ACAT1,ASNS,AZIN1,PSMD9,CDO1,AASS,PSMB3,PSMD1,PSME1,PSME3,PSMD4,QDPR,PSAT1,APIP",biological_process,cellular nitrogen compound metabolic process,55,18,214,6.64272370406,0.753845745729
GO:0006412,"ENSG00000166562,ENSG00000178982,ENSG00000243147,ENSG00000107581,ENSG00000172590,ENSG00000170445,ENSG00000090263,ENSG00000048544,ENSG00000153037,ENSG00000116898,ENSG00000082515,ENSG00000181610,ENSG00000140105,ENSG00000122026,ENSG00000169288,ENSG00000112306,ENSG00000100883,ENSG00000116957,ENSG00000100664,ENSG00000162910,ENSG00000173674,ENSG00000174100,ENSG00000163319,ENSG00000136522,ENSG00000055950,ENSG00000136628,ENSG00000070785,ENSG00000096080,ENSG00000095059,ENSG00000170889,ENSG00000089157,ENSG00000243927,ENSG00000124783,ENSG00000145425,ENSG00000090621,ENSG00000151247,ENSG00000204568,ENSG00000175581,ENSG00000055332,ENSG00000118705,ENSG00000156976,ENSG00000100815,ENSG00000134056","SEC11C,EIF3K,MRPL33,EIF3A,MRPL52,HARS,MRPS33,MRPS10,SRP19,MRPS15,MRPL22,MRPS23,WARS,RPL21,MRPL1,RPS12,SRP54,TBCE,EIF5,MRPL55,EIF1AX,MRPL45,MRPS18C,MRPL47,MRPL43,EPRS,EIF2B3,MRPS18A,DHPS,RPS9,RPLP0,MRPS6,SSR1,RPS3A,PABPC4,EIF4E,MRPS18B,MRPL48,EIF2AK2,RPN2,EIF4A2,TRIP11,MRPS36",biological_process,translation,166,43,310,6.57171396702,0.682836008684
GO:0018279,"ENSG00000120697,ENSG00000138674,ENSG00000180398,ENSG00000152700,ENSG00000118705,ENSG00000100417,ENSG00000101901","ALG5,SEC31A,MCFD2,SAR1B,RPN2,PMM1,ALG13",biological_process,protein N-linked glycosylation via asparagine,15,7,94,6.5243204689,0.635442510569
GO:0016044,"ENSG00000095139,ENSG00000184432,ENSG00000138674,ENSG00000141367,ENSG00000105669,ENSG00000134644,ENSG00000152700,ENSG00000115561,ENSG00000122705,ENSG00000136738,ENSG00000074319","ARCN1,COPB2,SEC31A,CLTC,COPE,PUM1,SAR1B,CHMP3,CLTA,STAM,TSG101",biological_process,cellular membrane organization,29,11,100,6.34573699464,0.456859036312
GO:0006200,"ENSG00000165629,ENSG00000076242,ENSG00000138138,ENSG00000153147,ENSG00000100813,ENSG00000241468,ENSG00000047249,ENSG00000127603,ENSG00000183207,ENSG00000095002,ENSG00000064933","ATP5C1,MLH1,ATAD1,SMARCA5,ACIN1,ATP5J2,ATP6V1H,MACF1,RUVBL2,MSH2,PMS1",biological_process,ATP catabolic process,29,11,88,6.34573699464,0.456859036312
GO:0007399,"ENSG00000124177,ENSG00000136261,ENSG00000032742,ENSG00000149557,ENSG00000099956,ENSG00000073584,ENSG00000204843,ENSG00000066427,ENSG00000139613","CHD6,BZW2,IFT88,FEZ1,SMARCB1,SMARCE1,DCTN1,ATXN3,SMARCC2",biological_process,nervous system development,22,9,334,6.31276312006,0.423885161729
GO:0030168,"ENSG00000164924,ENSG00000196396,ENSG00000117461,ENSG00000102265,ENSG00000128595,ENSG00000196262,ENSG00000186469,ENSG00000131236","YWHAZ,PTPN1,PIK3R3,TIMP1,CALU,PPIA,GNG2,CAP1",biological_process,platelet activation,19,8,218,6.13780682437,0.24892886604
GO:0000288,"ENSG00000204392,ENSG00000151247,ENSG00000123737,ENSG00000175324,ENSG00000156976,ENSG00000171311,ENSG00000110367,ENSG00000111596","LSM2,EIF4E,EXOSC9,LSM1,EIF4A2,EXOSC1,DDX6,CNOT2",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",19,8,65,6.13780682437,0.24892886604
GO:0006352,"ENSG00000137947,ENSG00000120656,ENSG00000048649,ENSG00000153147","GTF2B,TAF12,RSF1,SMARCA5",biological_process,"DNA-dependent transcription, initiation",7,4,46,6.10478501176,0.215907053432
GO:0032869,"ENSG00000253729,ENSG00000198931,ENSG00000151422,ENSG00000149269","PRKDC,APRT,FER,PAK1",biological_process,cellular response to insulin stimulus,7,4,60,6.10478501176,0.215907053432
GO:0009725,"ENSG00000075239,ENSG00000112972,ENSG00000138293,ENSG00000248643","ACAT1,HMGCS1,NCOA4,RBM14-RBM4",biological_process,response to hormone stimulus,7,4,61,6.10478501176,0.215907053432
GO:0007160,"ENSG00000166333,ENSG00000127990,ENSG00000164885,ENSG00000119185","ILK,SGCE,CDK5,ITGB1BP1",biological_process,cell-matrix adhesion,7,4,85,6.10478501176,0.215907053432
GO:0009887,"ENSG00000082701,ENSG00000032742,ENSG00000099204,ENSG00000185630","GSK3B,IFT88,ABLIM1,PBX1",biological_process,organ morphogenesis,7,4,133,6.10478501176,0.215907053432
GO:0001934,"ENSG00000075151,ENSG00000133703,ENSG00000121989,ENSG00000163904","EIF4G3,KRAS,ACVR2A,SENP2",biological_process,positive regulation of protein phosphorylation,7,4,104,6.10478501176,0.215907053432
GO:0016358,"ENSG00000149269,ENSG00000140463,ENSG00000196591,ENSG00000196655","PAK1,BBS4,HDAC2,TRAPPC4",biological_process,dendrite development,7,4,43,6.10478501176,0.215907053432
GO:0021987,"ENSG00000007168,ENSG00000140463,ENSG00000164885,ENSG00000138363","PAFAH1B1,BBS4,CDK5,ATIC",biological_process,cerebral cortex development,7,4,42,6.10478501176,0.215907053432
GO:0006446,"ENSG00000178982,ENSG00000075151,ENSG00000156976,ENSG00000122033,ENSG00000089195,ENSG00000100664","EIF3K,EIF4G3,EIF4A2,MTIF3,TRMT6,EIF5",biological_process,regulation of translational initiation,13,6,28,5.89637954203,0.00750158369805
GO:0033554,"ENSG00000103363,ENSG00000173933,ENSG00000248643,ENSG00000164609,ENSG00000149269,ENSG00000154582","TCEB2,RBM4,RBM14-RBM4,SLU7,PAK1,TCEB1",biological_process,cellular response to stress,13,6,44,5.89637954203,0.00750158369805
GO:0032088,"ENSG00000197372,ENSG00000106052,ENSG00000160310,ENSG00000108395,ENSG00000187555","ZNF675,TAX1BP1,PRMT2,TRIM37,USP7",biological_process,negative regulation of NF-kappaB transcription factor activity,10,5,66,5.89403459034,0.00515663200686
GO:0006987,"ENSG00000070669,ENSG00000204843,ENSG00000138674,ENSG00000128272,ENSG00000124783","ASNS,DCTN1,SEC31A,ATF4,SSR1",biological_process,activation of signaling protein activity involved in unfolded protein response,10,5,68,5.89403459034,0.00515663200686
GO:0000375,"ENSG00000183431,ENSG00000164609,ENSG00000060688,ENSG00000175324,ENSG00000133226","SF3A3,SLU7,SNRNP40,LSM1,SRRM1",biological_process,"RNA splicing, via transesterification reactions",10,5,28,5.89403459034,0.00515663200686
GO:0006892,"ENSG00000116521,ENSG00000141367,ENSG00000122705,ENSG00000092108,ENSG00000134644","SCAMP3,CLTC,CLTA,SCFD1,PUM1",biological_process,post-Golgi vesicle-mediated transport,10,5,40,5.89403459034,0.00515663200686
GO:0000079,"ENSG00000107949,ENSG00000082258,ENSG00000163660,ENSG00000134480,ENSG00000123975","BCCIP,CCNT2,CCNL1,CCNH,CKS2",biological_process,regulation of cyclin-dependent protein kinase activity,10,5,62,5.89403459034,0.00515663200686
GO:0006888,"ENSG00000101310,ENSG00000152700,ENSG00000138674,ENSG00000196655,ENSG00000108587","SEC23B,SAR1B,SEC31A,TRAPPC4,GOSR1",biological_process,ER to Golgi vesicle-mediated transport,10,5,48,5.89403459034,0.00515663200686
GO:0046777,"ENSG00000055332,ENSG00000164885,ENSG00000013441,ENSG00000149269,ENSG00000151422","EIF2AK2,CDK5,CLK1,PAK1,FER",biological_process,protein autophosphorylation,10,5,165,5.89403459034,0.00515663200686
GO:0006368,"ENSG00000196235,ENSG00000103363,ENSG00000120656,ENSG00000134480,ENSG00000047315,ENSG00000187735,ENSG00000168002,ENSG00000137947,ENSG00000082258,ENSG00000154582","SUPT5H,TCEB2,TAF12,CCNH,POLR2B,TCEA1,POLR2G,GTF2B,CCNT2,TCEB1",biological_process,transcription elongation from RNA polymerase II promoter,27,10,78,5.76428570205,-0.124592256284
GO:0048025,"ENSG00000115875,ENSG00000122566,ENSG00000108561","SRSF7,HNRNPA2B1,C1QBP",biological_process,"negative regulation of mRNA splicing, via spliceosome",5,3,13,5.61155555076,-0.277322407577
