,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0045893,"ENSG00000120533,ENSG00000033800,ENSG00000005483,ENSG00000108654,ENSG00000167085,ENSG00000138293,ENSG00000083168,ENSG00000196591,ENSG00000120837,ENSG00000187735,ENSG00000156256,ENSG00000157450,ENSG00000138668,ENSG00000172660,ENSG00000054118,ENSG00000163104,ENSG00000244687,ENSG00000125651,ENSG00000062194,ENSG00000179222,ENSG00000108064,ENSG00000102038,ENSG00000128245","ENY2,PIAS1,KMT2E,DDX5,PHB,NCOA4,KAT6A,HDAC2,NFYB,TCEA1,USP16,RNF111,HNRNPD,TAF15,THRAP3,SMARCAD1,UBE2V1,GTF2F1,GPBP1,MAGED1,TFAM,SMARCA1,YWHAH",biological_process,"positive regulation of transcription, DNA-dependent",54,23,573,8.06648011779,2.22583846042
GO:0051301,"ENSG00000175216,ENSG00000008128,ENSG00000117697,ENSG00000082258,ENSG00000168385,ENSG00000153140,ENSG00000169689,ENSG00000007168,ENSG00000113712,ENSG00000156256,ENSG00000128989,ENSG00000074319,ENSG00000047849,ENSG00000196504,ENSG00000090061,ENSG00000070831,ENSG00000182628,ENSG00000152240,ENSG00000167552,ENSG00000068796,ENSG00000089053,ENSG00000141552,ENSG00000138758","CKAP5,CDK11A,NSL1,CCNT2,SEPT2,CETN3,STRA13,PAFAH1B1,CSNK1A1,USP16,ARPP19,TSG101,MAP4,PRPF40A,CCNK,CDC42,SKA2,HAUS1,TUBA1A,KIF2A,ANAPC5,ANAPC11,SEPT11",biological_process,cell division,54,23,330,8.06648011779,2.22583846042
GO:0045892,"ENSG00000197223,ENSG00000117139,ENSG00000120798,ENSG00000123349,ENSG00000167085,ENSG00000079246,ENSG00000083168,ENSG00000196591,ENSG00000129515,ENSG00000166913,ENSG00000073584,ENSG00000074319,ENSG00000130816,ENSG00000116030,ENSG00000111653,ENSG00000141027,ENSG00000144161,ENSG00000179222,ENSG00000029363,ENSG00000082701,ENSG00000168214,ENSG00000100320","C1D,KDM5B,NR2C1,PFDN5,PHB,XRCC5,KAT6A,HDAC2,SNX6,YWHAB,SMARCE1,TSG101,DNMT1,SUMO1,ING4,NCOR1,ZC3H8,MAGED1,BCLAF1,GSK3B,RBPJ,RBFOX2",biological_process,"negative regulation of transcription, DNA-dependent",51,22,496,8.04503005286,2.20438839549
GO:0018279,"ENSG00000120697,ENSG00000138674,ENSG00000157020,ENSG00000127022,ENSG00000152700,ENSG00000118705,ENSG00000101901,ENSG00000129562,ENSG00000198856","ALG5,SEC31A,SEC13,CANX,SAR1B,RPN2,ALG13,DAD1,OSTC",biological_process,protein N-linked glycosylation via asparagine,15,9,94,7.99046245943,2.14982080205
GO:0006412,"ENSG00000147677,ENSG00000182899,ENSG00000172590,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000161016,ENSG00000241343,ENSG00000162244,ENSG00000121022,ENSG00000163479,ENSG00000231500,ENSG00000082515,ENSG00000260342,ENSG00000140319,ENSG00000118363,ENSG00000177954,ENSG00000169288,ENSG00000171490,ENSG00000221983,ENSG00000180879,ENSG00000122026,ENSG00000265681,ENSG00000122406,ENSG00000134419,ENSG00000083845,ENSG00000145592,ENSG00000162910,ENSG00000102317,ENSG00000118705,ENSG00000174100,ENSG00000114942,ENSG00000137818,ENSG00000115268,ENSG00000156976,ENSG00000070785,ENSG00000170445,ENSG00000113407,ENSG00000170889,ENSG00000089157,ENSG00000140105,ENSG00000105372,ENSG00000124783,ENSG00000145425,ENSG00000106591,ENSG00000100353,ENSG00000109475,ENSG00000151247,ENSG00000175581,ENSG00000143742,ENSG00000198015,ENSG00000031698,ENSG00000140612,ENSG00000136628,ENSG00000257529,ENSG00000104408","EIF3H,RPL35A,MRPL52,RPS13,RPS24,RPS10,RPL8,RPL36A,RPL29,COPS5,SSR2,RPS18,MRPL22,RP11-1035H13.3,SRP14,SPCS2,RPS27,MRPL1,RSL1D1,UBA52,SSR4,RPL21,RPL17,RPL5,RPS15A,RPS5,RPL37,MRPL55,RBM3,RPN2,MRPL45,EEF1B2,RPLP1,RPS15,EIF4A2,EIF2B3,HARS,TARS,RPS9,RPLP0,WARS,RPS19,SSR1,RPS3A,MRPL32,EIF3D,RPL34,EIF4E,MRPL48,SRP9,MRPL42,SARS,SEC11A,EPRS,RPL36A-HNRNPH2,EIF3E",biological_process,translation,166,56,310,7.8792106847,2.03856902733
GO:0043066,"ENSG00000164924,ENSG00000133112,ENSG00000155957,ENSG00000164305,ENSG00000079246,ENSG00000196591,ENSG00000149089,ENSG00000134248,ENSG00000140443,ENSG00000131238,ENSG00000011052,ENSG00000139644,ENSG00000243678,ENSG00000092140,ENSG00000159140,ENSG00000134982,ENSG00000070501,ENSG00000129562,ENSG00000119048,ENSG00000135541,ENSG00000166598,ENSG00000153774,ENSG00000082701,ENSG00000114125,ENSG00000114209,ENSG00000085063","YWHAZ,TPT1,TMBIM4,CASP3,XRCC5,HDAC2,APIP,LAMTOR5,IGF1R,PPT1,NME2,TMBIM6,NME1-NME2,G2E3,SON,APC,POLB,DAD1,UBE2B,AHI1,HSP90B1,CFDP1,GSK3B,RNF7,PDCD10,CD59",biological_process,negative regulation of apoptotic process,64,26,540,7.86559789902,2.02495624164
GO:0006120,"ENSG00000128609,ENSG00000160194,ENSG00000139180,ENSG00000167774,ENSG00000136521,ENSG00000164258,ENSG00000115286,ENSG00000090266,ENSG00000267855,ENSG00000158864,ENSG00000170906,ENSG00000119013,ENSG00000183648,ENSG00000110717,ENSG00000137806","NDUFA5,NDUFV3,NDUFA9,NDUFA7,NDUFB5,NDUFS4,NDUFS7,NDUFB2,NDUFA7,NDUFS2,NDUFA3,NDUFB3,NDUFB1,NDUFS8,NDUFAF1",biological_process,"mitochondrial electron transport, NADH to ubiquinone",31,15,55,7.81046682868,1.9698251713
GO:0006364,"ENSG00000109536,ENSG00000115268,ENSG00000148843,ENSG00000055044,ENSG00000182899,ENSG00000123737,ENSG00000138326,ENSG00000120699,ENSG00000122406,ENSG00000198000,ENSG00000108651,ENSG00000084463,ENSG00000171311,ENSG00000101361,ENSG00000068438,ENSG00000105372","FRG1,RPS15,PDCD11,NOP58,RPL35A,EXOSC9,RPS24,EXOSC8,RPL5,NOL8,UTP6,WBP11,EXOSC1,NOP56,FTSJ1,RPS19",biological_process,rRNA processing,34,16,103,7.73672969521,1.89608803784
GO:0007268,"ENSG00000111371,ENSG00000007168,ENSG00000127914,ENSG00000143727,ENSG00000135821,ENSG00000067715,ENSG00000073969,ENSG00000143933,ENSG00000186469,ENSG00000066427,ENSG00000198668,ENSG00000134769","SLC38A1,PAFAH1B1,AKAP9,ACP1,GLUL,SYT1,NSF,CALM2,GNG2,ATXN3,CALM1,DTNA",biological_process,synaptic transmission,23,12,409,7.70127442626,1.86063276888
GO:0007420,"ENSG00000099246,ENSG00000159720,ENSG00000133026,ENSG00000075239,ENSG00000004455,ENSG00000131238,ENSG00000164258,ENSG00000138495,ENSG00000007168,ENSG00000140443,ENSG00000102038,ENSG00000143156","RAB18,ATP6V0D1,MYH10,ACAT1,AK2,PPT1,NDUFS4,COX17,PAFAH1B1,IGF1R,SMARCA1,NME7",biological_process,brain development,23,12,216,7.70127442626,1.86063276888
GO:0033554,"ENSG00000100387,ENSG00000173933,ENSG00000248643,ENSG00000221983,ENSG00000164609,ENSG00000149269,ENSG00000154582,ENSG00000109332","RBX1,RBM4,RBM14-RBM4,UBA52,SLU7,PAK1,TCEB1,UBE2D3",biological_process,cellular response to stress,13,8,44,7.70064592825,1.86000427088
GO:0008543,"ENSG00000108946,ENSG00000166913,ENSG00000133703,ENSG00000108061,ENSG00000221983,ENSG00000143933,ENSG00000082701,ENSG00000198668","PRKAR1A,YWHAB,KRAS,SHOC2,UBA52,CALM2,GSK3B,CALM1",biological_process,fibroblast growth factor receptor signaling pathway,13,8,122,7.70064592825,1.86000427088
GO:0051028,"ENSG00000120533,ENSG00000157020,ENSG00000102900,ENSG00000138757,ENSG00000111196,ENSG00000112531,ENSG00000136243,ENSG00000135486","ENY2,SEC13,NUP93,G3BP2,MAGOHB,QKI,NUPL2,HNRNPA1",biological_process,mRNA transport,13,8,58,7.70064592825,1.86000427088
GO:0007507,"ENSG00000075142,ENSG00000163939,ENSG00000141002,ENSG00000108946,ENSG00000164305,ENSG00000138495,ENSG00000114126,ENSG00000117054","SRI,PBRM1,TCF25,PRKAR1A,CASP3,COX17,TFDP2,ACADM",biological_process,heart development,13,8,190,7.70064592825,1.86000427088
GO:0051084,"ENSG00000156261,ENSG00000101132,ENSG00000135624,ENSG00000167552,ENSG00000123349,ENSG00000120438,ENSG00000163468,ENSG00000171530,ENSG00000075624,ENSG00000105254","CCT8,PFDN4,CCT7,TUBA1A,PFDN5,TCP1,CCT3,TBCA,ACTB,TBCB",biological_process,'de novo' posttranslational protein folding,18,10,42,7.58674255841,1.74610090104
GO:0006464,"ENSG00000092140,ENSG00000081721,ENSG00000187778,ENSG00000166532,ENSG00000092148,ENSG00000221983,ENSG00000104517,ENSG00000131238,ENSG00000129559,ENSG00000074319,ENSG00000118705,ENSG00000100564,ENSG00000109332","G2E3,DUSP12,MCRS1,RIMKLB,HECTD1,UBA52,UBR5,PPT1,NEDD8,TSG101,RPN2,PIGH,UBE2D3",biological_process,cellular protein modification process,26,13,166,7.53681946814,1.69617781077
GO:0021766,"ENSG00000108953,ENSG00000007168,ENSG00000082701,ENSG00000140463,ENSG00000011052,ENSG00000239672,ENSG00000196591","YWHAE,PAFAH1B1,GSK3B,BBS4,NME2,NME1,HDAC2",biological_process,hippocampus development,11,7,42,7.44560735419,1.60496569681
GO:0007229,"ENSG00000150093,ENSG00000151914,ENSG00000119185,ENSG00000083457","ITGB1,DST,ITGB1BP1,ITGAE",biological_process,integrin-mediated signaling pathway,5,4,76,7.42346631806,1.58282466069
GO:0043039,"ENSG00000136628,ENSG00000113407,ENSG00000266967,ENSG00000108825","EPRS,TARS,AARSD1,PTGES3L-AARSD1",biological_process,tRNA aminoacylation,5,4,14,7.42346631806,1.58282466069
GO:0007030,"ENSG00000070831,ENSG00000149196,ENSG00000120805,ENSG00000170348","CDC42,C11orf73,ARL1,TMED10",biological_process,Golgi organization,5,4,37,7.42346631806,1.58282466069
GO:0051591,"ENSG00000129596,ENSG00000239672,ENSG00000011052,ENSG00000164258","CDO1,NME1,NME2,NDUFS4",biological_process,response to cAMP,5,4,44,7.42346631806,1.58282466069
GO:0010629,"ENSG00000239672,ENSG00000140463,ENSG00000011052,ENSG00000070831","NME1,BBS4,NME2,CDC42",biological_process,negative regulation of gene expression,5,4,89,7.42346631806,1.58282466069
GO:0032465,"ENSG00000140463,ENSG00000196504,ENSG00000198668,ENSG00000143933","BBS4,PRPF40A,CALM1,CALM2",biological_process,regulation of cytokinesis,5,4,12,7.42346631806,1.58282466069
GO:0034332,"ENSG00000184009,ENSG00000070831,ENSG00000166128,ENSG00000075624","ACTG1,CDC42,RAB8B,ACTB",biological_process,adherens junction organization,5,4,38,7.42346631806,1.58282466069
GO:0006165,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,nucleoside diphosphate phosphorylation,5,4,11,7.42346631806,1.58282466069
GO:0006241,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,CTP biosynthetic process,5,4,12,7.42346631806,1.58282466069
GO:0006228,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,UTP biosynthetic process,5,4,12,7.42346631806,1.58282466069
GO:0045471,"ENSG00000129596,ENSG00000135390,ENSG00000067560,ENSG00000070501","CDO1,ATP5G2,RHOA,POLB",biological_process,response to ethanol,5,4,81,7.42346631806,1.58282466069
GO:0006183,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,GTP biosynthetic process,5,4,11,7.42346631806,1.58282466069
GO:0000398,"ENSG00000115524,ENSG00000115875,ENSG00000240344,ENSG00000108654,ENSG00000130332,ENSG00000126698,ENSG00000164609,ENSG00000143977,ENSG00000176102,ENSG00000125835,ENSG00000182004,ENSG00000188342,ENSG00000100142,ENSG00000123136,ENSG00000138668,ENSG00000122566,ENSG00000133226,ENSG00000125651,ENSG00000174891,ENSG00000060688,ENSG00000112081,ENSG00000109536,ENSG00000125743,ENSG00000168002,ENSG00000124562,ENSG00000116754,ENSG00000100138,ENSG00000167978,ENSG00000092199,ENSG00000135486","SF3B1,SRSF7,PPIL3,DDX5,LSM7,DNAJC8,SLU7,SNRPG,CSTF3,SNRPB,SNRPE,GTF2F2,POLR2F,DDX39A,HNRNPD,HNRNPA2B1,SRRM1,GTF2F1,RSRC1,SNRNP40,SRSF3,FRG1,SNRPD2,POLR2G,SNRPC,SRSF11,NHP2L1,SRRM2,HNRNPC,HNRNPA1",biological_process,"mRNA splicing, via spliceosome",79,30,196,7.30469720369,1.46405554632
GO:0032981,"ENSG00000123545,ENSG00000101247,ENSG00000164258,ENSG00000115286,ENSG00000106603,ENSG00000110717","NDUFAF4,NDUFAF5,NDUFS4,NDUFS7,COA1,NDUFS8",biological_process,mitochondrial respiratory chain complex I assembly,9,6,17,7.25132633662,1.41068467925
GO:0007018,"ENSG00000139116,ENSG00000167552,ENSG00000126777,ENSG00000125971,ENSG00000068796,ENSG00000077380","KIF21A,TUBA1A,KTN1,DYNLRB1,KIF2A,DYNC1I2",biological_process,microtubule-based movement,9,6,109,7.25132633662,1.41068467925
GO:0043161,"ENSG00000100387,ENSG00000078304,ENSG00000119048,ENSG00000104343,ENSG00000258677,ENSG00000100804,ENSG00000204977,ENSG00000066427,ENSG00000109332","RBX1,PPP2R5C,UBE2B,UBE2W,RP11-463D19.2,PSMB5,TRIM13,ATXN3,UBE2D3",biological_process,proteasomal ubiquitin-dependent protein catabolic process,16,9,63,7.23688816863,1.39624651126
GO:0051297,"ENSG00000152240,ENSG00000078674,ENSG00000140463,ENSG00000175216,ENSG00000058272","HAUS1,PCM1,BBS4,CKAP5,PPP1R12A",biological_process,centrosome organization,7,5,24,7.17863681583,1.33799515846
GO:0060271,"ENSG00000100578,ENSG00000140463,ENSG00000122545,ENSG00000116747,ENSG00000135541","KIAA0586,BBS4,SEPT7,TROVE2,AHI1",biological_process,cilium morphogenesis,7,5,46,7.17863681583,1.33799515846
GO:0042147,"ENSG00000120805,ENSG00000129515,ENSG00000135968,ENSG00000008294,ENSG00000069329","ARL1,SNX6,GCC2,SPAG9,VPS35",biological_process,"retrograde transport, endosome to Golgi",7,5,31,7.17863681583,1.33799515846
GO:0007249,"ENSG00000197372,ENSG00000074696,ENSG00000136560,ENSG00000163512,ENSG00000221983","ZNF675,PTPLAD1,TANK,AZI2,UBA52",biological_process,I-kappaB kinase/NF-kappaB cascade,7,5,50,7.17863681583,1.33799515846
GO:0034329,"ENSG00000150093,ENSG00000148484,ENSG00000184009,ENSG00000062716,ENSG00000075624","ITGB1,RSU1,ACTG1,VMP1,ACTB",biological_process,cell junction assembly,7,5,80,7.17863681583,1.33799515846
GO:0055114,"ENSG00000197894,ENSG00000173660,ENSG00000129596,ENSG00000117054,ENSG00000067829,ENSG00000106853,ENSG00000178035,ENSG00000115286,ENSG00000198431,ENSG00000117139,ENSG00000106605,ENSG00000181555,ENSG00000147383,ENSG00000103415,ENSG00000139180,ENSG00000110717,ENSG00000158864,ENSG00000087263,ENSG00000131828,ENSG00000008311,ENSG00000134333,ENSG00000205758,ENSG00000156467,ENSG00000143753","ADH5,UQCRH,CDO1,ACADM,IDH3G,PTGR1,IMPDH2,NDUFS7,TXNRD1,KDM5B,BLVRA,SETD2,NSDHL,HMOX2,NDUFA9,NDUFS8,NDUFS2,OGFOD1,PDHA1,AASS,LDHA,CRYZL1,UQCRB,DEGS1",biological_process,oxidation-reduction process,60,24,525,7.1602940585,1.31965240112
GO:0006281,"ENSG00000100387,ENSG00000123562,ENSG00000092201,ENSG00000104517,ENSG00000147140,ENSG00000079246,ENSG00000148153,ENSG00000109332,ENSG00000134480,ENSG00000187778,ENSG00000187735,ENSG00000221983,ENSG00000100142,ENSG00000143748,ENSG00000116030,ENSG00000076242,ENSG00000104343,ENSG00000108384,ENSG00000169689,ENSG00000129197,ENSG00000070501,ENSG00000119048,ENSG00000139372,ENSG00000169189,ENSG00000168002,ENSG00000103194,ENSG00000140455,ENSG00000248643","RBX1,MORF4L2,SUPT16H,UBR5,NONO,XRCC5,INIP,UBE2D3,CCNH,MCRS1,TCEA1,UBA52,POLR2F,NVL,SUMO1,MLH1,UBE2W,RAD51C,STRA13,RPAIN,POLB,UBE2B,TDG,NSMCE1,POLR2G,USP10,USP3,RBM14-RBM4",biological_process,DNA repair,73,28,341,7.15225282477,1.3116111674
GO:0006396,"ENSG00000131051,ENSG00000102317,ENSG00000148843,ENSG00000173933,ENSG00000163660,ENSG00000248643,ENSG00000152795,ENSG00000060688,ENSG00000108651,ENSG00000138668,ENSG00000084463,ENSG00000064607,ENSG00000004534,ENSG00000176102","RBM39,RBM3,PDCD11,RBM4,CCNL1,RBM14-RBM4,HNRNPDL,SNRNP40,UTP6,HNRNPD,WBP11,SUGP2,RBM6,CSTF3",biological_process,RNA processing,30,14,97,6.96557998677,1.12493832939
GO:0000288,"ENSG00000080802,ENSG00000198791,ENSG00000151247,ENSG00000123737,ENSG00000120699,ENSG00000130332,ENSG00000156976,ENSG00000130520,ENSG00000171311,ENSG00000111596","CNOT4,CNOT7,EIF4E,EXOSC9,EXOSC8,LSM7,EIF4A2,LSM4,EXOSC1,CNOT2",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",19,10,65,6.95042558078,1.1097839234
GO:0016070,"ENSG00000164924,ENSG00000198791,ENSG00000138303,ENSG00000163636,ENSG00000182899,ENSG00000083845,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000120699,ENSG00000125743,ENSG00000075151,ENSG00000130332,ENSG00000241343,ENSG00000162244,ENSG00000171311,ENSG00000111596,ENSG00000231500,ENSG00000115268,ENSG00000125835,ENSG00000177954,ENSG00000166913,ENSG00000106588,ENSG00000256646,ENSG00000221983,ENSG00000122026,ENSG00000265681,ENSG00000143977,ENSG00000130520,ENSG00000138668,ENSG00000134419,ENSG00000145592,ENSG00000080802,ENSG00000123737,ENSG00000145425,ENSG00000100804,ENSG00000129084,ENSG00000156976,ENSG00000137818,ENSG00000170889,ENSG00000089157,ENSG00000105372,ENSG00000108294,ENSG00000109475,ENSG00000151247,ENSG00000182004,ENSG00000172062,ENSG00000161016,ENSG00000122406,ENSG00000100320,ENSG00000197170","YWHAZ,CNOT7,ASCC1,PSMD6,RPL35A,RPS5,RPS13,RPS24,RPS10,EXOSC8,SNRPD2,EIF4G3,LSM7,RPL36A,RPL29,EXOSC1,CNOT2,RPS18,RPS15,SNRPB,RPS27,YWHAB,PSMA2,PSMA2,UBA52,RPL21,RPL17,SNRPG,LSM4,HNRNPD,RPS15A,RPL37,CNOT4,EXOSC9,RPS3A,PSMB5,PSMA1,EIF4A2,RPLP1,RPS9,RPLP0,RPS19,PSMB3,RPL34,EIF4E,SNRPE,SMN1,RPL8,RPL5,RBFOX2,PSMD12",biological_process,RNA metabolic process,154,51,324,6.877498612,1.03685695462
GO:0030154,"ENSG00000145425,ENSG00000067560,ENSG00000173933,ENSG00000244687,ENSG00000248643,ENSG00000074319,ENSG00000101079,ENSG00000114416,ENSG00000116918,ENSG00000175183,ENSG00000068796,ENSG00000105254","RPS3A,RHOA,RBM4,UBE2V1,RBM14-RBM4,TSG101,NDRG3,FXR1,TSNAX,CSRP2,KIF2A,TBCB",biological_process,cell differentiation,25,12,461,6.64978343653,0.809141779152
GO:0030036,"ENSG00000158427,ENSG00000067560,ENSG00000133026,ENSG00000007168,ENSG00000138071,ENSG00000133703,ENSG00000070831,ENSG00000110880,ENSG00000116489,ENSG00000066427,ENSG00000131236,ENSG00000198898","TMSB15B,RHOA,MYH10,PAFAH1B1,ACTR2,KRAS,CDC42,CORO1C,CAPZA1,ATXN3,CAP1,CAPZA2",biological_process,actin cytoskeleton organization,25,12,164,6.64978343653,0.809141779152
GO:0031175,"ENSG00000101558,ENSG00000133026,ENSG00000168385,ENSG00000140443,ENSG00000126457,ENSG00000150093,ENSG00000189403","VAPA,MYH10,SEPT2,IGF1R,PRMT1,ITGB1,HMGB1",biological_process,neuron projection development,12,7,91,6.56911970044,0.728478043067
GO:0051726,"ENSG00000121022,ENSG00000134480,ENSG00000159140,ENSG00000204628,ENSG00000134982,ENSG00000166946,ENSG00000150093","COPS5,CCNH,SON,GNB2L1,APC,CCNDBP1,ITGB1",biological_process,regulation of cell cycle,12,7,101,6.56911970044,0.728478043067
GO:0007409,"ENSG00000131711,ENSG00000133026,ENSG00000082701,ENSG00000134982,ENSG00000140443,ENSG00000151914,ENSG00000075624","MAP1B,MYH10,GSK3B,APC,IGF1R,DST,ACTB",biological_process,axonogenesis,12,7,107,6.56911970044,0.728478043067
GO:0016192,"ENSG00000095139,ENSG00000184432,ENSG00000122705,ENSG00000092108,ENSG00000070718,ENSG00000133318,ENSG00000141367,ENSG00000258466,ENSG00000256861,ENSG00000152700,ENSG00000100568,ENSG00000125991,ENSG00000085719,ENSG00000100528,ENSG00000177879,ENSG00000079332,ENSG00000135541","ARCN1,COPB2,CLTA,SCFD1,AP3M2,RTN3,CLTC,RP11-1012A1.4,RP11-512M8.5,SAR1B,VTI1B,ERGIC3,CPNE3,CNIH1,AP3S1,SAR1A,AHI1",biological_process,vesicle-mediated transport,41,17,222,6.1953046277,0.354662970331
GO:0006367,"ENSG00000141027,ENSG00000134480,ENSG00000077809,ENSG00000114126,ENSG00000168002,ENSG00000120798,ENSG00000125651,ENSG00000140307,ENSG00000157450,ENSG00000221983,ENSG00000188342,ENSG00000137947,ENSG00000100142,ENSG00000168214,ENSG00000082258,ENSG00000054118,ENSG00000109332","NCOR1,CCNH,GTF2I,TFDP2,POLR2G,NR2C1,GTF2F1,GTF2A2,RNF111,UBA52,GTF2F2,GTF2B,POLR2F,RBPJ,CCNT2,THRAP3,UBE2D3",biological_process,transcription initiation from RNA polymerase II promoter,41,17,204,6.1953046277,0.354662970331
GO:0006357,"ENSG00000111596,ENSG00000106245,ENSG00000067560,ENSG00000108946,ENSG00000187735,ENSG00000141027,ENSG00000154582,ENSG00000113387,ENSG00000073584,ENSG00000115966,ENSG00000129559,ENSG00000112983,ENSG00000124795,ENSG00000255526,ENSG00000189403,ENSG00000179222,ENSG00000204256","CNOT2,BUD31,RHOA,PRKAR1A,TCEA1,NCOR1,TCEB1,SUB1,SMARCE1,ATF2,NEDD8,BRD8,DEK,NEDD8-MDP1,HMGB1,MAGED1,BRD2",biological_process,regulation of transcription from RNA polymerase II promoter,41,17,327,6.1953046277,0.354662970331
GO:0006614,"ENSG00000182899,ENSG00000083845,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000241343,ENSG00000162244,ENSG00000163479,ENSG00000231500,ENSG00000115268,ENSG00000140319,ENSG00000118363,ENSG00000122026,ENSG00000221983,ENSG00000180879,ENSG00000177954,ENSG00000265681,ENSG00000134419,ENSG00000143742,ENSG00000145592,ENSG00000140612,ENSG00000137818,ENSG00000170889,ENSG00000089157,ENSG00000105372,ENSG00000124783,ENSG00000145425,ENSG00000109475,ENSG00000161016,ENSG00000122406,ENSG00000118705","RPL35A,RPS5,RPS13,RPS24,RPS10,RPL36A,RPL29,SSR2,RPS18,RPS15,SRP14,SPCS2,RPL21,UBA52,SSR4,RPS27,RPL17,RPS15A,SRP9,RPL37,SEC11A,RPLP1,RPS9,RPLP0,RPS19,SSR1,RPS3A,RPL34,RPL8,RPL5,RPN2",biological_process,SRP-dependent cotranslational protein targeting to membrane,88,31,126,6.01451445088,0.17387279351
GO:0030521,"ENSG00000138293,ENSG00000086061,ENSG00000033800,ENSG00000054118,ENSG00000067560","NCOA4,DNAJA1,PIAS1,THRAP3,RHOA",biological_process,androgen receptor signaling pathway,8,5,49,6.00685567951,0.166214022133
GO:0015949,"ENSG00000239672,ENSG00000243678,ENSG00000198431,ENSG00000011052,ENSG00000004455","NME1,NME1-NME2,TXNRD1,NME2,AK2",biological_process,nucleobase-containing small molecule interconversion,8,5,19,6.00685567951,0.166214022133
GO:0042384,"ENSG00000078674,ENSG00000135541,ENSG00000140463,ENSG00000214413,ENSG00000168385","PCM1,AHI1,BBS4,BBIP1,SEPT2",biological_process,cilium assembly,8,5,71,6.00685567951,0.166214022133
GO:0051403,"ENSG00000173933,ENSG00000115966,ENSG00000248643,ENSG00000221983","RBM4,ATF2,RBM14-RBM4,UBA52",biological_process,stress-activated MAPK cascade,6,4,58,5.84080122331,0.00015956593577
GO:0007368,"ENSG00000166171,ENSG00000120697,ENSG00000121989,ENSG00000143156","DPCD,ALG5,ACVR2A,NME7",biological_process,determination of left/right symmetry,6,4,50,5.84080122331,0.00015956593577
GO:0006119,"ENSG00000165629,ENSG00000156467,ENSG00000004455,ENSG00000173660","ATP5C1,UQCRB,AK2,UQCRH",biological_process,oxidative phosphorylation,6,4,14,5.84080122331,0.00015956593577
GO:0016575,"ENSG00000167085,ENSG00000248643,ENSG00000185787,ENSG00000196591","PHB,RBM14-RBM4,MORF4L1,HDAC2",biological_process,histone deacetylation,6,4,25,5.84080122331,0.00015956593577
GO:0051384,"ENSG00000129596,ENSG00000133703,ENSG00000189403,ENSG00000067560","CDO1,KRAS,HMGB1,RHOA",biological_process,response to glucocorticoid stimulus,6,4,77,5.84080122331,0.00015956593577
GO:0010388,"ENSG00000198612,ENSG00000121022,ENSG00000138663,ENSG00000141030","COPS8,COPS5,COPS4,COPS3",biological_process,cullin deneddylation,6,4,9,5.84080122331,0.00015956593577
GO:0006811,"ENSG00000137726,ENSG00000111371,ENSG00000255245,ENSG00000144136","FXYD6,SLC38A1,FXYD6-FXYD2,SLC20A1",biological_process,ion transport,6,4,307,5.84080122331,0.00015956593577
GO:0006796,"ENSG00000138777,ENSG00000133731,ENSG00000119640,ENSG00000144136","PPA2,IMPA1,ACYP1,SLC20A1",biological_process,phosphate-containing compound metabolic process,6,4,22,5.84080122331,0.00015956593577
GO:0001558,"ENSG00000147654,ENSG00000123562,ENSG00000074319,ENSG00000008128","EBAG9,MORF4L2,TSG101,CDK11A",biological_process,regulation of cell growth,6,4,79,5.84080122331,0.00015956593577
GO:0051149,"ENSG00000173933,ENSG00000070831,ENSG00000248643,ENSG00000008294","RBM4,CDC42,RBM14-RBM4,SPAG9",biological_process,positive regulation of muscle cell differentiation,6,4,29,5.84080122331,0.00015956593577
GO:0043410,"ENSG00000150093,ENSG00000070831,ENSG00000140443,ENSG00000008294","ITGB1,CDC42,IGF1R,SPAG9",biological_process,positive regulation of MAPK cascade,6,4,72,5.84080122331,0.00015956593577
GO:0006486,"ENSG00000132581,ENSG00000120697,ENSG00000130383,ENSG00000129562","SDF2,ALG5,FUT5,DAD1",biological_process,protein glycosylation,6,4,110,5.84080122331,0.00015956593577
GO:0044237,"ENSG00000139180,ENSG00000147383,ENSG00000241258,ENSG00000249319","NDUFA9,NSDHL,CRCP,AC068533.7",biological_process,cellular metabolic process,6,4,54,5.84080122331,0.00015956593577
GO:0032880,"ENSG00000204628,ENSG00000116030,ENSG00000168385,ENSG00000171490","GNB2L1,SUMO1,SEPT2,RSL1D1",biological_process,regulation of protein localization,6,4,39,5.84080122331,0.00015956593577
